id,temporada,liga,xG,npxG,npG-xG,npxg_goals,shots,np_shots,xA,key_passes
a045sz2acqbfgyq9puwsu8sx6,2025-2026,LaLiga,2.65,1.86,0.14,2,11,10,0.12,3
38igxi5sn8v00xtciwhqb44fe,2025-2026,LaLiga,1.85,1.85,1.15,3,14,14,0.45,12
90ga4jxu6ydpoliajft8w9y39,2025-2026,LaLiga,1.8,1.8,0.2,2,23,23,2.4,29
cscn06kwqfzo09h0dc5ybt1pl,2025-2026,LaLiga,1.8,1.8,-0.8,1,13,13,3.51,26
9xbo6c8uq29ueuyinngjjiaj9,2025-2026,LaLiga,1.78,1.78,0.22,2,27,27,4.48,47
3n66mcws9belxbv3pu5uwhfu2,2025-2026,LaLiga,1.78,1.78,-1.78,0,13,13,0.34,8
b2rqgjegzeyq6wy6qu63zz2fo,2025-2026,LaLiga,1.73,1.73,-0.73,1,18,18,0.64,10
xu7mykgl15kaib3olilmsez9,2025-2026,LaLiga,1.73,1.73,0.27,2,13,13,0.52,11
49230s4p4daocrftccqqbeqjt,2025-2026,LaLiga,3.26,1.69,0.31,2,36,34,1.77,18
2bzdn7cqqonejqmlq85w8z6qd,2025-2026,LaLiga,1.67,1.67,-0.67,1,12,12,1.03,3
66psa7xh8odnlp39ue5vzpes4,2025-2026,LaLiga,1.64,1.64,-0.64,1,21,21,1.89,15
6bj5k49arillmrgqk04bxvx1w,2025-2026,LaLiga,1.63,1.63,0.37,2,15,15,1.5,20
ejcyvgclry4g5pc2rtptifphx,2025-2026,LaLiga,1.61,1.61,1.39,3,16,16,1.13,20
ezbplvktzcvzh5kwur32110mi,2025-2026,LaLiga,1.61,1.61,-0.61,1,21,21,0.7,14
amxunh6enoc99r07cp7qt621h,2025-2026,LaLiga,1.59,1.59,-1.59,0,18,18,4.39,22
9y7202khwzb48ea7im646m11x,2025-2026,LaLiga,2.36,1.58,-1.58,0,11,10,0.67,8
5tc1y5n3h4ties7gbc3zd9j6y,2025-2026,LaLiga,1.58,1.58,0.42,2,13,13,1.38,20
12qc3dkodeb8ykg6pc0kqf2l1,2025-2026,LaLiga,1.54,1.54,0.46,2,11,11,1.37,19
59u1gn30f6bg5lr06zsglykq2,2025-2026,LaLiga,1.53,1.53,-0.53,1,20,20,1.39,14
1vyh50nfaq2kq5pmivpkc1psl,2025-2026,LaLiga,1.52,1.52,-1.52,0,20,20,2.27,13
2nq5nzq35tfwc7po29dtwqp78,2025-2026,LaLiga,1.51,1.51,-0.51,1,17,17,2.66,27
bccp1nvtoc3n1q4g4sw1p7ro5,2025-2026,LaLiga,1.5,1.5,-1.5,0,14,14,0.45,8
5zoz3mjooujpv0wdcphyrztd6,2025-2026,LaLiga,1.49,1.49,0.51,2,24,24,6.29,42
9tw6rz3lfmn06fzsabtx9ei95,2025-2026,LaLiga,1.49,1.49,0.51,2,20,20,0.49,9
7cdiijsvnfc7tafy0zkf4uz9,2025-2026,LaLiga,1.46,1.46,3.54,5,19,19,1.56,24
ck7lu09geq8mi6vkf2llyi5ii,2025-2026,LaLiga,1.46,1.46,0.54,2,35,35,1.96,33
b3sexumsdp9m96rkp5da0r47o,2025-2026,LaLiga,1.46,1.46,-0.46,1,17,17,0.58,7
9e7ybe0nsu3byq2tteey3zuy2,2025-2026,LaLiga,1.44,1.44,-0.44,1,23,23,1.99,22
548jzfl9higq44w9bgqvcjh05,2025-2026,LaLiga,1.43,1.43,-1.43,0,13,13,0.49,2
8onruhr4es313aq52xsl7nxlh,2025-2026,LaLiga,1.41,1.41,-0.41,1,13,13,1.06,13
65je30iyno0ea0yylc355o3jd,2025-2026,LaLiga,1.41,1.41,-0.41,1,9,9,0.22,4
4zve4017u2i3zvxlnjruv25t5,2025-2026,LaLiga,1.4,1.4,0.6,2,38,38,1.57,22
d3pdr28q2n295ldry2lc1uklx,2025-2026,LaLiga,1.4,1.4,-1.4,0,23,23,1.39,19
5lzbyj5i0cotpry4gneap8c89,2025-2026,LaLiga,1.38,1.38,-0.38,1,25,25,2.4,26
bpf2fcb73l96fwspo72shmkiy,2025-2026,LaLiga,1.38,1.38,-1.38,0,29,29,3.6,38
4r6jcuotjs6rz8iwu20996z85,2025-2026,LaLiga,1.38,1.38,-0.38,1,14,14,1.79,22
75xbiozismh96vufhrhkng4mi,2025-2026,LaLiga,1.38,1.38,0.62,2,11,11,2.94,12
5l6e9nd0defapk1w2ucndowr9,2025-2026,LaLiga,1.37,1.37,-1.37,0,9,9,0.13,3
6vvwhgic29fekmmj2cg62ytp1,2025-2026,LaLiga,1.35,1.35,0.65,2,30,30,0.19,5
3m7wjcmet9b8sc5tu0ct8j0et,2025-2026,LaLiga,1.34,1.34,-1.34,0,15,15,2.35,16
6gymgqxnu2zavuxgp6amm3zkl,2025-2026,LaLiga,1.33,1.33,-0.33,1,13,13,0.21,4
9i7lb16qty1t21bnc5h7skclx,2025-2026,LaLiga,2.11,1.32,-1.32,0,23,22,1.53,15
bb2v7p23g1w8kb3nhuuwnil4a,2025-2026,LaLiga,3.66,1.3,0.7,2,12,9,3.51,28
7o7vwlqxknci1fymzkn9hug6i,2025-2026,LaLiga,1.29,1.29,-0.29,1,14,14,1.47,12
ch1lxxbn01at4jmkafy4uevh1,2025-2026,LaLiga,1.28,1.28,-1.28,0,24,24,6.27,83
7fmpgkx58o9pivo2bbnxxkt05,2025-2026,LaLiga,1.28,1.28,-1.28,0,15,15,0.54,8
8wvkrrbqqthuwda8twg03yuax,2025-2026,LaLiga,1.28,1.28,0.72,2,21,21,1.23,9
9x5uo2wkxp9fk1arygbkl6u0a,2025-2026,LaLiga,1.28,1.28,1.72,3,20,20,0.75,9
5b9ycghp21qhv7qz6zuvblh49,2025-2026,LaLiga,1.25,1.25,-0.25,1,10,10,0.29,1
4et6r42e7q2ojgaumwnua2kgk,2025-2026,LaLiga,1.25,1.25,0.75,2,7,7,0.45,4
2zcha0sd7axiu2s2c0bccz2s5,2025-2026,LaLiga,1.24,1.24,0.76,2,8,8,0.58,10
bzv32rpgvs111w8e2gch452xg,2025-2026,LaLiga,1.98,1.2,-1.2,0,26,25,2.27,19
albt55j4oir1veynmos532psk,2025-2026,LaLiga,1.2,1.2,-0.2,1,14,14,0.26,7
atj6u4qul0o2ca57etbmes07o,2025-2026,LaLiga,1.2,1.2,0.8,2,14,14,0.59,6
20s72mrpp0gl3hd333zaows2c,2025-2026,LaLiga,1.2,1.2,-1.2,0,18,18,0.19,4
6azcxbumsgd8es7mcd9b3t94a,2025-2026,LaLiga,1.19,1.19,-1.19,0,11,11,1.43,14
9d5h5wxf44qu4fw3jk2pgis16,2025-2026,LaLiga,1.19,1.19,-0.19,1,17,17,1.05,7
6fzbp94hf19ysotdassrqdc5x,2025-2026,LaLiga,1.18,1.18,-0.18,1,12,12,0.49,3
5lsx1d5uu8hu6x6a2eocqhvys,2025-2026,LaLiga,1.17,1.17,-1.17,0,13,13,0.08,2
aka2yqxmqpioxc1qzkl62ejv8,2025-2026,LaLiga,1.17,1.17,-1.17,0,13,13,1.48,11
c83h08n0vnjvfgglyefy03h0p,2025-2026,LaLiga,1.16,1.16,0.84,2,13,13,0.43,5
9g4ojrys88awchyj6zgmd6oes,2025-2026,LaLiga,1.13,1.13,-0.13,1,10,10,1.12,9
350ehsdbvwysbfxgeian91rf8,2025-2026,LaLiga,1.13,1.13,-0.13,1,11,11,1.85,23
dce6e4b9ckqkxj1zpsh8poz55,2025-2026,LaLiga,1.12,1.12,-0.12,1,14,14,0.75,10
d34tmogp5h4rwuo3pcxtwp0fe,2025-2026,LaLiga,1.11,1.11,-0.11,1,13,13,1.4,18
28psc296gj3umo59qqha8jil1,2025-2026,LaLiga,1.11,1.11,-0.11,1,8,8,1.65,23
eh70fwampgdyfv3hu25o2qx,2025-2026,LaLiga,1.11,1.11,-0.11,1,11,11,3.31,20
43sv2qpco7dsobxna7z9dugyy,2025-2026,LaLiga,1.1,1.1,-1.1,0,8,8,0.3,1
6e4d1o09sl2ovlyyvhyd5xboq,2025-2026,LaLiga,1.1,1.1,-1.1,0,14,14,1.03,11
1filh68q6hdk921qkdo7rsvmc,2025-2026,LaLiga,1.09,1.09,-0.09,1,17,17,2.02,20
5kd57453a90zahgdxwkghr816,2025-2026,LaLiga,1.09,1.09,0.91,2,13,13,0.68,6
4v3mcgy4w1n4g3vkq0fe7iwwk,2025-2026,LaLiga,1.08,1.08,-1.08,0,10,10,0.59,7
6jq376l673aizjxxhhos2j52i,2025-2026,LaLiga,1.05,1.05,-0.05,1,20,20,2.59,22
4x854vpovag131b2kdutv4qju,2025-2026,LaLiga,1.05,1.05,-0.05,1,16,16,2.04,21
d87uduceapind7lgv6273xedw,2025-2026,LaLiga,1.05,1.05,-0.05,1,13,13,0.26,7
8n42fc5g0qewvh9pdh4ef1e51,2025-2026,LaLiga,1.04,1.04,-1.04,0,8,8,1.45,10
7kser55g81n3lqj9rjd2mwftg,2025-2026,LaLiga,1.04,1.04,-0.04,1,6,6,0.43,3
en2c7z1raqmcwee78297pbnu2,2025-2026,LaLiga,1.03,1.03,-0.03,1,13,13,1.9,20
39c5g6782qlrtw55fsre7exnt,2025-2026,LaLiga,1.02,1.02,-0.02,1,6,6,0.28,6
5b1q9bpe23j98eoy4fwi7ld5h,2025-2026,LaLiga,1.01,1.01,-0.01,1,13,13,2.76,29
cw9754xmqdnskeswigkl7u5ii,2025-2026,LaLiga,1.01,1.01,-1.01,0,8,8,0.06,1
u04ao1ldrjjesgqq52o7ghqt,2025-2026,LaLiga,1.0,1.0,-1.0,0,22,22,2.89,33
7ubtan6a51o79w469zawrqqqd,2025-2026,LaLiga,1.0,1.0,0.0,1,20,20,3.23,33
6wpnjdlg2p8f19y3gjpz1su6t,2025-2026,LaLiga,1.0,1.0,0.0,1,8,8,1.31,19
eku9q64i0rwdxytris5ahfyms,2025-2026,LaLiga,1.0,1.0,-0.0,1,7,7,0.75,11
20ebw399jhbq0i5x2eacrrs6i,2025-2026,LaLiga,1.0,1.0,-0.0,1,14,14,1.8,17
3ex56ma2xf94ex429ay35gusp,2025-2026,LaLiga,1.0,1.0,0.0,1,17,17,1.98,16
9um7x9zd0e000zt57l3yearqh,2025-2026,LaLiga,0.99,0.99,-0.99,0,12,12,2.43,27
by8xbw0rb239l1x4b0t33tpn8,2025-2026,LaLiga,0.98,0.98,0.02,1,8,8,0.09,1
8xjdsfk5u7wph4o7h1w45dses,2025-2026,LaLiga,0.98,0.98,1.02,2,12,12,0.22,4
dkdy6ighxc2j05suqc2odry3u,2025-2026,LaLiga,0.97,0.97,1.03,2,12,12,2.35,25
boa0e436nc3u53cumlao9ulex,2025-2026,LaLiga,0.97,0.97,0.03,1,17,17,0.4,9
9t88fceutc2x108ga0qkzkafp,2025-2026,LaLiga,0.96,0.96,-0.96,0,16,16,0.53,5
f0a2qk3jzxercn67bben5eled,2025-2026,LaLiga,0.96,0.96,-0.96,0,17,17,2.95,23
8rprxly1blrhq9cwhfqoheeax,2025-2026,LaLiga,0.94,0.94,0.06,1,12,12,1.55,22
amt4voyjzhnvr55t08hzlw50q,2025-2026,LaLiga,0.93,0.93,0.07,1,18,18,3.23,32
3hht0os2uzu234yq550i3fbe2,2025-2026,LaLiga,0.92,0.92,-0.92,0,11,11,0.85,15
3jln1gzc0859ymphvq83i0mp5,2025-2026,LaLiga,0.92,0.92,-0.92,0,14,14,3.52,29
9nqvf6si8k5u91rjslfvgc650,2025-2026,LaLiga,0.91,0.91,-0.91,0,2,2,0.04,1
7wzwqegxhekjwq361dd2nidp1,2025-2026,LaLiga,0.9,0.9,-0.9,0,9,9,1.68,22
ezviixcyaaj162saxs2yl27s9,2025-2026,LaLiga,0.9,0.9,0.1,1,7,7,4.57,38
3702btkgwxf6tq92ouekd7ro5,2025-2026,LaLiga,3.26,0.9,0.1,1,24,21,1.29,20
79u84y1eb01yyp8mhpej75q1g,2025-2026,LaLiga,0.9,0.9,0.1,1,11,11,1.06,10
6xulax65kp4aid70nk7g5jr2t,2025-2026,LaLiga,0.9,0.9,0.1,1,6,6,0.45,2
d4tdx2ctadv6kc3tbq4as8bmx,2025-2026,LaLiga,0.89,0.89,-0.89,0,11,11,6.27,47
9nwkxgbl8t933pzu60ye4xxxw,2025-2026,LaLiga,0.89,0.89,1.11,2,17,17,0.33,6
dqiuqhsqsayvldfazfnp8d46i,2025-2026,LaLiga,0.87,0.87,-0.87,0,7,7,0.04,1
9iqmeo87l56hr3gymmxgkxysq,2025-2026,LaLiga,0.85,0.85,0.15,1,10,10,0.49,7
5tiol5jc7h11oic9vvyu83fqi,2025-2026,LaLiga,0.84,0.84,0.16,1,8,8,1.43,9
clrlsy05spf55w39f84b7p3sa,2025-2026,LaLiga,0.84,0.84,0.16,1,6,6,0.05,1
706la37b8u3v3n6mqtbjs73mc,2025-2026,LaLiga,0.84,0.84,0.16,1,13,13,1.4,17
a8ez7qv4n62b8s45pdo8u07o5,2025-2026,LaLiga,0.83,0.83,0.17,1,9,9,0.13,4
33r4ae8aivh27ho0ix9mnkedx,2025-2026,LaLiga,0.81,0.81,0.19,1,10,10,1.74,14
et849xmcdgsy5itb8i4w7qkq2,2025-2026,LaLiga,0.8,0.8,-0.8,0,19,19,0.53,12
5oge5fhmna0oduqvjisoa1djp,2025-2026,LaLiga,0.79,0.79,0.21,1,9,9,5.99,34
c90gk99jn34wxtlad784hpnv8,2025-2026,LaLiga,0.79,0.79,-0.79,0,7,7,0.52,3
4rcsvuxnotyjoo72f8okudh5g,2025-2026,LaLiga,0.78,0.78,-0.78,0,5,5,0.05,1
9dc4qkvh0vk5kwymibji00kp,2025-2026,LaLiga,0.78,0.78,-0.78,0,9,9,2.16,23
8hm6d6395johhjsoe8jz6dcyd,2025-2026,LaLiga,0.78,0.78,-0.78,0,22,22,3.5,29
abq67eup8kd31w8da2i0eftgp,2025-2026,LaLiga,0.78,0.78,-0.78,0,7,7,0.9,3
94md3wf5xab5mnj5niiwq33zd,2025-2026,LaLiga,0.78,0.78,-0.78,0,18,18,2.91,22
cksi669gcnskpytzh70a43it,2025-2026,LaLiga,0.76,0.76,-0.76,0,4,4,0.11,2
1ghrcpi1cl0koh36puwblbfmd,2025-2026,LaLiga,0.76,0.76,-0.76,0,10,10,0.06,1
9ao7l82r1xd2rjnvv5u6plcr9,2025-2026,LaLiga,0.76,0.76,0.24,1,3,3,0.12,3
buglwgk2hthoyqt1ocghya92i,2025-2026,LaLiga,0.76,0.76,0.24,1,9,9,0.05,1
7y8ns61qioqu7kfsqzkvkwhuy,2025-2026,LaLiga,0.75,0.75,-0.75,0,17,17,0.86,13
29pq64smaxdwlraopnxoleqxh,2025-2026,LaLiga,0.75,0.75,0.25,1,11,11,2.67,14
6p8xl2smgf1ta7txpcj7cabu2,2025-2026,LaLiga,0.74,0.74,-0.74,0,7,7,1.32,17
dfjph36vcwfj5cevut4x3vf11,2025-2026,LaLiga,0.73,0.73,-0.73,0,16,16,4.62,38
2ww626a9v31b072prdx0xf1g4,2025-2026,LaLiga,0.73,0.73,-0.73,0,11,11,2.57,18
evpjdko94awbqbbl5wl9hto7p,2025-2026,LaLiga,0.73,0.73,0.27,1,16,16,0.22,6
42laa1qwbzlcruyrmlg5o1fu2,2025-2026,LaLiga,0.72,0.72,1.28,2,14,14,0.64,16
b9kfek16otvdorssn0wzkb36d,2025-2026,LaLiga,0.71,0.71,1.29,2,12,12,2.29,33
74wjzeja92l4q8fpy1bkmcsfd,2025-2026,LaLiga,0.71,0.71,1.29,2,17,17,2.16,29
7j2h7bq14b9n6xephp8vchfu2,2025-2026,LaLiga,0.71,0.71,-0.71,0,14,14,2.98,29
8nxr373i7g1m2ch2lk6k03ckq,2025-2026,LaLiga,0.71,0.71,-0.71,0,14,14,1.45,11
a39ntr1ek9aavke18yucd0r2s,2025-2026,LaLiga,0.7,0.7,0.3,1,8,8,2.07,20
1emj0rlthc8syfleox4c39kut,2025-2026,LaLiga,0.7,0.7,0.3,1,9,9,0.57,9
d6xt27yn0fv6f1g9de5yuwwyd,2025-2026,LaLiga,0.7,0.7,0.3,1,3,3,0.44,5
ieu0x9fy8hpqyztdjg8bgpnt,2025-2026,LaLiga,0.7,0.7,1.3,2,14,14,2.91,21
cuxm7t8cql3v06hqf18wvcul1,2025-2026,LaLiga,1.48,0.7,-0.7,0,8,7,0.37,9
79n0dyjagmleor1fpwl25qql0,2025-2026,LaLiga,0.69,0.69,-0.69,0,12,12,0.99,11
dci5jbkxxr0wddazufgbysxec,2025-2026,LaLiga,0.69,0.69,-0.69,0,3,3,0.0,0
2y25g5wgiygxbp97r22o1a1as,2025-2026,LaLiga,0.69,0.69,0.31,1,8,8,0.43,2
c8mp2wwwyvy930vfjnivg2hre,2025-2026,LaLiga,0.69,0.69,0.31,1,15,15,3.56,30
1xsrdgt40nb6p9qvt6mf272fo,2025-2026,LaLiga,0.68,0.68,0.32,1,11,11,0.62,10
7zilisi5cnkmr30dhdful2r1m,2025-2026,LaLiga,0.68,0.68,-0.68,0,5,5,0.0,0
9dewnn65ylruq567thg7ebqhh,2025-2026,LaLiga,0.67,0.67,-0.67,0,12,12,0.41,9
26wj6flfqi59vgz6vwjgur2ay,2025-2026,LaLiga,0.67,0.67,0.33,1,15,15,0.69,10
5uig03vbbv71f0q31cp3vfbv9,2025-2026,LaLiga,0.66,0.66,1.34,2,11,11,0.2,4
6x42rn7aburucovfe7mke9ld6,2025-2026,LaLiga,0.65,0.65,0.35,1,2,2,0.0,0
e0gv5rugqtsipy89z4rk7hsoa,2025-2026,LaLiga,0.65,0.65,-0.65,0,7,7,1.06,9
a4kw8u4dqsslfwe1ux08lbmc,2025-2026,LaLiga,0.64,0.64,1.36,2,9,9,1.4,31
1u9sn1cu0pq16mina2q6d6dwp,2025-2026,LaLiga,0.63,0.63,-0.63,0,15,15,2.36,26
a9z0jsjwfteq974bxwucvc4ix,2025-2026,LaLiga,0.63,0.63,-0.63,0,11,11,1.62,10
4ig4kv8c1xew1jlsy1k2iga21,2025-2026,LaLiga,0.62,0.62,0.38,1,3,3,0.22,5
73efpm314q2paeacsvp4e8q8l,2025-2026,LaLiga,0.62,0.62,1.38,2,12,12,0.76,8
4o0ei8wawffrg2hvnbmcxipxx,2025-2026,LaLiga,0.62,0.62,-0.62,0,1,1,0.02,1
72pvwj4z6j8xwsgs6zlhr5e6s,2025-2026,LaLiga,0.61,0.61,-0.61,0,17,17,0.54,6
1rhh9hzqzsp331scjcefanvo4,2025-2026,LaLiga,0.61,0.61,-0.61,0,15,15,1.13,11
e3czx0nsuw10acnftbr8ud0bt,2025-2026,LaLiga,0.6,0.6,0.4,1,15,15,0.96,12
bpfp895223p7w0px2ui3nb2l1,2025-2026,LaLiga,0.6,0.6,-0.6,0,2,2,0.16,4
2wdjbfzaiokiawrbn5wzsx61h,2025-2026,LaLiga,0.6,0.6,-0.6,0,3,3,0.1,2
87ycnbfm44w6j3komxt0cihp0,2025-2026,LaLiga,0.57,0.57,-0.57,0,1,1,0.0,0
2u8bekuidiwqz1gvb4vd3uhg,2025-2026,LaLiga,0.57,0.57,-0.57,0,10,10,0.2,4
9xyhn7xadm9zl908lonnj0x04,2025-2026,LaLiga,0.57,0.57,-0.57,0,12,12,2.5,11
c3sl9ajm4q424r4u37iath3hl,2025-2026,LaLiga,0.56,0.56,0.44,1,14,14,3.69,30
658ed5dqfrdd5fe7ayo9eo1rd,2025-2026,LaLiga,0.56,0.56,-0.56,0,8,8,0.0,0
1i9mqbswolg91evnmsrf5katx,2025-2026,LaLiga,0.56,0.56,0.44,1,7,7,1.15,11
8ij122duxc65thlj8flk2xdjp,2025-2026,LaLiga,0.56,0.56,-0.56,0,1,1,0.09,2
cue88fm1v1ysfuwhql68czydx,2025-2026,LaLiga,0.55,0.55,0.45,1,12,12,0.06,1
c320492cbp1otejfp1i1oane1,2025-2026,LaLiga,0.55,0.55,-0.55,0,6,6,0.08,2
73mz7xafzid0mvbi59kb9u0dm,2025-2026,LaLiga,0.54,0.54,-0.54,0,4,4,0.07,2
6w641bd5laym8cnxg6mecsmqc,2025-2026,LaLiga,0.54,0.54,-0.54,0,12,12,1.05,7
cme92rbmqszu51sjm99ho8a21,2025-2026,LaLiga,0.53,0.53,0.47,1,5,5,1.12,9
6dswrjvnakdr8gwun530inwgk,2025-2026,LaLiga,0.53,0.53,-0.53,0,4,4,0.12,2
3qrk8nw6nc8o96n7jr1az21ux,2025-2026,LaLiga,0.52,0.52,-0.52,0,2,2,0.0,0
bj929w5yi7lnz36jxsi5qnq7e,2025-2026,LaLiga,0.52,0.52,-0.52,0,5,5,0.27,6
bvs3rixmobb9gje6kfvhgb52i,2025-2026,LaLiga,0.51,0.51,0.49,1,11,11,1.64,17
e35v2pspdgl7t769d57e67ob9,2025-2026,LaLiga,0.5,0.5,-0.5,0,3,3,0.0,0
5o07mnpidavbe0hqoqzwgom50,2025-2026,LaLiga,0.5,0.5,0.5,1,7,7,0.42,10
3e8mxxfs5q7gt4lg2beqpkwyd,2025-2026,LaLiga,0.49,0.49,1.51,2,6,6,3.28,28
kdf39fz73dd5n2nzlsuwbq3t,2025-2026,LaLiga,0.49,0.49,1.51,2,13,13,1.05,7
2td3iejdken4orcduqrdutrhm,2025-2026,LaLiga,0.49,0.49,-0.49,0,6,6,1.33,11
8nbnru9t2qxaotxw0hiaocdt5,2025-2026,LaLiga,0.48,0.48,-0.48,0,8,8,0.27,7
aohmwqhdb8hlp5lvqboh0t5g5,2025-2026,LaLiga,0.48,0.48,-0.48,0,13,13,0.32,8
4wkn0nrhl9gmaflvw2wdoup04,2025-2026,LaLiga,0.48,0.48,-0.48,0,4,4,0.22,1
1h9m92ke4lsj8jzb1l5wfqsmi,2025-2026,LaLiga,0.47,0.47,-0.47,0,13,13,0.78,8
5nluxvc0wi0u1d5zcy7be5rkl,2025-2026,LaLiga,0.47,0.47,0.53,1,1,1,0.58,3
733ho2s9aqwwxzbqfiia3b7bp,2025-2026,LaLiga,0.47,0.47,0.53,1,4,4,0.24,5
f0drogjsrwqv3hyjxuqcnk8vd,2025-2026,LaLiga,0.47,0.47,0.53,1,2,2,0.38,2
5t2ngljfiapcn98qlnbifg53p,2025-2026,LaLiga,0.44,0.44,-0.44,0,11,11,1.83,18
bkwxem45cf48k14euwqe7rs44,2025-2026,LaLiga,0.44,0.44,0.56,1,10,10,0.62,8
br4wylyaeqyxoss5of7r51boq,2025-2026,LaLiga,0.43,0.43,-0.43,0,7,7,0.74,3
2r4450bqkmpcf1ogmcfhvczmy,2025-2026,LaLiga,0.42,0.42,-0.42,0,10,10,0.4,7
e8s9ssopq5nmp51zymvqp8jbp,2025-2026,LaLiga,0.42,0.42,-0.42,0,5,5,0.08,1
dkt9892ixwnz1bkmgileo71sl,2025-2026,LaLiga,0.41,0.41,-0.41,0,11,11,0.93,13
9br2z5cf6stmnidehwo5a8afp,2025-2026,LaLiga,0.41,0.41,0.59,1,6,6,1.11,7
dfss2zdkn61bbq312zhxlddyh,2025-2026,LaLiga,0.41,0.41,-0.41,0,8,8,0.32,2
96h53hatq4r3zsfvn5xl752c4,2025-2026,LaLiga,0.41,0.41,-0.41,0,2,2,0.0,0
eucssbf7wamb41y1gixfodivp,2025-2026,LaLiga,0.41,0.41,0.59,1,4,4,0.09,2
d27r61wcc9az0shpevisc4iga,2025-2026,LaLiga,0.4,0.4,0.6,1,5,5,0.54,6
wlqj34ev5mucxtfx6j4tr9at,2025-2026,LaLiga,0.39,0.39,-0.39,0,6,6,0.37,8
pr0nfcph8mlm3plq9b69o8a1,2025-2026,LaLiga,0.38,0.38,-0.38,0,10,10,0.39,3
3ghychnf02zs5pmw2s0ds3p7u,2025-2026,LaLiga,0.38,0.38,-0.38,0,1,1,0.16,4
bqltxeg4ejtd649kta3njitqs,2025-2026,LaLiga,0.38,0.38,-0.38,0,1,1,0.0,0
2lwjtphx3bkjty9sds520l1ey,2025-2026,LaLiga,0.37,0.37,-0.37,0,9,9,0.05,1
bkvvapojagxvj17nzk3oy8ct1,2025-2026,LaLiga,0.37,0.37,1.63,2,7,7,0.76,10
bofeh3blk8nn3ml0pjwuig4r8,2025-2026,LaLiga,0.37,0.37,0.63,1,9,9,0.15,3
ec04djw7dspowrm7h7wr6e5ed,2025-2026,LaLiga,0.37,0.37,-0.37,0,9,9,1.59,11
d0kzduhj90areaill2gvvw6xg,2025-2026,LaLiga,0.36,0.36,-0.36,0,9,9,0.53,5
7qoshvypodx2yovs65d29kgoa,2025-2026,LaLiga,0.36,0.36,-0.36,0,9,9,0.19,5
3sy16pz110zmyq073ao24l1ck,2025-2026,LaLiga,0.36,0.36,-0.36,0,2,2,0.04,1
a9olh86vdqnby3hz8ibwfq784,2025-2026,LaLiga,0.35,0.35,0.65,1,3,3,0.0,0
1nhb64ca6p3nxejefcu4i5n2s,2025-2026,LaLiga,0.35,0.35,0.65,1,3,3,0.0,0
bfdtduknquzhr2br7ahlgvvo4,2025-2026,LaLiga,0.34,0.34,-0.34,0,9,9,0.24,6
bzgh5psb1janz9y3btpswngbu,2025-2026,LaLiga,0.34,0.34,-0.34,0,8,8,2.89,29
d6kzekcwqw0q8fq6wt6rmyusq,2025-2026,LaLiga,0.34,0.34,-0.34,0,8,8,0.75,10
a91clevckra05nq55e1ztezmd,2025-2026,LaLiga,0.34,0.34,-0.34,0,8,8,0.41,11
6nq6p1kfoejfmnzpckquv4tn8,2025-2026,LaLiga,0.34,0.34,0.66,1,2,2,0.11,2
8vmrboswsfyb5bfoq07s6susp,2025-2026,LaLiga,0.32,0.32,-0.32,0,5,5,1.5,16
19z8jmren3eytg7fbuzqv73kl,2025-2026,LaLiga,0.32,0.32,-0.32,0,10,10,2.27,29
b5muwvixv0nq4uylgzxz7302c,2025-2026,LaLiga,0.31,0.31,0.69,1,5,5,0.51,3
dydwiixiims98cx2iihfuf8wl,2025-2026,LaLiga,0.31,0.31,-0.31,0,8,8,0.43,9
5b9awsil5bgqrsc13xsoj35nu,2025-2026,LaLiga,0.31,0.31,-0.31,0,3,3,0.58,2
83n1qv6ypl625aolzjeqifv11,2025-2026,LaLiga,0.31,0.31,-0.31,0,3,3,0.21,5
6m5v97if055boykubm2hq8es,2025-2026,LaLiga,0.31,0.31,0.69,1,2,2,0.07,2
22dchchxwrsty67ultrs61qz9,2025-2026,LaLiga,0.3,0.3,0.7,1,7,7,1.93,24
1wezo3pjdktc0iqaxze3uh2sq,2025-2026,LaLiga,0.3,0.3,-0.3,0,8,8,0.61,7
7atmb373dynu9s9gnl613ox5h,2025-2026,LaLiga,0.3,0.3,-0.3,0,7,7,0.66,13
bw58qgyapbrlir4h629cr5uj9,2025-2026,LaLiga,0.29,0.29,-0.29,0,7,7,1.91,25
9650u1owvf264fwnuzc0zlfro,2025-2026,LaLiga,0.29,0.29,-0.29,0,1,1,0.0,0
8yak0o9o7z5j5ribga3ui2cb9,2025-2026,LaLiga,0.28,0.28,-0.28,0,5,5,3.16,39
48gjuou5eashpj8wbwd18iju1,2025-2026,LaLiga,0.28,0.28,-0.28,0,6,6,0.49,4
kswz5xg9b8d2zzslpfxpn7fu,2025-2026,LaLiga,0.28,0.28,-0.28,0,7,7,0.09,2
4ypoy27moehhbiaf3o1bntht6,2025-2026,LaLiga,0.27,0.27,-0.27,0,8,8,0.97,9
eufpzdp76oumhybvscmu76vo5,2025-2026,LaLiga,0.27,0.27,-0.27,0,6,6,0.68,3
9rr6g0wel9f0noof3d9dwrehg,2025-2026,LaLiga,0.27,0.27,0.73,1,5,5,0.18,2
6km3r9cspyz7g6343o9mri63u,2025-2026,LaLiga,0.27,0.27,-0.27,0,6,6,1.16,10
7oykphzczagr975xsqt70s89h,2025-2026,LaLiga,0.27,0.27,-0.27,0,5,5,1.28,8
