id,temporada,liga,xG,npxG,npG-xG,npxg_goals,shots,np_shots,xA,key_passes
6lfje6glfgycun47flgmc9jvt,2025-2026,Bundesliga,0.96,0.96,0.04,1,14,14,1.79,16
dw8cxbn8i288w0rqiemop6qs4,2025-2026,Bundesliga,0.94,0.94,-0.94,0,19,19,1.17,13
1igjz2w9dr9mj5f4ade5plsve,2025-2026,Bundesliga,0.93,0.93,-0.93,0,16,16,1.41,12
8w9qk5a1mf1ecrm9pfncnafx0,2025-2026,Bundesliga,0.93,0.93,0.07,1,6,6,0.72,10
8cho2d1nz18i5o0zt6aysd68l,2025-2026,Bundesliga,0.92,0.92,0.08,1,20,20,2.35,19
8sms9gmdoqxv60nckpyqxflqt,2025-2026,Bundesliga,0.91,0.91,1.09,2,10,10,4.55,39
8prrhz0d1i4vxkhgro8p42bxl,2025-2026,Bundesliga,0.91,0.91,0.09,1,14,14,1.32,10
4skrm2y64va3y5jk70gz4ylpm,2025-2026,Bundesliga,0.9,0.9,1.1,2,7,7,3.89,29
98glpci54ztzmd3yn1kttlvpx,2025-2026,Bundesliga,0.9,0.9,0.1,1,12,12,3.26,17
d2djen6mte9953h6n4y79by1g,2025-2026,Bundesliga,0.9,0.9,1.1,2,5,5,0.16,3
d2ykrr75737c8bzlwhjj90vkl,2025-2026,Bundesliga,0.89,0.89,0.11,1,11,11,0.83,9
2t9287y4uvo424uhvwjpn1jx0,2025-2026,Bundesliga,0.89,0.89,1.11,2,10,10,0.13,3
dn3llv8xjdbbndltfym5ar561,2025-2026,Bundesliga,0.88,0.88,1.12,2,15,15,0.49,8
5nbk2xeyrs7pxdye1jtqudhpl,2025-2026,Bundesliga,0.87,0.87,0.13,1,11,11,1.08,11
55z0yap5tml66nes2cchg7ahh,2025-2026,Bundesliga,0.85,0.85,0.15,1,8,8,0.34,9
a4p1m3cqm6z2p1bw97s6k46ad,2025-2026,Bundesliga,0.85,0.85,-0.85,0,7,7,1.91,15
5ph2ln91ycq1qlq03cnqqs9re,2025-2026,Bundesliga,0.85,0.85,-0.85,0,9,9,0.78,4
2zny241yb0xio4i7k9a5k76s4,2025-2026,Bundesliga,0.85,0.85,1.15,2,12,12,0.25,5
a6cke0ad2pvuyahweuch772ay,2025-2026,Bundesliga,0.84,0.84,-0.84,0,16,16,0.76,8
cl6720rdjeubt0bc3su0qg3qh,2025-2026,Bundesliga,0.8,0.8,-0.8,0,12,12,10.27,62
6x4ywqmispidw0tznzpjwd1hx,2025-2026,Bundesliga,0.8,0.8,0.2,1,11,11,2.23,21
xeybxsihh2ggg35oz4ws6jv8,2025-2026,Bundesliga,0.8,0.8,-0.8,0,5,5,0.12,2
ojqb7kv87o0cidbckgtg1rdh,2025-2026,Bundesliga,0.79,0.79,-0.79,0,8,8,0.43,9
dchp4ud6043gahy06jrm7q6i2,2025-2026,Bundesliga,0.79,0.79,0.21,1,4,4,0.82,6
7ush9a10cc79gudlog12crt9l,2025-2026,Bundesliga,0.79,0.79,0.21,1,16,16,1.1,11
e4c4tmuny1mrnofany1sbfy8k,2025-2026,Bundesliga,0.79,0.79,-0.79,0,9,9,0.07,1
bntg1x82gm63kbo7ijai64gk,2025-2026,Bundesliga,0.78,0.78,-0.78,0,12,12,2.82,18
5tg6w4wmwtiwvdvsmju5svdhw,2025-2026,Bundesliga,0.78,0.78,0.22,1,9,9,0.31,4
7hugqbtot3c8fmxtfqld9l15g,2025-2026,Bundesliga,0.78,0.78,0.22,1,15,15,0.46,9
15nsr315qb7jhyeik47x9wrxm,2025-2026,Bundesliga,0.77,0.77,-0.77,0,20,20,2.24,22
24vavcwn4hco5je9kdu9ciwgl,2025-2026,Bundesliga,0.77,0.77,-0.77,0,11,11,2.0,26
adcmwodw7raphk57z8m46f97u,2025-2026,Bundesliga,0.77,0.77,0.23,1,5,5,0.11,2
ay89se5rytzay8md0yeadykq2,2025-2026,Bundesliga,0.76,0.76,1.24,2,9,9,3.05,20
3k6znit6fd9mbfcnphlwyvj6d,2025-2026,Bundesliga,0.75,0.75,-0.75,0,8,8,0.98,13
2nqhczrkd45rdu5fcmq1wjo45,2025-2026,Bundesliga,0.74,0.74,1.26,2,17,17,0.31,6
oel537m4mtjwwnyusz6efj6d,2025-2026,Bundesliga,1.52,0.74,-0.74,0,5,4,0.06,1
e4vr28e9cbq3q5nux1jlpuuei,2025-2026,Bundesliga,0.74,0.74,-0.74,0,3,3,0.0,0
6n54br4iwdggqvid7oirzfn8q,2025-2026,Bundesliga,0.73,0.73,-0.73,0,12,12,1.36,10
bf2pf3hs8gcvub4ivlve12ymt,2025-2026,Bundesliga,0.73,0.73,0.27,1,4,4,2.9,14
cxjhkrssym30glew7p7in04k4,2025-2026,Bundesliga,0.73,0.73,0.27,1,2,2,0.04,1
aaoycxwi9jny6flm4apz8a2uh,2025-2026,Bundesliga,0.7,0.7,0.3,1,8,8,0.35,7
16rur8pbshrs9xypsq7mnxzhl,2025-2026,Bundesliga,0.7,0.7,-0.7,0,4,4,0.09,2
8k5c8po5gx3vnxx36viq08xqt,2025-2026,Bundesliga,0.69,0.69,-0.69,0,9,9,1.26,14
6ir1z8c3o7t4kqx04kw24i415,2025-2026,Bundesliga,0.69,0.69,-0.69,0,13,13,0.11,2
2we9yak4ipkr1ljigj20puv6y,2025-2026,Bundesliga,0.68,0.68,0.32,1,7,7,0.79,14
aaaskdins76bd0368sbpt7wq2,2025-2026,Bundesliga,0.68,0.68,0.32,1,8,8,0.66,9
8yiq2pl6mno23dgg2h7p2fcut,2025-2026,Bundesliga,0.68,0.68,1.32,2,12,12,0.87,19
biuovem90utcyzda58nixtaay,2025-2026,Bundesliga,0.67,0.67,0.33,1,8,8,1.09,9
9kxuwgequrilkom3ru6sdxall,2025-2026,Bundesliga,0.65,0.65,0.35,1,4,4,1.24,12
effmy99qczj7w9kb28u5y7mqd,2025-2026,Bundesliga,0.65,0.65,1.35,2,10,10,0.73,9
d3ikbsb9xrytwlf4ls34cvqol,2025-2026,Bundesliga,0.65,0.65,0.35,1,7,7,0.24,6
adi6l78sdvet408eho4fi4xk9,2025-2026,Bundesliga,0.65,0.65,-0.65,0,9,9,0.44,11
5ec2ede9uwbft3wby33mwowyd,2025-2026,Bundesliga,0.64,0.64,1.36,2,8,8,0.78,7
6o2v57d92t1mejod24gmufcut,2025-2026,Bundesliga,0.63,0.63,0.37,1,8,8,0.3,7
8l0am8k4pg2s9g9qbkhwte6dx,2025-2026,Bundesliga,0.63,0.63,0.37,1,7,7,0.5,5
eg09wg0vofjk0hqg04d0m1kwk,2025-2026,Bundesliga,0.63,0.63,-0.63,0,7,7,0.55,12
curznlsytjm07efqlmyp3br2t,2025-2026,Bundesliga,0.62,0.62,0.38,1,16,16,0.84,14
2p1pns6j6id4nx3nbi7fv0wrt,2025-2026,Bundesliga,0.61,0.61,0.39,1,5,5,0.5,4
5q3ft0wiy6lsy937j7nw6msq1,2025-2026,Bundesliga,0.6,0.6,-0.6,0,14,14,2.72,31
bm5w5xsbbflm26pdhmejwgvs9,2025-2026,Bundesliga,0.6,0.6,0.4,1,5,5,0.27,5
87kc5hjp3ry2z624wty5h7g4q,2025-2026,Bundesliga,0.59,0.59,0.41,1,1,1,0.0,0
cyz9jisw86vjjf85xxgbae0yy,2025-2026,Bundesliga,0.58,0.58,0.42,1,7,7,0.17,5
7smbk83rqjkkcqqduw4vyefx0,2025-2026,Bundesliga,0.58,0.58,-0.58,0,7,7,0.55,6
84d0jugdidn3if1iqx4ynuxw4,2025-2026,Bundesliga,0.57,0.57,-0.57,0,14,14,1.61,24
6dg2ztkkig9alktiq5zakbm5l,2025-2026,Bundesliga,0.57,0.57,-0.57,0,10,10,1.41,17
bkbmygo5f1glcs6xssawl26z9,2025-2026,Bundesliga,0.57,0.57,-0.57,0,5,5,0.69,3
9cbp20wyy4ldod06myqbmkqok,2025-2026,Bundesliga,0.57,0.57,0.43,1,7,7,1.0,9
cc3j4hx9guihwjcb3l2toja50,2025-2026,Bundesliga,0.56,0.56,-0.56,0,7,7,0.28,6
2o570lgb5c364c395zp1ccqqy,2025-2026,Bundesliga,0.55,0.55,-0.55,0,5,5,0.22,3
c1s9pmfkytw0du5ril4kv9i0a,2025-2026,Bundesliga,0.54,0.54,-0.54,0,11,11,0.96,8
2p48525x4ap9m81g6ode51cyd,2025-2026,Bundesliga,0.53,0.53,-0.53,0,3,3,0.0,0
5dcemmjwbguvnz7sz0m8uomad,2025-2026,Bundesliga,0.53,0.53,0.47,1,5,5,2.28,25
acxwc7xxrtyssiy390t859kgl,2025-2026,Bundesliga,0.52,0.52,0.48,1,14,14,4.7,32
b5ovydnz8s9gf0nkwofutr7ys,2025-2026,Bundesliga,0.52,0.52,-0.52,0,10,10,0.95,16
al6dgtinz0ki8uj8wrvc7fg2c,2025-2026,Bundesliga,0.51,0.51,-0.51,0,5,5,1.86,18
d2gbcc336c4zatpiif4cvm2fp,2025-2026,Bundesliga,0.51,0.51,-0.51,0,1,1,0.89,9
5asv6uc3a4xxsr9u30kdfc0ve,2025-2026,Bundesliga,0.51,0.51,0.49,1,7,7,0.73,7
42ounta8vuqzh8xy2g6ymgjro,2025-2026,Bundesliga,0.51,0.51,-0.51,0,3,3,0.0,0
55la79k6l8zifz8o9vbp20991,2025-2026,Bundesliga,0.5,0.5,-0.5,0,10,10,0.72,11
4kolmisdpprx0wrahisadl5n9,2025-2026,Bundesliga,0.5,0.5,1.5,2,11,11,0.59,8
582uvj0i3dvm0zwbou9q68pgp,2025-2026,Bundesliga,0.48,0.48,0.52,1,4,4,1.28,10
7wsv4h6o1ps1vxxvs6dnt6az8,2025-2026,Bundesliga,0.48,0.48,-0.48,0,8,8,0.4,3
6qujoqysad60h70f3ac5n9ch6,2025-2026,Bundesliga,1.25,0.47,-0.47,0,12,11,0.85,12
ay6pvdyj5pjgwvjsqdfsrbw4q,2025-2026,Bundesliga,0.47,0.47,-0.47,0,5,5,0.04,1
3e4s03gec7n4fe7llngv6hel0,2025-2026,Bundesliga,0.47,0.47,0.53,1,9,9,0.31,2
6rg37ej1x7pwi7r4aq1107pih,2025-2026,Bundesliga,0.47,0.47,-0.47,0,10,10,1.36,17
5wn1xudozb4s78x0m8ch7vn8q,2025-2026,Bundesliga,0.46,0.46,0.54,1,10,10,1.19,17
1po7tmdv73zfjentt0p20wdlh,2025-2026,Bundesliga,0.46,0.46,-0.46,0,11,11,0.44,9
bxwa90x92eaokwxwylx7389re,2025-2026,Bundesliga,0.45,0.45,0.55,1,4,4,0.06,1
dx47szytc8vttuj4rcn4yzdre,2025-2026,Bundesliga,0.42,0.42,0.58,1,5,5,0.59,12
6d88lw0gtv7ay0hk0p51fwhzo,2025-2026,Bundesliga,0.42,0.42,-0.42,0,4,4,0.23,4
a9jc36ub52lh0jgq2ya56wyui,2025-2026,Bundesliga,0.4,0.4,0.6,1,2,2,0.49,3
dgysidzshgxqm3jegaihwi5wq,2025-2026,Bundesliga,0.39,0.39,-0.39,0,9,9,1.3,19
e1islmeew98wa2ge0dicloay2,2025-2026,Bundesliga,0.38,0.38,-0.38,0,2,2,0.0,0
47bjfjrtjv3uv5lnguc2ycg0k,2025-2026,Bundesliga,0.38,0.38,-0.38,0,4,4,0.54,5
8y0fi184nbaewtg4t9klt0tg4,2025-2026,Bundesliga,0.37,0.37,-0.37,0,3,3,0.0,0
dvic19ojqq6erwene0ijta61g,2025-2026,Bundesliga,0.36,0.36,-0.36,0,3,3,0.07,2
e0ywbn79yd3cd9kfngcgffxg4,2025-2026,Bundesliga,0.36,0.36,0.64,1,9,9,3.53,21
eqtsanns36za56h4pfqhbnh05,2025-2026,Bundesliga,0.35,0.35,-0.35,0,5,5,2.16,14
9taxidttdt94nmvc3mqhqq0ut,2025-2026,Bundesliga,0.35,0.35,-0.35,0,7,7,0.71,7
3e7h2fmxpv8wjyj8tkki1oe1g,2025-2026,Bundesliga,0.35,0.35,0.65,1,3,3,0.09,2
1psr9ra8k9j4r94p1xixagzbp,2025-2026,Bundesliga,0.34,0.34,-0.34,0,8,8,0.12,3
b7ve7k983eaewnupejiow3jdh,2025-2026,Bundesliga,0.34,0.34,-0.34,0,9,9,1.94,20
4foax2b7unlkev1eq6py86lii,2025-2026,Bundesliga,0.32,0.32,-0.32,0,2,2,0.0,0
8bvhibfn0481ckmmutiv1uhre,2025-2026,Bundesliga,0.3,0.3,-0.3,0,5,5,0.17,3
tedxo29s8xx0a71z6sidw7v9,2025-2026,Bundesliga,0.29,0.29,-0.29,0,5,5,0.28,5
70esd7csbds20h5uazwktcbje,2025-2026,Bundesliga,0.29,0.29,-0.29,0,6,6,0.25,5
6u47fsriz3ejlf72hxtsew5bd,2025-2026,Bundesliga,0.29,0.29,-0.29,0,6,6,1.47,13
89s9fm31pcfq7l28kc2kad4kq,2025-2026,Bundesliga,0.28,0.28,-0.28,0,6,6,0.23,4
4r3am2657ubdk372od3oqm1g,2025-2026,Bundesliga,0.28,0.28,-0.28,0,6,6,0.13,2
dnt7ahwfj8endqngxwfll1tjp,2025-2026,Bundesliga,0.27,0.27,-0.27,0,6,6,0.0,0
bwhn9ve3o3jh21a4vuyjmzbbo,2025-2026,Bundesliga,0.26,0.26,-0.26,0,6,6,0.18,4
26nfmfc8p2doisd9p8vtd33dh,2025-2026,Bundesliga,0.26,0.26,-0.26,0,7,7,1.02,8
1g69rnx39ak976l3yjbg2p1jo,2025-2026,Bundesliga,0.26,0.26,-0.26,0,5,5,0.15,3
4xhnmoqgxoheel005ek6ckfs9,2025-2026,Bundesliga,0.25,0.25,-0.25,0,6,6,0.09,1
2n808wa0h841cn8xi78n21v8q,2025-2026,Bundesliga,0.25,0.25,-0.25,0,1,1,0.0,0
c3mpk7pjhma4lwkjl8v5mhox6,2025-2026,Bundesliga,0.24,0.24,-0.24,0,5,5,1.28,10
943lx505f9ple1gtxx9m178q1,2025-2026,Bundesliga,0.23,0.23,-0.23,0,4,4,0.87,6
fs5utga62tud5s06xj27qdat,2025-2026,Bundesliga,0.22,0.22,-0.22,0,5,5,0.22,4
asxjrv3xorpe30y78qqd5cw0k,2025-2026,Bundesliga,0.21,0.21,-0.21,0,4,4,0.67,3
2hrvu72syd3vyic6ylygxbyl1,2025-2026,Bundesliga,0.21,0.21,-0.21,0,5,5,0.26,2
44i5i1fr0mw3mymdbepzkj9ck,2025-2026,Bundesliga,0.2,0.2,0.8,1,4,4,0.92,14
3isbv9egu9vzxnna4ix8gcudx,2025-2026,Bundesliga,0.19,0.19,0.81,1,4,4,0.8,5
rn17zrbsh1g9r1tj4xyvhgr8,2025-2026,Bundesliga,0.18,0.18,-0.18,0,5,5,0.95,5
aw10uq1kb2kgr79s8zbipts5x,2025-2026,Bundesliga,0.18,0.18,0.82,1,4,4,0.26,6
em2wgioc2kw4uqxkhey5cn190,2025-2026,Bundesliga,0.17,0.17,-0.17,0,3,3,0.0,0
7gzdg0j9usc3yq0dd1ad57sgl,2025-2026,Bundesliga,0.16,0.16,-0.16,0,3,3,0.0,0
f46s4bfeipn0k33s0brsu4yl0,2025-2026,Bundesliga,0.16,0.16,0.84,1,4,4,1.4,3
egmcpa7j5clzga5m0zvg2f105,2025-2026,Bundesliga,0.15,0.15,-0.15,0,3,3,0.6,5
ejnh215cji6xou661kiwcc91x,2025-2026,Bundesliga,0.15,0.15,-0.15,0,4,4,0.0,0
dvqog8r05iw9zqr68l4fcnre2,2025-2026,Bundesliga,0.15,0.15,-0.15,0,4,4,1.21,8
6hh1y9t572yqk7d1zegi0hm5m,2025-2026,Bundesliga,0.15,0.15,-0.15,0,3,3,1.16,7
4whvqapvco3c56audz34s6jv8,2025-2026,Bundesliga,0.14,0.14,-0.14,0,3,3,0.27,8
52t6t7cdsr0fjs9ukmwo9y7rp,2025-2026,Bundesliga,0.14,0.14,-0.14,0,5,5,5.1,55
980t379w5cp7umv1eltwlfca1,2025-2026,Bundesliga,0.14,0.14,0.86,1,3,3,0.2,4
34z1r2585ifo6zdcfuu6xumfo,2025-2026,Bundesliga,0.14,0.14,-0.14,0,3,3,0.09,2
dedho18swt010xrsviuryauc4,2025-2026,Bundesliga,0.14,0.14,-0.14,0,4,4,0.42,5
b9xr5ekjfzw6jk25b4vo7s6c4,2025-2026,Bundesliga,0.14,0.14,-0.14,0,3,3,0.05,1
64ubq0xra74xaunooi8knyajt,2025-2026,Bundesliga,0.13,0.13,-0.13,0,3,3,0.09,2
3inva12wuqo70czviv1b0us5w,2025-2026,Bundesliga,0.12,0.12,-0.12,0,2,2,0.22,3
aku4u63qd4l6k1pmp3u8y7x90,2025-2026,Bundesliga,0.11,0.11,-0.11,0,3,3,0.0,0
7lai6ovwsl01gonutejt4mms5,2025-2026,Bundesliga,2.45,0.1,-0.1,0,5,2,0.11,3
bamobogg0wjnxd43nxunt3h4a,2025-2026,Bundesliga,0.1,0.1,-0.1,0,3,3,0.32,7
6s9jrt5xu2i7tqcfhqct64mhh,2025-2026,Bundesliga,0.1,0.1,-0.1,0,1,1,0.0,0
elvudk6nh32u82voy48c3ov10,2025-2026,Bundesliga,0.09,0.09,-0.09,0,2,2,0.79,5
1ghyb2ozmwm2o9bxzuxzw7yfo,2025-2026,Bundesliga,0.09,0.09,-0.09,0,2,2,0.29,3
emvi36y613e4lqlat3wfdih9l,2025-2026,Bundesliga,0.09,0.09,-0.09,0,1,1,0.12,2
f14n6d52p37nkvoo5n3i52x2h,2025-2026,Bundesliga,0.09,0.09,-0.09,0,2,2,0.39,8
2mwe6l0eu1tisri3eu26fx8x6,2025-2026,Bundesliga,0.09,0.09,-0.09,0,2,2,0.52,4
6teffw7m19t1b3auxy22y4m0a,2025-2026,Bundesliga,0.09,0.09,-0.09,0,2,2,0.0,0
clrnb4f1yk8z6fbcwyv9vmkus,2025-2026,Bundesliga,0.09,0.09,-0.09,0,2,2,0.0,0
8b60vtt1stnmt2uoj0f4lh49h,2025-2026,Bundesliga,0.08,0.08,-0.08,0,1,1,0.0,0
3igg6gfmomgh1t5ohwzbpb5cl,2025-2026,Bundesliga,0.08,0.08,-0.08,0,2,2,0.09,2
b3sexumsdp9m96rkp5da0r47o,2025-2026,Bundesliga,0.08,0.08,-0.08,0,1,1,0.04,1
2dxsntw3djezptdjqzu0oxi7e,2025-2026,Bundesliga,0.08,0.08,-0.08,0,2,2,0.05,1
atlhc604ri3rr4w012otutyj8,2025-2026,Bundesliga,0.07,0.07,-0.07,0,2,2,0.49,3
cfg7sawvthk1g1zk06wgyym1g,2025-2026,Bundesliga,0.07,0.07,-0.07,0,1,1,0.0,0
2bsmlmrjtknurmuzuckyr2h3o,2025-2026,Bundesliga,0.07,0.07,-0.07,0,2,2,0.06,1
ay8tikc1j1r2luqovxrmuf9xw,2025-2026,Bundesliga,0.06,0.06,0.94,1,1,1,0.04,1
1675dd1p91lb20f9b3w5v067e,2025-2026,Bundesliga,0.06,0.06,-0.06,0,2,2,0.06,1
22zaq3o78o5feeogqdsvig02y,2025-2026,Bundesliga,0.06,0.06,-0.06,0,2,2,1.5,9
3tpfqju821lze7myekb40kefo,2025-2026,Bundesliga,0.06,0.06,-0.06,0,2,2,0.13,2
4vy3j1o829f561jf4fqum7ob9,2025-2026,Bundesliga,0.06,0.06,-0.06,0,2,2,0.38,3
bno18pni4atsobrxawb31vdd6,2025-2026,Bundesliga,0.06,0.06,-0.06,0,1,1,0.04,1
brr1dv5rqwqmy0rqmvstmgnpw,2025-2026,Bundesliga,0.06,0.06,-0.06,0,1,1,0.0,0
boquhcwmad8a9gcq3jcv1m68k,2025-2026,Bundesliga,0.05,0.05,-0.05,0,1,1,0.1,2
43n323o8koqdvybews4kihel0,2025-2026,Bundesliga,0.05,0.05,-0.05,0,1,1,0.0,0
3krglbuxncb1fvl3p1sezhoq2,2025-2026,Bundesliga,0.05,0.05,-0.05,0,1,1,0.11,3
8nug6t1cmn9pwhnwdf6nyhrrp,2025-2026,Bundesliga,0.05,0.05,-0.05,0,1,1,0.68,4
c1yctqdku2vzho2azsgcy5dcl,2025-2026,Bundesliga,0.05,0.05,-0.05,0,1,1,0.0,0
6vkppmpdrvrujfp035ucpib8q,2025-2026,Bundesliga,0.04,0.04,-0.04,0,1,1,0.0,0
a79ojcztkvgui9sw4zbkmvr3d,2025-2026,Bundesliga,0.04,0.04,-0.04,0,1,1,0.46,6
cakrv1htznb13clvaju68v04q,2025-2026,Bundesliga,0.04,0.04,-0.04,0,1,1,0.56,6
bc32mchq3v7fci4vy04e37yms,2025-2026,Bundesliga,0.04,0.04,-0.04,0,1,1,0.1,1
arwidogdfccsjv8fxa1veezf9,2025-2026,Bundesliga,0.04,0.04,-0.04,0,1,1,0.06,1
3awoq36w443aauvv1xnffjlyh,2025-2026,Bundesliga,0.04,0.04,-0.04,0,1,1,0.0,0
e07b6h22s8ve5yxj4dk3mak2c,2025-2026,Bundesliga,0.03,0.03,-0.03,0,1,1,0.0,0
cjok1odm3twxo7sqye3hua6eh,2025-2026,Bundesliga,0.03,0.03,-0.03,0,1,1,0.0,0
f2f68n13t1nd3cjwair6jrip6,2025-2026,Bundesliga,0.03,0.03,-0.03,0,1,1,0.0,0
4jetfgij9sfzo09ffr558bwno,2025-2026,Bundesliga,0.03,0.03,-0.03,0,1,1,0.0,0
qt1wbjej8amtydluzvfudhxw,2025-2026,Bundesliga,0.03,0.03,-0.03,0,1,1,0.0,0
e91s5lp3fvfaav8w8xi7wdx3p,2025-2026,Bundesliga,0.03,0.03,-0.03,0,1,1,0.05,1
46vqjnait1zb6tiaverz42bdg,2025-2026,Bundesliga,0.02,0.02,-0.02,0,1,1,0.51,3
3ctafpdiixwdyfrx677kp73f8,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.03,1
du9vq193cqx7gmve30eijws15,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.04,1
1ljgis575ujto4361ed15w0r9,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.35,3
d3xdl3p9vd1c0m316oq2pblxx,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.92,6
apdrig6xt1hxub1986s3uh1x,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.12,3
8l1mv5qd9vwade754v3l8epjp,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.11,2
7llxni56g8q0yt33vhp1pt3o5,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.1,2
ns0d3voludn8of98yc2e6ehh,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.15,3
6gjlcd7rzi3p74qwvj7ia6esq,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.58,4
f2ibn3ej2doay3b4u8ezeix62,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.42,2
exhxdmdq49xj4dnguq03qnlgq,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.03,1
cp5t077hogyhom0scrziguyju,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.71,6
cm8po8ez5w9ms01gid6w3kwk5,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.13,3
8sp01319vyxst4lfxjjp91ii1,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.03,1
2kd2kqh0ykd5iuziic6590gve,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.3,1
9rjd95oqotnalxmv56v7p1r6d,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.14,3
axcrcuv22693vn0a887samsph,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.11,2
91n9wzn3qq2789zq8vdmfrd62,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.06,1
d1e8em0pe47h68uq73h8aq1w4,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.04,1
64pzn3jdqo6y2izlpm8n3tvpx,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.05,1
aykbbz6l05b9t5n8uaxp6n2fo,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.06,1
4zfgh6wq7svx418tzwf0gfavp,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.7,3
9r20sl10trs6903jz83hmt6nd,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.35,1
9y3cnx4ymvbndjyu6sk936k4q,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.03,1
ci1nu5z8aiiikco8af0zk1lud,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.26,1
7gni45coa4swn1i66wzpzug9h,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.05,1
920yurg08gqayxwc80q9f8ixh,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.72,2
9t5pmugcj12kr6kju47w4ehw4,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.35,1
aw83l7afhw2lhkg8qm7mbnms4,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.04,1
3wsyacqj7ci0ga9bzb988v7qh,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.03,1
6mxpnfdozs8iqod835jw9jwus,2025-2026,Bundesliga,0.0,0.0,0.0,0,0,0,0.02,1
atzboo800gv7gic2rgvgo0kq1,2025-2026,English Premier League,24.68,21.54,1.46,23,124,120,4.11,22
5m0j33eoa5c8pqlr0tdf7undh,2025-2026,English Premier League,15.44,15.44,-1.44,14,79,79,2.03,19
9jrya38msibxt1c7rx1et4acq,2025-2026,English Premier League,21.21,14.14,-0.14,14,81,72,2.81,21
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,English Premier League,13.34,13.34,1.66,15,71,71,2.63,27
374kcix9j7e1cob4uxmfncwyd,2025-2026,English Premier League,17.12,13.19,-4.19,9,71,66,1.33,19
djgqihf08sxqh0zt2xe2xzv1l,2025-2026,English Premier League,14.17,11.03,-4.03,7,62,58,1.22,12
4ynekiqwgd0l8h7cuyvdl28ve,2025-2026,English Premier League,10.36,10.36,0.64,11,61,61,0.45,9
73xu8dfkmgivh8l71hkqfe6sp,2025-2026,English Premier League,12.54,10.19,0.81,11,54,51,1.96,20
3vx94h32ahujciraspdayj9t6,2025-2026,English Premier League,10.17,10.17,0.83,11,65,65,2.26,17
7tnuxlg9l4rjhc7j3ko36hduy,2025-2026,English Premier League,11.31,9.74,5.26,15,81,79,4.25,40
v78uhwxgzojcec8lsdvucusp,2025-2026,English Premier League,9.44,9.44,-0.44,9,66,66,4.7,49
c0yxqwkxqx1sty7abj1qwh9zp,2025-2026,English Premier League,11.52,9.17,2.83,12,54,51,2.0,18
6z3a27dxffwacyxof0imvcfvu,2025-2026,English Premier League,8.96,8.96,0.04,9,42,42,0.54,10
1h3mduwlaf89ebwtqxuegsodm,2025-2026,English Premier League,9.5,8.72,-1.72,7,51,50,3.22,24
1zxwich342p8fholev7ddkwh6,2025-2026,English Premier League,10.19,8.62,-1.62,7,70,68,6.74,69
1wileoy8mxtd2t1b106uhwzro,2025-2026,English Premier League,8.62,8.62,-0.62,8,37,37,0.81,11
2wl0uylmkzi2ls7v4amgaa1yi,2025-2026,English Premier League,8.58,8.58,-2.58,6,66,66,2.17,31
9psfk94nduz6icnuwty5v9all,2025-2026,English Premier League,8.51,8.51,-1.51,7,85,85,6.1,55
55yy0p6johtu9nxk90zsfctt5,2025-2026,English Premier League,9.16,8.37,3.63,12,75,74,4.52,50
44s112hd02w1i2ucvai9jy7e1,2025-2026,English Premier League,9.57,8.0,-2.0,6,46,44,1.45,16
5ilkkfbsss0bxd6ttdlqg0uz9,2025-2026,English Premier League,8.44,7.66,-1.66,6,64,63,5.95,51
5wa8lzp50ccfhxg3j4f65gt79,2025-2026,English Premier League,10.72,7.58,-2.58,5,71,67,1.64,24
