id,temporada,liga,PSxG,PSxG+/-,psxg_goals_faced,shots_on_target_faced,soft_goals_conceded
76r2yw3wtql61qh5l0yumdn85,2023-2024,LaLiga,1.99,-0.01,2,9,0
cvcyevmxcd2ly0yoxi0djquol,2023-2024,LaLiga,1.77,-0.23,2,4,0
2692wwt1guis8gm2ajkkj2jje,2023-2024,LaLiga,1.73,-0.27,2,2,0
b2xlrg9xvucrut2fhmvsgjuqy,2023-2024,LaLiga,1.71,-0.29,2,3,0
1j75xt37w8q04ixbyjwhtfh05,2023-2024,LaLiga,1.56,-0.44,2,3,0
c9cp6fxbxyc2a3kfotkompxx,2023-2024,LaLiga,1.28,-0.72,2,3,0
e1izszvhlcdpmnjzzd73cnidx,2023-2024,LaLiga,1.25,0.25,1,6,0
9xhbpn45z9wvjidbmparzkdm1,2023-2024,LaLiga,0.81,-0.19,1,1,0
4sz26vstr6b7b110eri7f42jt,2023-2024,LaLiga,0.55,0.55,0,4,0
bqrz2xmu25taby17bl7cycjqh,2023-2024,LaLiga,0.53,-0.47,1,3,0
8iiowapklgy791tcwowpqddqt,2023-2024,LaLiga,0.3,0.3,0,1,0
6790uxmc1zs4emxtqf7vl6imt,2023-2024,Ligue 1,65.13,0.13,65,208,5
c6u4h9wy88ymj6whiz93jknv9,2023-2024,Ligue 1,57.62,4.62,53,188,6
53tqqwl5dpxn0v5zluabsmms5,2023-2024,Ligue 1,56.29,-0.71,57,185,7
7wpg2om9a0dgwlmir4zh4lhp1,2023-2024,Ligue 1,48.12,7.12,41,153,5
13nrptzjshlqnkuf92vumefx0,2023-2024,Ligue 1,46.06,0.06,46,139,7
d3mss0i879krqrk1owzmj2c45,2023-2024,Ligue 1,45.79,-2.21,48,155,5
25cggz2egeqce47yijxadsslx,2023-2024,Ligue 1,44.28,10.28,34,136,3
f0e5posm9z0oma2t3u9k1qy95,2023-2024,Ligue 1,44.02,1.02,43,118,3
89sv092huj2obzdazmft854a1,2023-2024,Ligue 1,42.45,-3.55,46,137,5
cym4wbw14zw1jh4jsp3sbyk0l,2023-2024,Ligue 1,40.88,-2.12,43,147,6
6wfwy94p5bm0zv3aku0urfq39,2023-2024,Ligue 1,38.23,4.23,34,137,4
7h2icfuwy00ilm14dw5xyl5g5,2023-2024,Ligue 1,37.32,3.32,34,129,2
8h5jl1u3p8sr2pwdmyxl14416,2023-2024,Ligue 1,36.19,6.19,30,123,6
4cetkl0w2uq40ccti5ka6a4t1,2023-2024,Ligue 1,35.99,15.99,20,116,2
26atxu4fr8f87oi8mt6z70mhh,2023-2024,Ligue 1,35.27,-2.73,38,124,3
8pgocmr00qw7b9919c8zh4bmx,2023-2024,Ligue 1,30.87,2.87,28,105,1
a1q3mystvi6gkv7tjrn75kw6h,2023-2024,Ligue 1,30.6,-0.4,31,97,4
2vgr8c97x4b2e51tyvvixusid,2023-2024,Ligue 1,21.13,-0.87,22,62,2
715vryzmby6vggjpdm9pgu3qi,2023-2024,Ligue 1,19.66,-5.34,25,63,3
d5ecnjd6h89iepxrvrlfn97ft,2023-2024,Ligue 1,14.4,5.4,9,54,1
ctygavkrblcxra880nwej0bf9,2023-2024,Ligue 1,13.9,2.9,11,37,1
7t9ixlae5t9v8moc6brwcec4p,2023-2024,Ligue 1,11.26,0.26,11,34,1
emz4y0v1b17lbupes1qzjhlhw,2023-2024,Ligue 1,8.3,2.3,6,24,0
4ffmlhvbjvfjjnhr0byktvt62,2023-2024,Ligue 1,5.38,-1.62,7,19,2
7to9ns7mkuji0ciwh1ufkq3md,2023-2024,Ligue 1,4.62,-1.38,6,14,1
9sme7jykdv8msgfu0nxx6h39x,2023-2024,Ligue 1,4.51,-1.49,6,12,0
3msg5zxzgtntyunmdtb3s0lhx,2023-2024,Ligue 1,2.59,0.59,2,5,0
6oi4a3g56xe76g0gg38knmzmd,2023-2024,Ligue 1,2.22,0.22,2,5,0
4dbs7cgevy096gouv60eurh05,2023-2024,Ligue 1,1.51,-0.49,2,6,0
7nlpu8ocv423vqaooks0hifze,2023-2024,Ligue 1,1.24,0.24,1,3,1
3ngai7brgwxmnx3c7dmmed5ud,2023-2024,Ligue 1,0.96,-1.04,2,2,0
2h7a11gp7bb34j8oa4tv3aaxh,2023-2024,Ligue 1,0.63,-0.37,1,1,0
btm657ozudwbxx16twjs0vp49,2023-2024,Ligue 1,0.23,0.23,0,4,0
8lv60zbly3xz43g9hm2s7oqcq,2023-2024,Primeira Liga,56.9,-4.1,61,172,6
825clxaey53bu0od649tj7v8p,2023-2024,Primeira Liga,55.1,10.1,45,181,1
d7iib2848djm2tqh27jlhnbvt,2023-2024,Primeira Liga,48.55,-4.45,53,141,5
6ddxujeb3873j5evwiz8n4wt0,2023-2024,Primeira Liga,45.82,8.82,37,145,4
25n2vrjnz5qsm5pigyn3ps8vd,2023-2024,Primeira Liga,45.77,0.77,45,142,4
664x98r3mbynnh19u1cx984q,2023-2024,Primeira Liga,44.79,0.79,44,143,3
9uc54rlxmahbfppv97zi81yhh,2023-2024,Primeira Liga,44.08,-14.92,59,137,10
5nlzolv5bg03eiopba58rs251,2023-2024,Primeira Liga,43.37,-4.63,48,127,5
4k2wic25asdlmuqr17e3s6nkl,2023-2024,Primeira Liga,41.11,-3.89,45,145,9
eues6hcaokjqv07zjue6abs2d,2023-2024,Primeira Liga,38.5,-3.5,42,119,4
cpf5wp34pu80qzvcwakjhh905,2023-2024,Primeira Liga,37.2,1.2,36,95,3
ckog922pr9vqy2ry4m7o5ag2d,2023-2024,Primeira Liga,34.85,5.85,29,118,2
3948j6ya5agm0g8xbw0ob7v85,2023-2024,Primeira Liga,34.69,1.69,33,119,5
4nl5hapemrmmuh1r8afne8b85,2023-2024,Primeira Liga,32.82,5.82,27,106,2
2accix9saahg900cja5e9iw9h,2023-2024,Primeira Liga,32.64,2.64,30,99,1
3i53phcjc5vwe7i0m9pqjo3fu,2023-2024,Primeira Liga,28.7,6.7,22,98,1
1lja4p58klyunssccl9oo0uz9,2023-2024,Primeira Liga,25.91,-5.09,31,79,4
d79vlrccz170hzdh35nhsf1ed,2023-2024,Primeira Liga,25.4,1.4,24,78,2
1ocxh5s9uo0s8ag79j7iv6acp,2023-2024,Primeira Liga,19.07,-8.93,28,61,4
342kh2ue733edf9q7s0a2edat,2023-2024,Primeira Liga,15.88,-6.12,22,55,5
5881z0950eh6003uukdwkuql0,2023-2024,Primeira Liga,11.41,-0.59,12,31,1
chwv6iayowufvu6hb1fg6ydwp,2023-2024,Primeira Liga,11.22,-4.78,16,35,0
8pd7rkac98cx4xgnz2u12c3x1,2023-2024,Primeira Liga,8.65,1.65,7,27,0
al4hlh2zl0fcdk54iqjxxpjx0,2023-2024,Primeira Liga,8.12,1.12,7,19,0
cuc7gtr9q0465wxmzgq834ag9,2023-2024,Primeira Liga,7.46,0.46,7,23,1
555qylncusktt21toxath49h,2023-2024,Primeira Liga,6.86,1.86,5,24,0
2485mivi2vcv9r4tnjwi1nutx,2023-2024,Primeira Liga,3.94,-1.06,5,11,0
5qeoxuy2ymw09u7nrjmdzd8t1,2023-2024,Primeira Liga,3.6,0.6,3,10,0
ag5ozuf1o3ixkdrdb39g9dasp,2023-2024,Primeira Liga,3.6,-1.4,5,14,0
7jtc6yk5xu4cm1an97wrgozbp,2023-2024,Primeira Liga,3.12,0.12,3,4,0
avugx69mdi4p8c25p9fetmq22,2023-2024,Primeira Liga,3.1,0.1,3,8,1
12uvfzb3xe7bk4h6xl6c8cet,2023-2024,Primeira Liga,2.97,-1.03,4,7,1
chfqy504a1mnfs67pbdbk0jfu,2023-2024,Primeira Liga,2.83,-0.17,3,11,1
eubzxwokg6nzftjd3myxsyfv9,2023-2024,Primeira Liga,2.35,1.35,1,9,0
8n7jdvcoejjp8ygvz4gvfy9rd,2023-2024,Primeira Liga,2.2,-3.8,6,11,1
5mkvjxxs4ij4ppkmzqblqkh9m,2023-2024,Primeira Liga,1.5,0.5,1,9,0
9hqhder3adhjjovepuv4yst79,2023-2024,Primeira Liga,1.26,-0.74,2,4,0
xbk4zraauvq1cj1w5yz08kb9,2023-2024,Primeira Liga,0.91,-0.09,1,3,0
3mp7wghcalu9g3wxbqb9eqga,2023-2024,Primeira Liga,0.08,0.08,0,1,0
4mp7ydk6ngfxzjrwpbh8whkkq,2023-2024,Primeira Liga,0.02,0.02,0,1,0
3nfxhugbxid6o0r92txslivh1,2023-2024,Serie A,55.59,2.59,53,173,6
1r5gn4osgwz2b2b4sefncbhed,2023-2024,Serie A,53.48,-11.52,65,159,7
5jfy7133kfbmyl8ur6ze9y2ju,2023-2024,Serie A,50.53,-6.47,57,152,11
b3hr4q25jvqr7565z5ydqylt5,2023-2024,Serie A,47.91,12.91,35,159,3
17iqlyu99zttyubi6ya6yu9cl,2023-2024,Serie A,46.73,-6.27,53,129,2
c7fky0h6gi7wmibnv2tzf6mz9,2023-2024,Serie A,46.17,-1.83,48,153,2
2udciji4n7tr07ft7twe2r9w5,2023-2024,Serie A,43.3,8.3,35,126,3
3yqxkw0tqpoucur51ieh9xdrd,2023-2024,Serie A,40.05,-1.95,42,130,5
2luxnwcabb7msig7odfq5p5g5,2023-2024,Serie A,39.97,-3.03,43,115,8
af58rhtg8ck7c8g7nwfs67d91,2023-2024,Serie A,39.17,-0.83,40,104,4
5syage212151fcixahbq3k8ut,2023-2024,Serie A,35.46,4.46,31,134,3
8n4rruxbnzvjgdomxslnmcno5,2023-2024,Serie A,35.35,2.35,33,119,4
3fpnfgoy4lbpapv2th6g60cet,2023-2024,Serie A,31.46,-2.54,34,120,7
eu9b86opw6n66vftu1r5alfqh,2023-2024,Serie A,30.62,0.62,30,107,3
ab420lzne042a3e3b2lfmy5ii,2023-2024,Serie A,29.94,2.94,27,106,3
4hrmzpx1nt5ze55fpby71mcb9,2023-2024,Serie A,28.87,0.87,28,106,5
6ofu6yc2qwp5ii9cerdq1tk9h,2023-2024,Serie A,28.57,0.57,28,108,6
bagn0ce4xunsiz3mezrtqx1p1,2023-2024,Serie A,25.71,6.71,19,98,4
70ps22rygrlq3msxgwmesowyx,2023-2024,Serie A,24.63,0.63,24,89,2
93237ztqyi3r4hu3rmgzrgudx,2023-2024,Serie A,24.34,-3.66,28,68,2
7gu0t0g8nej405k918fwsf8id,2023-2024,Serie A,23.63,-1.37,25,74,0
2t05pfvho7i9w9w01zcz3gz4l,2023-2024,Serie A,22.61,-5.39,28,66,2
42p4op3tm9umpwxyxde5xjefp,2023-2024,Serie A,21.32,-2.68,24,74,5
el58uxf7oaqu95yx1vbgmr7it,2023-2024,Serie A,20.85,2.85,18,77,2
ahrgnlsku8ghrj2qc0s6p1rhm,2023-2024,Serie A,13.54,-2.46,16,32,2
4y9swvi27eh7vyn48vbrdp9ed,2023-2024,Serie A,10.98,-0.02,11,27,0
7drgir9lcwfst8vxz07jboe6t,2023-2024,Serie A,10.61,-0.39,11,34,1
3ww5879aay1xf2a20nl9ihwid,2023-2024,Serie A,9.5,-0.5,10,33,2
68jk3onf54kl1mdfz8zuicvkl,2023-2024,Serie A,8.28,0.28,8,26,0
u60zu48a4zqnupyxp2d0mqqd,2023-2024,Serie A,7.9,-0.1,8,24,0
1jv2z06bjokvswjhuo1xsxdgq,2023-2024,Serie A,7.4,1.4,6,29,0
f8kcf2l4h2qzdww1vof5x9t5,2023-2024,Serie A,6.56,-3.44,10,28,2
6jwy293owzzhldv4i9wxntjv9,2023-2024,Serie A,4.86,-1.14,6,14,1
1sjt0nj0232gu88x50c3d16nd,2023-2024,Serie A,4.75,-4.25,9,19,3
9m6yva52cmdq7uu31qrwdrund,2023-2024,Serie A,4.63,1.63,3,18,2
7p19t0mn8cq7xum09nv2u2lt5,2023-2024,Serie A,3.72,-1.28,5,9,1
e2dn4s6p2f6xnbaje17wd3jyt,2023-2024,Serie A,3.32,0.32,3,11,0
c2ezyc2fftje7rcm5ybbuytp1,2023-2024,Serie A,3.32,1.32,2,10,0
68cu39v9m8pykapkh2b97ltqt,2023-2024,Serie A,3.02,0.02,3,8,1
9dc7uictce9dq0tbphn74qz85,2023-2024,Serie A,2.56,0.56,2,9,0
4jh6mywmhugi4ltyhq5vd5ij8,2023-2024,Serie A,1.29,-0.71,2,3,0
9jx56wcoj1htd69i749wfwkx5,2023-2024,Serie A,0.99,-1.01,2,5,0
6cowiesazkskzzljywnix5ous,2023-2024,Serie A,0.98,-0.02,1,2,0
3o573dblmfc1o3wkkt2nva8k5,2023-2024,Serie A,0.97,-0.03,1,5,0
cdwgheilpjr6u2mzv91ku8afp,2023-2024,Serie A,0.84,-0.16,1,1,0
9sdrd6flk2jene11v193nm1n9,2023-2024,Serie A,0.83,0.83,0,1,0
1e95np0v66lmp2qysqq8f33rp,2023-2024,Serie A,0.7,0.7,0,4,0
8rlf5vjyddkcid5ysa3yo7hlh,2023-2024,Serie A,0.67,0.67,0,3,0
x8runqzjfkym8r7kdy3a8t0,2023-2024,Serie A,0.03,0.03,0,1,0
clmq1s26z0i3lqr1jqnd5wzit,2022-2023,Bundesliga,70.65,1.65,69,200,11
1sjt0nj0232gu88x50c3d16nd,2022-2023,Bundesliga,57.06,-10.94,68,163,12
cm8po8ez5w9ms01gid6w3kwk5,2022-2023,Bundesliga,52.17,-3.83,56,161,6
expxslws50h0iw0logr02gs7p,2022-2023,Bundesliga,50.94,-8.06,59,170,9
bfpax581lm91ebz4xgz40a191,2022-2023,Bundesliga,45.75,0.75,45,147,7
920yurg08gqayxwc80q9f8ixh,2022-2023,Bundesliga,45.63,1.63,44,150,7
dvo2f7d0yosn404wsrsgeprdh,2022-2023,Bundesliga,44.2,-13.8,58,138,8
cg6h7oq0b5zpx1g4brhzyk1xx,2022-2023,Bundesliga,43.74,-1.26,45,142,4
7obuhegyo1qcoikt23egcsr85,2022-2023,Bundesliga,43.26,-6.74,50,130,9
4zfgh6wq7svx418tzwf0gfavp,2022-2023,Bundesliga,41.08,-9.92,51,129,5
bagn0ce4xunsiz3mezrtqx1p1,2022-2023,Bundesliga,38.88,0.88,38,115,4
61xxo4zsk6hby0swa756l3wlx,2022-2023,Bundesliga,38.74,-2.26,41,136,9
8l1mv5qd9vwade754v3l8epjp,2022-2023,Bundesliga,35.1,8.1,27,119,3
9rjd95oqotnalxmv56v7p1r6d,2022-2023,Bundesliga,34.6,3.6,31,119,4
ci1nu5z8aiiikco8af0zk1lud,2022-2023,Bundesliga,33.96,-5.04,39,109,11
5bzowvtg5vhntcx1w3roriehh,2022-2023,Bundesliga,27.36,-6.64,34,87,5
axcrcuv22693vn0a887samsph,2022-2023,Bundesliga,26.93,-2.07,29,74,4
840353qq4b6ufh0hhm9o0n45x,2022-2023,Bundesliga,23.25,3.25,20,65,1
62gct49oglcdzxafhrfucrb2t,2022-2023,Bundesliga,20.85,-1.15,22,59,3
3z6ekzop4y7cjuatzz9ua74k5,2022-2023,Bundesliga,18.37,0.37,18,56,1
64pzn3jdqo6y2izlpm8n3tvpx,2022-2023,Bundesliga,15.56,4.56,11,44,1
d2gbcc336c4zatpiif4cvm2fp,2022-2023,Bundesliga,14.89,-1.11,16,44,2
8dq80nkl6nbdejj2ti0mb2w6i,2022-2023,Bundesliga,13.19,2.19,11,31,0
8td0ccul6gf7r5benk1pxqrx1,2022-2023,Bundesliga,12.05,0.05,12,55,3
3tb27261f8mpzpq3prpv8ng0l,2022-2023,Bundesliga,11.44,2.44,9,26,0
slsd8022q9s3uugsafaqt2ol,2022-2023,Bundesliga,10.56,-1.44,12,33,1
7446u69ki15qcyq2jtszacm3t,2022-2023,Bundesliga,9.36,-1.64,11,25,2
2jrntrq2x714pviioh3jnkted,2022-2023,Bundesliga,8.2,-3.8,12,32,3
7llxni56g8q0yt33vhp1pt3o5,2022-2023,Bundesliga,3.02,0.02,3,14,1
88unrmh29io1zmqzxwjzuqtm2,2022-2023,Bundesliga,2.79,1.79,1,7,0
br2uswvdgoj7ndkx7mnbwgyd,2022-2023,Bundesliga,2.47,0.47,2,8,1
cfc7fqq748bz3nklfam2a2fp,2022-2023,Bundesliga,1.75,0.75,1,5,0
f2ibn3ej2doay3b4u8ezeix62,2022-2023,Bundesliga,1.39,0.39,1,5,0
9z1hb45wjhq63ebn88b079k2d,2022-2023,Bundesliga,1.31,-0.69,2,4,0
2f79rc4i712sxstahjkq6pxp1,2022-2023,English Premier League,63.59,14.59,49,192,3
e8dina16u5kt5ho4u5igtmimt,2022-2023,English Premier League,59.5,2.5,57,181,6
8szyip8c62bier901hmpqc7vt,2022-2023,English Premier League,55.84,-10.16,66,158,12
71rob1lsnmdviy1siakkzpqdx,2022-2023,English Premier League,53.74,-0.26,54,161,4
4iijb6llnz28unsz4rirr3umt,2022-2023,English Premier League,51.21,8.21,43,197,3
53d0pvr7ylvfhp6p749iniqc5,2022-2023,English Premier League,50.19,9.19,41,147,3
eagrmpe9ft8daly57l1ja8lhx,2022-2023,English Premier League,46.01,-0.99,47,154,4
1um5sa7iogc29aadvkabadyad,2022-2023,English Premier League,42.44,4.44,38,138,1
e00004wkpfc8jawioejmpu1n9,2022-2023,English Premier League,41.81,-0.19,42,142,2
6yovfcug6e9hykfauqy0fq67d,2022-2023,English Premier League,40.69,-1.31,42,136,7
8jw1c54yfsk2m13uyl5yi5hm2,2022-2023,English Premier League,38.6,-13.4,52,120,7
3zl1q2gk6tdmzirsyfgm38no5,2022-2023,English Premier League,37.18,3.18,34,132,3
6j3wbk9xlq4om4m8ih6b3tyvp,2022-2023,English Premier League,37.06,7.06,30,120,3
8k88isvd2hwr5e4gn9oxzr2t,2022-2023,English Premier League,35.11,3.11,32,116,2
5h2biadv4hd2ntcd7zo2c8639,2022-2023,English Premier League,34.67,-7.33,42,119,9
9s9i1a7hdq5bud8ma2dqi295h,2022-2023,English Premier League,33.18,2.18,31,123,5
ombvyo6p3p5khkn91vubvpat,2022-2023,English Premier League,32.93,-5.07,38,117,5
9sme7jykdv8msgfu0nxx6h39x,2022-2023,English Premier League,30.05,-1.95,32,83,2
5z8ycnd0smdkumi5fgtzf7c9h,2022-2023,English Premier League,27.94,-3.06,31,85,2
23637o19ff0sw18pqv8g96ndh,2022-2023,English Premier League,27.36,-3.64,31,77,4
12l99v9rpet6ug6n121tg6ay1,2022-2023,English Premier League,26.27,-3.73,30,66,3
d9yxninyn4bac8f0ufxsnlqll,2022-2023,English Premier League,25.13,-1.87,27,74,1
8wz5pdydepr5kzcichz17pv4l,2022-2023,English Premier League,21.06,-2.94,24,55,1
31xsuz1icsj7zt1462swjpk2d,2022-2023,English Premier League,19.17,-0.83,20,57,2
bm9qgspytvdwy514kk6ytztg5,2022-2023,English Premier League,17.31,-3.69,21,59,4
22s7hpp9k5ihtc2pwiaytdp05,2022-2023,English Premier League,14.54,0.54,14,39,1
ax5fuknlz3zc3fcesya61iod1,2022-2023,English Premier League,10.66,-0.34,11,27,0
5frs9u0spep2j3gszu06awo9h,2022-2023,English Premier League,10.53,1.53,9,34,1
d3p7p18i2ybzlwz5p5gjdd239,2022-2023,English Premier League,10.5,-5.5,16,30,3
9eaevg9okpy4gcm6yofg7vbv9,2022-2023,English Premier League,7.32,0.32,7,16,0
4myy5br8yj5678xlji3up1ryt,2022-2023,English Premier League,6.19,-1.81,8,19,1
5d6d4oc2rpau0mbbbt2dmtzv9,2022-2023,English Premier League,5.14,4.14,1,15,0
8bhdwi4p824s82bbzkh2vy6t,2022-2023,English Premier League,3.66,-1.34,5,14,2
5pbnl8ssfcrxf9lfg1pl3vxzp,2022-2023,English Premier League,3.56,0.56,3,13,0
dpw4s6nbkfcrjlqxxgf9j5yhh,2022-2023,English Premier League,2.7,-1.3,4,10,0
c6pfpm73pimu0fdt32g86xyei,2022-2023,English Premier League,2.27,-2.73,5,10,1
46jsa691lantlbcfqm1rtnlcl,2022-2023,English Premier League,1.94,-0.06,2,4,0
7w4l5mrrrg66wvdd8ndb5zb9x,2022-2023,English Premier League,0.85,0.85,0,4,0
5tlxrhab4kdeud8d2r9z9hk2d,2022-2023,English Premier League,0.53,0.53,0,4,0
36bg0k385i4wwarffp6ak1syd,2022-2023,LaLiga,68.77,7.77,61,200,4
c3secspt4xvu1q4g6aonn7zyt,2022-2023,LaLiga,60.93,0.93,60,193,8
el98wqtf7w1ap9ei2bxqwtx3p,2022-2023,LaLiga,49.48,1.48,48,179,11
vota9gwygxp3wc998tl7ldxx,2022-2023,LaLiga,46.65,3.65,43,166,6
20o2dr1mdk18xhxmkujzgak89,2022-2023,LaLiga,45.95,2.95,43,148,4
5dfvefxvwj8kixbajluw25mtx,2022-2023,LaLiga,45.26,0.26,45,139,5
74gwlzg12wr9pkwmdh9xpa505,2022-2023,LaLiga,45.02,4.02,41,145,5
eavhyxb9dfjh0jp5yzg8p8udx,2022-2023,LaLiga,42.43,5.43,37,125,4
6ekdnbnk56xlxforb5owt3dn9,2022-2023,LaLiga,40.48,0.48,40,133,3
c9cp6fxbxyc2a3kfotkompxx,2022-2023,LaLiga,37.1,-1.9,39,106,3
s96k2x2cts0vo6y6aaeui5zp,2022-2023,LaLiga,33.8,2.8,31,104,4
w503zyr8ipyobglth281uklx,2022-2023,LaLiga,33.22,0.22,33,133,5
4vlurpsi44g09g159t61u83bp,2022-2023,LaLiga,32.68,-1.32,34,104,5
6crmq7vzqts58wg196q48sc7p,2022-2023,LaLiga,31.45,2.45,29,118,3
bglk6tokkpgjltpzljp1p345x,2022-2023,LaLiga,30.11,-4.89,35,93,4
76r2yw3wtql61qh5l0yumdn85,2022-2023,LaLiga,28.63,2.63,26,87,2
2e55g4q93y382cg7h0yk5rtud,2022-2023,LaLiga,23.84,8.84,15,98,0
c1b9p5bk8hfyw0bi6thva0lw5,2022-2023,LaLiga,22.08,-5.92,28,72,4
59ndqnsvggsoek170rdqyd1w5,2022-2023,LaLiga,21.99,-2.01,24,62,0
2yt9oajv9dkbju8tgy1g2nmqd,2022-2023,LaLiga,21.74,1.74,20,79,4
amjegysk3et638l4od103c7o5,2022-2023,LaLiga,21.12,-0.88,22,71,3
15no5m0njma23gf0ygu9agt05,2022-2023,LaLiga,20.9,2.9,18,77,5
5vyiq10fusxvrx4tajz9lmg9h,2022-2023,LaLiga,18.72,-2.28,21,51,3
agd2nhvdhp18dg1weape5olpl,2022-2023,LaLiga,18.03,1.03,17,50,0
4wbwcfbeokv5j4nuudbxgaw2d,2022-2023,LaLiga,17.37,-0.63,18,43,1
cfhk5255hz4wbs2zsrq219a6t,2022-2023,LaLiga,15.52,3.52,12,48,0
bahph7009sc73jl6s2bramn6d,2022-2023,LaLiga,13.63,1.63,12,55,2
1lgrnaje6y7un5dzzll84p91,2022-2023,LaLiga,12.54,2.54,10,56,0
6wfwy94p5bm0zv3aku0urfq39,2022-2023,LaLiga,11.91,-2.09,14,41,0
1vn3xi2x6vtjor1bt1ob1vk5x,2022-2023,LaLiga,11.7,2.7,9,42,2
cfm1cx3wneiqljgyv0tthp0ph,2022-2023,LaLiga,6.23,1.23,5,23,1
1tctbwsidibct7wphjgv8mdm2,2022-2023,LaLiga,5.36,-0.64,6,19,1
38bp85766w04a0nuulq5fiig9,2022-2023,LaLiga,4.79,-1.21,6,18,1
c0pl96o1zkrgvukte9zefl591,2022-2023,LaLiga,2.63,-1.37,4,8,0
4sz26vstr6b7b110eri7f42jt,2022-2023,LaLiga,2.03,-0.97,3,8,0
5f8kjgsaabn2li5r7bvpebbsa,2022-2023,LaLiga,1.84,-1.16,3,4,0
9xwog4v0ij8m1vs7doi52li39,2022-2023,LaLiga,1.71,-2.29,4,5,0
eiqcjlj9kmitoj8g50vaglawa,2022-2023,LaLiga,1.57,-1.43,3,6,2
4mxx1oxkiexm0ha34utcmb17t,2022-2023,LaLiga,1.2,-0.8,2,4,0
cvcyevmxcd2ly0yoxi0djquol,2022-2023,LaLiga,0.92,-1.08,2,5,1
d0di86falsvqnl1c4ev98my5m,2022-2023,LaLiga,0.74,-0.26,1,1,0
d8om2m3knmfqt17u5emlapi50,2022-2023,LaLiga,0.13,0.13,0,3,0
5qh2kdatvb03o8oiqvkaaxje2,2022-2023,LaLiga,0.1,0.1,0,4,0
8xdrtww8r5jbxuxtall0wh591,2022-2023,Ligue 1,59.94,-3.06,63,177,6
2vgr8c97x4b2e51tyvvixusid,2022-2023,Ligue 1,59.07,0.07,59,174,6
3yk6n0wr6nc0dlm51gwvwi4t1,2022-2023,Ligue 1,57.37,3.37,54,179,10
7h2icfuwy00ilm14dw5xyl5g5,2022-2023,Ligue 1,54.96,2.96,52,176,7
c6u4h9wy88ymj6whiz93jknv9,2022-2023,Ligue 1,54.04,7.04,47,161,7
f0e5posm9z0oma2t3u9k1qy95,2022-2023,Ligue 1,53.88,3.88,50,179,3
cgqunmh8aw465fna15rdve8d1,2022-2023,Ligue 1,53.39,-5.61,59,143,4
d3xdl3p9vd1c0m316oq2pblxx,2022-2023,Ligue 1,50.58,-4.42,55,195,12
3xpo0nc3hysdi41gupi7adot1,2022-2023,Ligue 1,47.68,-11.32,59,133,8
4cetkl0w2uq40ccti5ka6a4t1,2022-2023,Ligue 1,43.89,4.89,39,160,4
d3mss0i879krqrk1owzmj2c45,2022-2023,Ligue 1,42.49,4.49,38,135,4
89sv092huj2obzdazmft854a1,2022-2023,Ligue 1,36.41,6.41,30,137,3
8govqd0xf8ijst50tgypaep5h,2022-2023,Ligue 1,36.39,1.39,35,141,7
26atxu4fr8f87oi8mt6z70mhh,2022-2023,Ligue 1,35.75,2.75,33,123,4
25cggz2egeqce47yijxadsslx,2022-2023,Ligue 1,34.91,7.91,27,125,8
cym4wbw14zw1jh4jsp3sbyk0l,2022-2023,Ligue 1,34.12,4.12,30,110,6
2t05pfvho7i9w9w01zcz3gz4l,2022-2023,Ligue 1,33.5,-7.5,41,96,6
6wfwy94p5bm0zv3aku0urfq39,2022-2023,Ligue 1,32.55,10.55,22,96,2
8h5jl1u3p8sr2pwdmyxl14416,2022-2023,Ligue 1,30.52,2.52,28,105,2
6790uxmc1zs4emxtqf7vl6imt,2022-2023,Ligue 1,28.62,0.62,28,98,3
3z6ekzop4y7cjuatzz9ua74k5,2022-2023,Ligue 1,25.0,1.0,24,73,3
6oi4a3g56xe76g0gg38knmzmd,2022-2023,Ligue 1,24.64,0.64,24,84,2
6wplm29z7qxxmujyc2ml19gix,2022-2023,Ligue 1,21.24,2.24,19,74,4
1bs4vwqye00mn2oaxrvfkkt7t,2022-2023,Ligue 1,18.0,2.0,16,51,1
821ma6ofy7t9wtdvu1w6uni09,2022-2023,Ligue 1,17.98,-0.02,18,54,2
4ilnnpfgjfz35lni9ppzd93v9,2022-2023,Ligue 1,11.14,-1.86,13,29,3
8wz2w0267i1845k87hxsgandh,2022-2023,Ligue 1,9.43,-3.57,13,24,3
a065rtv2lfh0rso33dfuah4ut,2022-2023,Ligue 1,9.38,-1.62,11,25,0
2ols4tslj83nkbztgkx9s92hh,2022-2023,Ligue 1,8.11,-4.89,13,17,2
7to9ns7mkuji0ciwh1ufkq3md,2022-2023,Ligue 1,7.08,1.08,6,20,1
3o70kdbjt6w1aw7rkq3a4fecq,2022-2023,Ligue 1,6.31,-1.69,8,16,1
4dbs7cgevy096gouv60eurh05,2022-2023,Ligue 1,4.03,0.03,4,19,0
8pgocmr00qw7b9919c8zh4bmx,2022-2023,Ligue 1,3.5,1.5,2,6,0
cglp4k40r1t672m7j0eb5ktsl,2022-2023,Ligue 1,1.96,-0.04,2,11,0
6ds6v3u0jyno9kzjkve3dp8mh,2022-2023,Ligue 1,1.73,-1.27,3,8,1
ctygavkrblcxra880nwej0bf9,2022-2023,Ligue 1,1.36,0.36,1,6,0
3ngai7brgwxmnx3c7dmmed5ud,2022-2023,Ligue 1,1.35,0.35,1,4,0
9bkmr1gybyw8iuliqkxew3e5m,2022-2023,Ligue 1,0.99,0.99,0,4,0
