id,temporada,liga,PSxG,PSxG+/-,psxg_goals_faced,shots_on_target_faced,soft_goals_conceded
6govmi3dn4cxa3m0lyeqc1uj9,2025-2026,Bundesliga,68.11,9.11,59,181,3
a79ojcztkvgui9sw4zbkmvr3d,2025-2026,Bundesliga,67.07,2.07,65,186,5
4zfgh6wq7svx418tzwf0gfavp,2025-2026,Bundesliga,60.01,-2.99,63,156,8
1ljgis575ujto4361ed15w0r9,2025-2026,Bundesliga,58.3,7.3,51,185,1
f2ibn3ej2doay3b4u8ezeix62,2025-2026,Bundesliga,56.83,-10.17,67,166,10
8b60vtt1stnmt2uoj0f4lh49h,2025-2026,Bundesliga,55.93,2.93,53,160,4
d3xdl3p9vd1c0m316oq2pblxx,2025-2026,Bundesliga,55.57,7.57,48,155,5
d2gbcc336c4zatpiif4cvm2fp,2025-2026,Bundesliga,55.38,-3.62,59,164,9
6gjlcd7rzi3p74qwvj7ia6esq,2025-2026,Bundesliga,53.58,-2.42,56,155,7
39yc76urwnda0ze6qb9h00ine,2025-2026,Bundesliga,53.32,-0.68,54,155,6
cm8po8ez5w9ms01gid6w3kwk5,2025-2026,Bundesliga,48.89,-3.11,52,145,3
8l1mv5qd9vwade754v3l8epjp,2025-2026,Bundesliga,43.28,-9.72,53,126,6
9rjd95oqotnalxmv56v7p1r6d,2025-2026,Bundesliga,40.06,6.06,34,120,1
920yurg08gqayxwc80q9f8ixh,2025-2026,Bundesliga,34.39,-2.61,37,115,4
4l3qk2g87pa3bevo2nlwkf3rp,2025-2026,Bundesliga,33.86,7.86,26,96,1
7llxni56g8q0yt33vhp1pt3o5,2025-2026,Bundesliga,31.4,-1.6,33,96,6
3tb27261f8mpzpq3prpv8ng0l,2025-2026,Bundesliga,29.24,-2.76,32,84,4
5rnmjho9ntzolo7ogkhyaey38,2025-2026,Bundesliga,24.9,-6.1,31,68,2
91n9wzn3qq2789zq8vdmfrd62,2025-2026,Bundesliga,18.15,3.15,15,46,0
64pzn3jdqo6y2izlpm8n3tvpx,2025-2026,Bundesliga,17.89,-2.11,20,50,4
jflu7a5n4f3ezoj20z0kje5m,2025-2026,Bundesliga,16.29,2.29,14,45,1
axcrcuv22693vn0a887samsph,2025-2026,Bundesliga,14.41,5.41,9,50,0
ci1nu5z8aiiikco8af0zk1lud,2025-2026,Bundesliga,12.94,-0.06,13,45,1
3wsyacqj7ci0ga9bzb988v7qh,2025-2026,Bundesliga,9.78,-2.22,12,25,1
ijttr9nlo90ugxg03kyv7pxw,2025-2026,Bundesliga,6.14,2.14,4,19,0
5tgzf5zjpgsj1bk5nm2zakg5x,2025-2026,Bundesliga,4.88,0.88,4,14,0
e36lcgg2vegiecbez2j15fl9m,2025-2026,Bundesliga,4.49,0.49,4,15,0
bwzftrovpa0418aapl98og7l6,2025-2026,Bundesliga,1.87,0.87,1,8,0
9sexp3trzdm6h50dk2y9hrjl5,2025-2026,Bundesliga,1.48,1.48,0,6,0
br2uswvdgoj7ndkx7mnbwgyd,2025-2026,Bundesliga,1.3,0.3,1,7,1
7w4l5mrrrg66wvdd8ndb5zb9x,2025-2026,English Premier League,66.34,-0.66,67,192,8
5z8ycnd0smdkumi5fgtzf7c9h,2025-2026,English Premier League,52.25,7.25,45,143,4
e8dina16u5kt5ho4u5igtmimt,2025-2026,English Premier League,50.21,5.21,45,144,8
d9yxninyn4bac8f0ufxsnlqll,2025-2026,English Premier League,49.0,3.0,46,135,3
dpw4s6nbkfcrjlqxxgf9j5yhh,2025-2026,English Premier League,48.14,4.14,44,141,5
bcfzovs0pj9urgv9r0ykjnlrd,2025-2026,English Premier League,47.77,-1.23,49,149,4
2f79rc4i712sxstahjkq6pxp1,2025-2026,English Premier League,45.64,-1.36,47,140,3
3wwi5vf2l1qbz7e5zdjoy8yga,2025-2026,English Premier League,44.13,6.13,38,134,5
6h0fuh0aamz86pf25qebm0fvu,2025-2026,English Premier League,43.46,1.46,42,145,8
h12c7ocq35slzrop3ltnrsnp,2025-2026,English Premier League,40.86,-9.14,50,133,7
3zl1q2gk6tdmzirsyfgm38no5,2025-2026,English Premier League,39.95,0.95,39,133,4
398isvyux7zpjiwa2hzsxyc16,2025-2026,English Premier League,38.08,3.08,35,108,3
9eaevg9okpy4gcm6yofg7vbv9,2025-2026,English Premier League,37.8,1.8,36,108,3
2vgr8c97x4b2e51tyvvixusid,2025-2026,English Premier League,35.03,4.03,31,118,4
4cetkl0w2uq40ccti5ka6a4t1,2025-2026,English Premier League,31.78,3.78,28,102,4
9s9i1a7hdq5bud8ma2dqi295h,2025-2026,English Premier League,31.61,-2.39,34,111,2
71rob1lsnmdviy1siakkzpqdx,2025-2026,English Premier League,30.52,-4.48,35,89,3
dve7yj8usejn9x7pmdjvozje1,2025-2026,English Premier League,25.51,-3.49,29,66,2
53d0pvr7ylvfhp6p749iniqc5,2025-2026,English Premier League,25.25,-4.75,30,83,4
4iijb6llnz28unsz4rirr3umt,2025-2026,English Premier League,24.97,-0.03,25,84,8
cnoomjxp6tna0mx2ycuptgixh,2025-2026,English Premier League,21.29,-1.71,23,74,4
eobf6cct1dpm7bdqyatg6ejmx,2025-2026,English Premier League,19.46,-3.54,23,69,4
20o2dr1mdk18xhxmkujzgak89,2025-2026,English Premier League,18.04,0.04,18,52,3
5frs9u0spep2j3gszu06awo9h,2025-2026,English Premier League,17.3,-2.7,20,59,3
6yovfcug6e9hykfauqy0fq67d,2025-2026,English Premier League,16.24,0.24,16,41,0
5cs6o0g04558bdb1gehmc3ht5,2025-2026,English Premier League,10.59,-0.41,11,24,2
5pbnl8ssfcrxf9lfg1pl3vxzp,2025-2026,English Premier League,8.45,1.45,7,14,0
7h2icfuwy00ilm14dw5xyl5g5,2025-2026,English Premier League,7.77,-0.23,8,24,0
5d6d4oc2rpau0mbbbt2dmtzv9,2025-2026,English Premier League,5.86,1.86,4,12,0
1c4nu9s3t3p83pufjf3n3xqay,2025-2026,English Premier League,5.44,1.44,4,15,0
465ote63ku4expl5kfdck5plh,2025-2026,English Premier League,4.8,-3.2,8,14,3
7rnd1uiknmho0s7a0objtnlcl,2025-2026,English Premier League,4.63,0.63,4,13,3
5qc2hwkixcdpfbq6qmfpxvey2,2025-2026,English Premier League,4.37,-0.63,5,12,3
7iv79dtpsplpjl1jxod3swmlm,2025-2026,English Premier League,2.81,0.81,2,12,1
eiqcjlj9kmitoj8g50vaglawa,2025-2026,English Premier League,2.08,-0.92,3,10,2
1b70inwbybewkz0b07gzughec,2025-2026,English Premier League,1.53,-0.47,2,7,1
9hl2v867qfg6nzsdadb8wu7e1,2025-2026,English Premier League,0.98,-1.02,2,3,1
3rtuz9v8j72g7582pqbuaijf9,2025-2026,English Premier League,0.84,-0.16,1,1,0
a56woizbe4g6jpl3fg4tlgno5,2025-2026,English Premier League,0.29,0.29,0,3,0
1j75xt37w8q04ixbyjwhtfh05,2025-2026,LaLiga,61.84,5.84,56,202,4
bahph7009sc73jl6s2bramn6d,2025-2026,LaLiga,55.15,4.15,51,177,3
7jtc6yk5xu4cm1an97wrgozbp,2025-2026,LaLiga,54.5,3.5,51,138,2
4vlurpsi44g09g159t61u83bp,2025-2026,LaLiga,51.81,-0.19,52,147,6
7udphhcokm6vralyz5gkovxsl,2025-2026,LaLiga,51.5,-0.5,52,166,4
c7i0lduij4vsnluxisdnaxsk5,2025-2026,LaLiga,51.44,-1.56,53,144,4
w503zyr8ipyobglth281uklx,2025-2026,LaLiga,50.15,-2.85,53,147,3
5qh2kdatvb03o8oiqvkaaxje2,2025-2026,LaLiga,49.13,3.13,46,140,4
eavhyxb9dfjh0jp5yzg8p8udx,2025-2026,LaLiga,48.28,3.28,45,157,7
amjegysk3et638l4od103c7o5,2025-2026,LaLiga,47.8,2.8,45,160,5
6wplm29z7qxxmujyc2ml19gix,2025-2026,LaLiga,46.67,0.67,46,148,6
vota9gwygxp3wc998tl7ldxx,2025-2026,LaLiga,44.58,9.58,35,143,4
9h6xf4ac4rpsjpummcdx26z9,2025-2026,LaLiga,37.15,1.15,36,126,4
2yt9oajv9dkbju8tgy1g2nmqd,2025-2026,LaLiga,32.95,1.95,31,94,1
routhh0ialijcg3egagouig9,2025-2026,LaLiga,31.4,-0.6,32,113,5
5f8kjgsaabn2li5r7bvpebbsa,2025-2026,LaLiga,30.83,10.83,20,92,1
4mxx1oxkiexm0ha34utcmb17t,2025-2026,LaLiga,29.94,1.94,28,83,3
6ddxujeb3873j5evwiz8n4wt0,2025-2026,LaLiga,29.35,1.35,28,99,3
1tctbwsidibct7wphjgv8mdm2,2025-2026,LaLiga,27.98,-1.02,29,81,3
6crmq7vzqts58wg196q48sc7p,2025-2026,LaLiga,27.08,2.08,25,88,0
8rgy29sd9okehwq8bzyb3v0t1,2025-2026,LaLiga,24.07,-3.93,28,85,3
5dfvefxvwj8kixbajluw25mtx,2025-2026,LaLiga,23.75,3.75,20,66,0
6ofu6yc2qwp5ii9cerdq1tk9h,2025-2026,LaLiga,13.61,1.61,12,30,1
26atxu4fr8f87oi8mt6z70mhh,2025-2026,LaLiga,10.63,-0.37,11,40,0
4ffmlhvbjvfjjnhr0byktvt62,2025-2026,LaLiga,10.22,-2.78,13,35,3
7drgir9lcwfst8vxz07jboe6t,2025-2026,LaLiga,8.18,0.18,8,27,0
2f49etxdi4l2tsobpmsg5i5pm,2025-2026,LaLiga,8.05,1.05,7,22,2
9xhbpn45z9wvjidbmparzkdm1,2025-2026,LaLiga,7.64,1.64,6,16,0
38bp85766w04a0nuulq5fiig9,2025-2026,LaLiga,6.55,-0.45,7,23,1
cfc7fqq748bz3nklfam2a2fp,2025-2026,LaLiga,6.08,-0.92,7,16,1
3072da88jl9fou9gi2c5j3bx0,2025-2026,LaLiga,4.42,0.42,4,14,0
2e55g4q93y382cg7h0yk5rtud,2025-2026,LaLiga,2.56,0.56,2,6,0
9jhm9qxoeqad7lm5i2nemgwes,2025-2026,LaLiga,2.54,-2.46,5,7,1
15no5m0njma23gf0ygu9agt05,2025-2026,LaLiga,2.26,0.26,2,4,0
d3mss0i879krqrk1owzmj2c45,2025-2026,Ligue 1,49.43,0.43,49,146,3
b20lp3ufi88q4pckp39hsjbsa,2025-2026,Ligue 1,49.38,-3.62,53,141,1
89sv092huj2obzdazmft854a1,2025-2026,Ligue 1,47.32,2.32,45,133,4
btyk45f7gmz3ck2dafpp22yg9,2025-2026,Ligue 1,45.62,10.62,35,155,3
25cggz2egeqce47yijxadsslx,2025-2026,Ligue 1,44.33,0.33,44,130,8
47vs05b8xlhvx5sqo2t5kys4,2025-2026,Ligue 1,44.21,2.21,42,144,3
cglp4k40r1t672m7j0eb5ktsl,2025-2026,Ligue 1,40.73,6.73,34,133,2
13nrptzjshlqnkuf92vumefx0,2025-2026,Ligue 1,39.72,-4.28,44,127,6
c6u4h9wy88ymj6whiz93jknv9,2025-2026,Ligue 1,39.66,2.66,37,117,1
4sz26vstr6b7b110eri7f42jt,2025-2026,Ligue 1,39.27,7.27,32,110,3
6790uxmc1zs4emxtqf7vl6imt,2025-2026,Ligue 1,39.21,1.21,38,110,3
3zkkrq8sph1lo23bt8d1nz10,2025-2026,Ligue 1,38.69,3.69,35,113,6
btm657ozudwbxx16twjs0vp49,2025-2026,Ligue 1,34.1,-0.9,35,107,2
eaf4b3le808xp7j4rejomxf55,2025-2026,Ligue 1,32.8,1.8,31,100,3
1lgrnaje6y7un5dzzll84p91,2025-2026,Ligue 1,31.47,-0.53,32,103,4
7obuhegyo1qcoikt23egcsr85,2025-2026,Ligue 1,29.42,2.42,27,82,3
a1q3mystvi6gkv7tjrn75kw6h,2025-2026,Ligue 1,23.82,-2.18,26,75,2
cg6h7oq0b5zpx1g4brhzyk1xx,2025-2026,Ligue 1,19.33,-1.67,21,64,4
e8o145zyrt1h2l7ywh80lt8no,2025-2026,Ligue 1,17.03,-2.97,20,49,2
d5ecnjd6h89iepxrvrlfn97ft,2025-2026,Ligue 1,16.61,-1.39,18,48,3
ewac2m2xz0f48zotr0wv8565m,2025-2026,Ligue 1,16.34,-4.66,21,48,5
3yk6n0wr6nc0dlm51gwvwi4t1,2025-2026,Ligue 1,14.08,-0.92,15,34,2
8h5jl1u3p8sr2pwdmyxl14416,2025-2026,Ligue 1,13.68,1.68,12,45,1
drmudc3n93faawruj8ct3bwmh,2025-2026,Ligue 1,13.53,1.53,12,46,2
2fvrc1kbl7k48il02ekwiqove,2025-2026,Ligue 1,7.88,-0.12,8,18,2
4odeml6s5vm38m9u7tnh6n8id,2025-2026,Ligue 1,7.47,-2.53,10,23,0
9s90f4r3095h8mefzmpuut51x,2025-2026,Ligue 1,6.03,3.03,3,18,0
ctygavkrblcxra880nwej0bf9,2025-2026,Ligue 1,5.91,3.91,2,16,0
2npgr2t9a1tdqvomg3khczl78,2025-2026,Ligue 1,5.4,-1.6,7,13,0
a065rtv2lfh0rso33dfuah4ut,2025-2026,Ligue 1,4.75,-3.25,8,15,1
bxcwnf87pf8ijzbxy70ewcfe1,2025-2026,Ligue 1,2.92,-0.08,3,7,0
6k51ka2qv5ge2ibrb4o5bin6d,2025-2026,Ligue 1,2.9,0.9,2,13,1
wumjn7yf33t74gyzbqd7qc4,2025-2026,Ligue 1,2.69,0.69,2,5,0
3qapyusjivhr8pi16nc8i3otm,2025-2026,Ligue 1,2.53,-1.47,4,11,1
dfj6h4z1n57r3zbb196qcp7h0,2025-2026,Ligue 1,0.93,-0.07,1,3,0
8zqi2djo2ip5s90mgpg8q7384,2025-2026,Ligue 1,0.85,-2.15,3,3,1
3je152n5s5fjtbrxs9v8dn1lh,2025-2026,Ligue 1,0.65,-0.35,1,2,0
9ldz2updrruze1tkw0erfr3dh,2025-2026,Ligue 1,0.24,0.24,0,2,0
9pryazv5qz8bml8o0wh320goa,2025-2026,Primeira Liga,54.18,2.18,52,162,9
d0d0xs40nmzpow78nvmg9cfyt,2025-2026,Primeira Liga,53.31,0.31,53,149,7
ax5fuknlz3zc3fcesya61iod1,2025-2026,Primeira Liga,49.68,-3.32,53,135,7
f16314ea0rlqw9nnpu8qewmp5,2025-2026,Primeira Liga,45.89,-0.11,46,126,1
a4rbrzom0u87sk3uc15sxndg5,2025-2026,Primeira Liga,42.15,5.15,37,111,1
6zc6cs596hufgbhu6jv3g2o2y,2025-2026,Primeira Liga,37.48,5.48,32,106,3
byk4cll4gdgp2n5ocxrb5j1t5,2025-2026,Primeira Liga,37.39,-0.61,38,113,3
59j04iaaq4ncqjtej3pks1gk4,2025-2026,Primeira Liga,36.67,2.67,34,120,4
b3p7a0bhdbcpi5e77hogntnca,2025-2026,Primeira Liga,36.59,-2.41,39,109,5
5mkvjxxs4ij4ppkmzqblqkh9m,2025-2026,Primeira Liga,36.17,0.17,36,113,1
6eidlv9qagadx0luxb2uclfbp,2025-2026,Primeira Liga,36.1,7.1,29,123,5
8pd7rkac98cx4xgnz2u12c3x1,2025-2026,Primeira Liga,32.33,3.33,29,91,0
6ychdeky58nj22ykambacsp62,2025-2026,Primeira Liga,29.77,5.77,24,83,1
s96k2x2cts0vo6y6aaeui5zp,2025-2026,Primeira Liga,29.26,8.26,21,96,0
3i53phcjc5vwe7i0m9pqjo3fu,2025-2026,Primeira Liga,27.27,4.27,23,95,2
azygs4m332liu58yzvu5zwdsl,2025-2026,Primeira Liga,22.43,-3.57,26,58,2
d79vlrccz170hzdh35nhsf1ed,2025-2026,Primeira Liga,18.65,5.65,13,72,1
3mp7wghcalu9g3wxbqb9eqga,2025-2026,Primeira Liga,18.26,-5.74,24,48,2
25n2vrjnz5qsm5pigyn3ps8vd,2025-2026,Primeira Liga,17.84,-3.16,21,60,1
664x98r3mbynnh19u1cx984q,2025-2026,Primeira Liga,17.72,6.72,11,59,1
bphvc5tdx15teivstsdfrxy7e,2025-2026,Primeira Liga,17.66,-0.34,18,62,3
8lv60zbly3xz43g9hm2s7oqcq,2025-2026,Primeira Liga,14.55,-2.45,17,39,2
dz789stcx4dsr9tqt4fjdshuy,2025-2026,Primeira Liga,12.23,-2.77,15,40,0
eubzxwokg6nzftjd3myxsyfv9,2025-2026,Primeira Liga,11.38,-0.62,12,39,1
1ocxh5s9uo0s8ag79j7iv6acp,2025-2026,Primeira Liga,11.21,-2.79,14,36,4
1du03mqsc0o6i4e64n7pzr6ui,2025-2026,Primeira Liga,10.6,-0.4,11,39,1
95dg0qwoxixqy438i1ftlevze,2025-2026,Primeira Liga,10.55,-0.45,11,39,2
4xnor5gc2lnpk1siip7yj4lih,2025-2026,Primeira Liga,9.43,-2.57,12,27,2
9cb30ii6vuythtugob7ub64tl,2025-2026,Primeira Liga,7.52,-2.48,10,28,0
cb8o8l688w6ozwhklub9ftxbd,2025-2026,Primeira Liga,6.64,-1.36,8,17,1
34fm990bf5wm1xkdig1pjon6y,2025-2026,Primeira Liga,5.05,2.05,3,12,1
bfm9vh630pkwniqogdrwbiqcp,2025-2026,Primeira Liga,4.87,-2.13,7,14,0
chfqy504a1mnfs67pbdbk0jfu,2025-2026,Primeira Liga,2.63,1.63,1,11,0
4k2wic25asdlmuqr17e3s6nkl,2025-2026,Primeira Liga,2.41,-0.59,3,9,1
5p6vqpchuts1foxujoyhiy7l5,2025-2026,Primeira Liga,1.92,-0.08,2,4,0
xbk4zraauvq1cj1w5yz08kb9,2025-2026,Primeira Liga,1.82,-1.18,3,6,2
7rvlba00jv66w7wtdmk178a95,2025-2026,Primeira Liga,1.19,0.19,1,4,0
4a7hhg491ad5uigot8tvjih3o,2025-2026,Primeira Liga,1.15,0.15,1,2,0
13v6oehv7fd26bkz81qthlyc4,2025-2026,Primeira Liga,1.12,1.12,0,7,0
c3pxiexbciif7uu845ivx5hhx,2025-2026,Primeira Liga,1.01,-0.99,2,3,0
6mtx7jztxk73fd6tv7fvjbml0,2025-2026,Primeira Liga,0.67,-0.33,1,2,0
3nfxhugbxid6o0r92txslivh1,2025-2026,Serie A,53.61,6.61,47,152,5
ab420lzne042a3e3b2lfmy5ii,2025-2026,Serie A,52.22,1.22,51,167,7
e00004wkpfc8jawioejmpu1n9,2025-2026,Serie A,50.43,2.43,48,167,6
2k18wcecasfnrys3vm9sm2lt5,2025-2026,Serie A,49.12,8.12,41,159,3
eu9b86opw6n66vftu1r5alfqh,2025-2026,Serie A,46.03,13.03,33,142,4
e2dn4s6p2f6xnbaje17wd3jyt,2025-2026,Serie A,44.56,0.56,44,164,4
a8s8bl5kp1rif458yt3qlevo5,2025-2026,Serie A,41.12,0.12,41,119,4
3fpnfgoy4lbpapv2th6g60cet,2025-2026,Serie A,40.9,8.9,32,126,2
c7fky0h6gi7wmibnv2tzf6mz9,2025-2026,Serie A,39.54,-8.46,48,126,5
el58uxf7oaqu95yx1vbgmr7it,2025-2026,Serie A,35.51,4.51,31,133,7
70ps22rygrlq3msxgwmesowyx,2025-2026,Serie A,35.48,0.48,35,107,4
r0hm6ahwcvdu57bgfi5zkslx,2025-2026,Serie A,33.77,5.77,28,113,4
8n4rruxbnzvjgdomxslnmcno5,2025-2026,Serie A,33.33,6.33,27,115,1
lytldf000kafs2h6g92esfrp,2025-2026,Serie A,33.16,-6.84,40,113,6
9dc7uictce9dq0tbphn74qz85,2025-2026,Serie A,29.2,3.2,26,84,0
2mfunwzltzdnmzlcjyvx752i,2025-2026,Serie A,27.87,0.87,27,93,7
9m6yva52cmdq7uu31qrwdrund,2025-2026,Serie A,27.19,2.19,25,75,2
bagn0ce4xunsiz3mezrtqx1p1,2025-2026,Serie A,26.4,-3.6,30,91,2
5syage212151fcixahbq3k8ut,2025-2026,Serie A,25.38,1.38,24,79,5
b3hr4q25jvqr7565z5ydqylt5,2025-2026,Serie A,22.91,-0.09,23,82,5
ais3wh8wz8oeyjpwv84o4ybfu,2025-2026,Serie A,19.66,1.66,18,61,2
9pgr69ub37hmr76gwbfw7lhw5,2025-2026,Serie A,18.74,-0.26,19,63,4
17iqlyu99zttyubi6ya6yu9cl,2025-2026,Serie A,14.04,0.04,14,27,1
4hrmzpx1nt5ze55fpby71mcb9,2025-2026,Serie A,13.37,-1.63,15,47,2
cuc7gtr9q0465wxmzgq834ag9,2025-2026,Serie A,13.24,-4.76,18,41,2
af58rhtg8ck7c8g7nwfs67d91,2025-2026,Serie A,9.94,-2.06,12,31,3
3pcf58m2hgktlm15elgdyut3p,2025-2026,Serie A,9.52,-4.48,14,26,2
2os2xde8tdxbpamab8kngnhuc,2025-2026,Serie A,8.62,-1.38,10,33,2
93237ztqyi3r4hu3rmgzrgudx,2025-2026,Serie A,8.07,1.07,7,22,0
3o573dblmfc1o3wkkt2nva8k5,2025-2026,Serie A,6.12,-0.88,7,17,2
9kp0q3f77gz8f5e2qumj6kpyi,2025-2026,Serie A,5.96,-3.04,9,21,1
c2ezyc2fftje7rcm5ybbuytp1,2025-2026,Serie A,4.93,-2.07,7,15,1
5jfy7133kfbmyl8ur6ze9y2ju,2025-2026,Serie A,3.8,0.8,3,13,1
4b6mhmoeo78f8x928q2imp591,2025-2026,Serie A,2.6,-0.4,3,8,0
1bz1zdxmtx5oxipvukpg7svmc,2025-2026,Serie A,2.55,0.55,2,9,1
3yqxkw0tqpoucur51ieh9xdrd,2025-2026,Serie A,2.17,1.17,1,10,0
9otimgokxyef8248fo7h8msq,2025-2026,Serie A,1.67,-0.33,2,7,0
al3t9fzj4ab55yux0zkd1jkr9,2025-2026,Serie A,1.61,0.61,1,4,0
824rbovqk1q9ta7i4dzo26bmy,2025-2026,Serie A,0.75,0.75,0,4,0
2udciji4n7tr07ft7twe2r9w5,2025-2026,Serie A,0.3,0.3,0,4,0
ezsqr7bc70n69t97uvdsxvsut,2024-2025,Bundesliga,58.16,-5.84,64,169,9
a79ojcztkvgui9sw4zbkmvr3d,2024-2025,Bundesliga,52.24,4.24,48,137,3
cm8po8ez5w9ms01gid6w3kwk5,2024-2025,Bundesliga,49.85,-1.15,51,138,5
7llxni56g8q0yt33vhp1pt3o5,2024-2025,Bundesliga,48.2,-5.8,54,156,7
9rjd95oqotnalxmv56v7p1r6d,2024-2025,Bundesliga,47.55,1.55,46,129,5
6govmi3dn4cxa3m0lyeqc1uj9,2024-2025,Bundesliga,47.47,9.47,38,135,4
3tb27261f8mpzpq3prpv8ng0l,2024-2025,Bundesliga,46.37,7.37,39,137,4
ci1nu5z8aiiikco8af0zk1lud,2024-2025,Bundesliga,45.47,4.47,41,142,5
d3xdl3p9vd1c0m316oq2pblxx,2024-2025,Bundesliga,44.85,-7.15,52,136,4
e780cuuryoan93kdblrmbvy09,2024-2025,Bundesliga,43.82,-15.18,59,140,10
5ysw8ditixnietm3lejwmw4id,2024-2025,Bundesliga,43.54,-2.46,46,99,2
8l1mv5qd9vwade754v3l8epjp,2024-2025,Bundesliga,40.37,4.37,36,111,3
7obuhegyo1qcoikt23egcsr85,2024-2025,Bundesliga,36.86,3.86,33,117,2
6gjlcd7rzi3p74qwvj7ia6esq,2024-2025,Bundesliga,35.35,-1.65,37,120,3
cg6h7oq0b5zpx1g4brhzyk1xx,2024-2025,Bundesliga,35.14,0.14,35,118,6
1ljgis575ujto4361ed15w0r9,2024-2025,Bundesliga,30.44,7.44,23,92,3
9xbl325job7p6u215tb79kcq2,2024-2025,Bundesliga,25.93,-6.07,32,74,7
d2gbcc336c4zatpiif4cvm2fp,2024-2025,Bundesliga,25.79,8.79,17,82,2
3z6ekzop4y7cjuatzz9ua74k5,2024-2025,Bundesliga,25.51,-3.49,29,76,3
1wc5njhtvcy48rb0mzwyp0wd1,2024-2025,Bundesliga,19.66,1.66,18,55,1
224uan6ugjt7b2c1zsxrs2pcl,2024-2025,Bundesliga,19.55,-2.45,22,54,5
64pzn3jdqo6y2izlpm8n3tvpx,2024-2025,Bundesliga,13.9,-1.1,15,45,1
6k3daudjhieulsgywbt9uoep6,2024-2025,Bundesliga,12.31,-1.69,14,35,1
5rnmjho9ntzolo7ogkhyaey38,2024-2025,Bundesliga,11.78,0.78,11,46,2
5bzowvtg5vhntcx1w3roriehh,2024-2025,Bundesliga,10.95,-4.05,15,30,6
91n9wzn3qq2789zq8vdmfrd62,2024-2025,Bundesliga,10.57,-1.43,12,28,2
dvo2f7d0yosn404wsrsgeprdh,2024-2025,Bundesliga,9.98,-3.02,13,28,4
8avzr6g3ia2hxlxux4ikecus5,2024-2025,Bundesliga,8.46,3.46,5,23,0
jflu7a5n4f3ezoj20z0kje5m,2024-2025,Bundesliga,6.03,-2.97,9,21,1
beo6lzzazgiwduva1xjrwnrbo,2024-2025,Bundesliga,5.35,2.35,3,23,0
cs4aca71qkt1ru20ppmi6djl6,2024-2025,Bundesliga,4.48,0.48,4,16,2
2jrntrq2x714pviioh3jnkted,2024-2025,Bundesliga,4.0,0.0,4,11,1
5y4i3tmhz8p24vfhccjzg5n8p,2024-2025,Bundesliga,3.4,-1.6,5,7,0
r7sq96qtikh2wyng08vyunvu,2024-2025,Bundesliga,2.03,0.03,2,5,0
3wsyacqj7ci0ga9bzb988v7qh,2024-2025,Bundesliga,1.73,-0.27,2,8,1
ijttr9nlo90ugxg03kyv7pxw,2024-2025,Bundesliga,0.39,0.39,0,2,0
6yovfcug6e9hykfauqy0fq67d,2024-2025,English Premier League,66.08,0.08,66,188,5
eobf6cct1dpm7bdqyatg6ejmx,2024-2025,English Premier League,55.91,0.91,55,155,6
5z8ycnd0smdkumi5fgtzf7c9h,2024-2025,English Premier League,52.17,4.17,48,150,2
920yurg08gqayxwc80q9f8ixh,2024-2025,English Premier League,51.14,-1.86,53,203,7
2vgr8c97x4b2e51tyvvixusid,2024-2025,English Premier League,50.81,4.81,46,165,6
e8dina16u5kt5ho4u5igtmimt,2024-2025,English Premier League,50.59,6.59,44,163,9
3wwi5vf2l1qbz7e5zdjoy8yga,2024-2025,English Premier League,49.32,-6.68,56,143,12
3zl1q2gk6tdmzirsyfgm38no5,2024-2025,English Premier League,48.09,1.09,47,147,4
2f79rc4i712sxstahjkq6pxp1,2024-2025,English Premier League,47.84,-4.16,52,159,12
8kttsnok9bbh7kpy3zz3j2xg5,2024-2025,English Premier League,46.26,3.26,43,132,6
71rob1lsnmdviy1siakkzpqdx,2024-2025,English Premier League,40.92,-5.08,46,117,4
6j3wbk9xlq4om4m8ih6b3tyvp,2024-2025,English Premier League,40.24,1.24,39,134,2
d9yxninyn4bac8f0ufxsnlqll,2024-2025,English Premier League,39.46,5.46,34,127,2
h12c7ocq35slzrop3ltnrsnp,2024-2025,English Premier League,37.8,2.8,35,102,1
4iijb6llnz28unsz4rirr3umt,2024-2025,English Premier League,36.19,2.19,34,120,5
9eaevg9okpy4gcm6yofg7vbv9,2024-2025,English Premier League,35.07,-2.93,38,115,6
9s9i1a7hdq5bud8ma2dqi295h,2024-2025,English Premier League,34.59,1.59,33,120,1
2k18wcecasfnrys3vm9sm2lt5,2024-2025,English Premier League,29.95,-3.05,33,100,3
23637o19ff0sw18pqv8g96ndh,2024-2025,English Premier League,29.32,4.32,25,78,2
53d0pvr7ylvfhp6p749iniqc5,2024-2025,English Premier League,28.84,1.84,27,100,1
4hahqn1e8ds6pxqg3do71p1ih,2024-2025,English Premier League,23.07,-4.93,28,71,5
eagrmpe9ft8daly57l1ja8lhx,2024-2025,English Premier League,20.08,-0.92,21,71,3
5d6d4oc2rpau0mbbbt2dmtzv9,2024-2025,English Premier League,16.92,-0.08,17,50,2
bg9aayv3d1y0qxgqrdohnrcdm,2024-2025,English Premier League,16.67,0.67,16,44,1
4905drgcc9husos98ppdup4gl,2024-2025,English Premier League,15.99,-3.01,19,39,3
8wz5pdydepr5kzcichz17pv4l,2024-2025,English Premier League,15.67,0.67,15,42,0
d3p7p18i2ybzlwz5p5gjdd239,2024-2025,English Premier League,12.81,-0.19,13,37,0
5frs9u0spep2j3gszu06awo9h,2024-2025,English Premier League,12.57,-3.43,16,39,4
