root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Ground Duels won,Blocks,Leftside Passes,Shots On Target ( inc goals ),Total Tackles,Corners Won,Total Fouls Conceded,Foul Attempted Tackle,Unsuccessful Launches,Total Losses Of Possession,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Long Passes,Total Clearances,Touches,Rightside Passes,Unsuccessful Short Passes,Successful Crosses & Corners,Appearances,Successful Lay-offs,Tackles Lost,Successful Crosses open play,Forward Passes,Throw Ins to Own Player,Aerial Duels lost,Penalty Goals Conceded,Goals Conceded,Unsuccessful Dribbles,Goals Conceded Inside Box,Handballs conceded,Unsuccessful Passes Own Half,Interceptions,Ground Duels lost,Duels,Ground Duels,Open Play Passes,Index,Clean Sheets,Key Passes (Attempt Assists),Successful Fifty Fifty,Successful Short Passes,Unsuccessful Passes Opposition Half,Starts,Fifty Fifty,Successful Dribbles,Recoveries,Tackles Won,Duels lost,Successful Passes Opposition Half,Successful Passes Own Half,Times Tackled,Duels won,PutThrough/Blocked Distribution,Blocked Shots,Yellow Cards,Throw Ins to Opposition Player,Backward Passes,Overruns,Unsuccessful Long Passes,Total Shots,Aerial Duels,Goals Conceded Outside Box,Total Touches In Opposition Box,Shots Off Target (inc woodwork),Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Substitute Off,Aerial Duels won,Total Passes,Unsuccessful Crosses & Corners,Games Played,Total Fouls Won,Substitute On,Winning Goal,Successful Launches,Offsides,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Attempts from Set Pieces,Hit Woodwork,Goals from Inside Box,Goals,Assists (Intentional),Second Goal Assists,Left Foot Goals,Goal Assists,Home Goals,Away Goals,Foul Won Penalty,Unsuccessful lay-offs,Through balls,Right Foot Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Own Goal Scored,Saves Made from Outside Box,Catches,Saves Made from Inside Box,Penalties Faced,Goal Kicks,Penalties Saved,Punches,Goalkeeper Smother,Drops,Saves made - parried,GK Successful Distribution,Saves from Penalty,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Headed Goals,Set Pieces Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Taken,Penalty Goals,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Last Player Tackle,Other Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Final Third Touches,Goals Openplay
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,6hc1n6z8szpr8z7pdlp4k8cet,F. Ribéry,Midfielder,7,161.0,2.0,149.0,9.0,24.0,11.0,36.0,24.0,,326.0,738.0,757.0,43.0,,1349.0,310.0,85.0,2.0,29.0,18.0,13.0,2.0,174.0,9.0,21.0,4.0,32.0,45.0,29.0,,18.0,3.0,187.0,375.0,348.0,829.0,11.0,2.0,29.0,29.0,714.0,90.0,28.0,79.0,64.0,72.0,11.0,208.0,564.0,195.0,129.0,167.0,30.0,5.0,6.0,,216.0,10.0,7.0,16.0,27.0,3.0,96.0,7.0,2170.0,92.0,9.0,16.0,22.0,6.0,849.0,16.0,29.0,73.0,1.0,0.0,1.0,7.0,,,,,,2.0,2.0,2.0,6.0,,1.0,6.0,1.0,1.0,1.0,,6.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,d0wl5ufdwzdfj171ch2pcrv2s,J. Ricco,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,23avr8oet7764jflt8y1o1gb9,A. Rosati,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,Midfielder,8,31.0,,34.0,4.0,6.0,3.0,5.0,3.0,1.0,55.0,143.0,144.0,6.0,4.0,254.0,48.0,25.0,,11.0,4.0,4.0,,53.0,2.0,8.0,1.0,8.0,5.0,7.0,,8.0,2.0,16.0,63.0,47.0,172.0,25.0,1.0,5.0,7.0,138.0,25.0,5.0,11.0,10.0,35.0,2.0,24.0,103.0,41.0,7.0,39.0,5.0,3.0,,,38.0,,4.0,7.0,16.0,1.0,24.0,3.0,441.0,29.0,1.0,4.0,3.0,8.0,173.0,4.0,11.0,15.0,6.0,0.0,,2.0,1.0,,,,,1.0,2.0,2.0,,,,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,Forward,7,82.0,,53.0,9.0,7.0,11.0,17.0,5.0,4.0,177.0,269.0,274.0,17.0,3.0,600.0,103.0,53.0,6.0,21.0,3.0,4.0,4.0,81.0,1.0,12.0,1.0,21.0,19.0,14.0,,15.0,5.0,65.0,162.0,147.0,332.0,10.0,,15.0,14.0,257.0,85.0,12.0,33.0,40.0,82.0,3.0,77.0,217.0,63.0,41.0,85.0,15.0,9.0,3.0,,100.0,6.0,10.0,16.0,15.0,7.0,51.0,7.0,1190.0,63.0,4.0,31.0,12.0,3.0,337.0,37.0,21.0,35.0,9.0,0.0,1.0,1.0,11.0,6.0,,3.0,,,2.0,2.0,1.0,,1.0,1.0,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,Goalkeeper,1,,,6.0,,,,,,15.0,39.0,13.0,39.0,30.0,2.0,100.0,4.0,,,4.0,,,,68.0,,,,4.0,,4.0,,4.0,,,,,25.0,17.0,1.0,,,9.0,35.0,2.0,,,20.0,,,23.0,16.0,,,,,,,,,39.0,,,,,,271.0,39.0,,,,,78.0,,4.0,,2.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,1.0,32.0,1.0,1.0,,,4.0,24.0,1.0,,8.0,18.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,8x8jj2o1fm7dgd4tdeki50no5,Borja Valero,Midfielder,6,34.0,1.0,76.0,,13.0,1.0,10.0,8.0,,59.0,254.0,267.0,12.0,2.0,395.0,81.0,23.0,,20.0,5.0,4.0,,77.0,1.0,5.0,1.0,8.0,8.0,6.0,,9.0,6.0,41.0,81.0,75.0,278.0,11.0,,2.0,11.0,255.0,18.0,4.0,20.0,6.0,41.0,9.0,46.0,174.0,93.0,19.0,35.0,8.0,1.0,3.0,,58.0,,2.0,4.0,6.0,2.0,6.0,4.0,479.0,25.0,5.0,2.0,4.0,1.0,292.0,2.0,20.0,15.0,16.0,0.0,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,Defender,23,57.0,3.0,182.0,,24.0,12.0,10.0,7.0,23.0,266.0,441.0,451.0,20.0,18.0,992.0,47.0,106.0,14.0,28.0,1.0,13.0,14.0,259.0,102.0,12.0,4.0,31.0,18.0,26.0,,40.0,17.0,54.0,131.0,111.0,588.0,10.0,2.0,14.0,13.0,431.0,149.0,21.0,26.0,7.0,77.0,11.0,66.0,283.0,182.0,30.0,65.0,36.0,1.0,3.0,21.0,110.0,3.0,41.0,3.0,20.0,5.0,20.0,3.0,1759.0,147.0,15.0,42.0,11.0,8.0,598.0,42.0,28.0,26.0,7.0,0.0,8.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,Forward,9,110.0,2.0,192.0,40.0,13.0,22.0,53.0,17.0,2.0,449.0,366.0,394.0,16.0,15.0,1163.0,114.0,191.0,,37.0,22.0,9.0,,122.0,,146.0,8.0,52.0,27.0,45.0,6.0,43.0,4.0,172.0,542.0,282.0,565.0,11.0,4.0,15.0,65.0,378.0,178.0,34.0,127.0,27.0,79.0,4.0,318.0,273.0,121.0,116.0,224.0,44.0,13.0,1.0,,166.0,5.0,9.0,73.0,260.0,7.0,158.0,33.0,2933.0,200.0,14.0,21.0,14.0,114.0,594.0,21.0,37.0,70.0,3.0,6.0,,26.0,,,,,1.0,3.0,20.0,21.0,2.0,,18.0,3.0,11.0,10.0,2.0,8.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,6.0,6.0,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,acg898oezqn7590ue8x8aik89,Igor Julio,Defender,98,28.0,9.0,118.0,1.0,15.0,3.0,21.0,11.0,14.0,105.0,674.0,701.0,39.0,33.0,950.0,322.0,54.0,1.0,21.0,,6.0,1.0,297.0,20.0,13.0,2.0,19.0,1.0,15.0,1.0,34.0,23.0,32.0,83.0,60.0,754.0,11.0,5.0,3.0,15.0,662.0,50.0,13.0,30.0,7.0,59.0,9.0,45.0,320.0,382.0,7.0,38.0,12.0,,5.0,7.0,45.0,,27.0,1.0,23.0,4.0,4.0,,1164.0,81.0,8.0,3.0,4.0,10.0,782.0,3.0,21.0,6.0,8.0,0.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,cknjube5flk1r5ppqthj82c5,I. Bennacer,Midfielder,4,97.0,1.0,307.0,1.0,39.0,2.0,20.0,17.0,4.0,176.0,818.0,849.0,52.0,12.0,1215.0,241.0,85.0,1.0,21.0,4.0,21.0,,305.0,1.0,21.0,2.0,17.0,7.0,16.0,1.0,26.0,20.0,58.0,188.0,155.0,933.0,46.0,,3.0,26.0,797.0,100.0,17.0,46.0,29.0,118.0,18.0,79.0,432.0,418.0,22.0,109.0,23.0,5.0,4.0,,113.0,,32.0,7.0,33.0,1.0,6.0,6.0,1334.0,117.0,9.0,5.0,13.0,12.0,966.0,9.0,21.0,30.0,4.0,0.0,4.0,,7.0,4.0,1.0,1.0,,,,,,,,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,e2vtm1318mm61db2wtj4m5p79,D. Calabria,Defender,2,157.0,9.0,585.0,7.0,101.0,21.0,31.0,14.0,52.0,468.0,1143.0,1179.0,95.0,69.0,2244.0,80.0,175.0,16.0,32.0,,37.0,16.0,634.0,189.0,28.0,3.0,32.0,15.0,31.0,1.0,105.0,37.0,95.0,307.0,252.0,1450.0,63.0,11.0,20.0,29.0,1084.0,257.0,30.0,60.0,20.0,191.0,64.0,123.0,610.0,585.0,29.0,184.0,67.0,7.0,7.0,32.0,189.0,,134.0,17.0,55.0,1.0,36.0,10.0,2651.0,309.0,33.0,53.0,7.0,27.0,1488.0,53.0,32.0,36.0,2.0,0.0,15.0,3.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,Midfielder,10,105.0,6.0,300.0,23.0,26.0,42.0,29.0,19.0,7.0,514.0,1112.0,1156.0,76.0,16.0,2062.0,448.0,186.0,72.0,33.0,31.0,19.0,15.0,360.0,12.0,32.0,2.0,32.0,23.0,29.0,2.0,31.0,15.0,106.0,260.0,211.0,1327.0,75.0,4.0,89.0,35.0,1080.0,337.0,30.0,97.0,36.0,141.0,7.0,138.0,884.0,344.0,58.0,122.0,40.0,33.0,4.0,3.0,267.0,,33.0,50.0,49.0,3.0,77.0,27.0,2625.0,219.0,15.0,27.0,17.0,17.0,1375.0,149.0,33.0,43.0,3.0,2.0,1.0,4.0,151.0,87.0,,50.0,16.0,6.0,4.0,4.0,8.0,2.0,,9.0,3.0,1.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,3ay9g7bcovak003r00dy2kueh,Léo Duarte,Defender,43,1.0,,5.0,,1.0,,,,,,12.0,12.0,,,14.0,4.0,,,1.0,,,,2.0,,1.0,,,,,,,1.0,,2.0,1.0,12.0,78.0,,,,12.0,,,1.0,,1.0,1.0,1.0,,12.0,,1.0,,,,,1.0,,,,1.0,,,,18.0,,,,,,12.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,9z3aqwq5swt9qklwnzuhqcogl,Samu Castillejo,Midfielder,7,84.0,,160.0,7.0,24.0,4.0,25.0,15.0,4.0,159.0,331.0,341.0,19.0,7.0,699.0,39.0,53.0,7.0,28.0,4.0,12.0,6.0,77.0,8.0,20.0,1.0,13.0,17.0,11.0,1.0,16.0,6.0,90.0,202.0,174.0,395.0,46.0,3.0,10.0,20.0,322.0,76.0,12.0,42.0,30.0,78.0,12.0,110.0,243.0,105.0,40.0,92.0,40.0,6.0,5.0,1.0,130.0,,12.0,19.0,28.0,2.0,46.0,12.0,1173.0,65.0,21.0,24.0,10.0,8.0,406.0,27.0,28.0,30.0,16.0,1.0,,4.0,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,Forward,29,3.0,,2.0,1.0,2.0,,1.0,,,11.0,6.0,6.0,,3.0,29.0,3.0,6.0,1.0,4.0,1.0,1.0,1.0,4.0,,4.0,,,1.0,,,2.0,,6.0,15.0,9.0,12.0,20.0,,,,6.0,4.0,1.0,4.0,1.0,7.0,1.0,10.0,5.0,2.0,2.0,5.0,1.0,2.0,,,3.0,,,2.0,6.0,,5.0,1.0,92.0,6.0,,,1.0,2.0,12.0,,4.0,,3.0,0.0,,3.0,,,,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,bfjtj20rbx8bqszi5a3wayaqd,A. Conti,Defender,14,35.0,4.0,148.0,2.0,22.0,3.0,17.0,9.0,5.0,106.0,307.0,320.0,18.0,19.0,610.0,16.0,46.0,6.0,14.0,,11.0,6.0,147.0,68.0,9.0,,19.0,3.0,17.0,,21.0,17.0,38.0,89.0,73.0,369.0,31.0,,8.0,21.0,302.0,60.0,9.0,36.0,4.0,36.0,11.0,47.0,137.0,189.0,7.0,42.0,21.0,,3.0,10.0,71.0,,16.0,5.0,16.0,2.0,13.0,3.0,834.0,62.0,9.0,17.0,3.0,7.0,382.0,19.0,14.0,9.0,5.0,0.0,,,1.0,1.0,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,Defender,5,45.0,5.0,145.0,5.0,32.0,7.0,25.0,15.0,19.0,177.0,377.0,385.0,38.0,38.0,800.0,106.0,71.0,11.0,21.0,1.0,15.0,11.0,164.0,71.0,8.0,,13.0,3.0,11.0,,35.0,25.0,49.0,123.0,94.0,478.0,90.0,4.0,8.0,18.0,347.0,90.0,10.0,34.0,9.0,65.0,17.0,57.0,204.0,192.0,7.0,66.0,26.0,1.0,4.0,26.0,72.0,,31.0,9.0,29.0,2.0,19.0,4.0,1082.0,102.0,13.0,22.0,1.0,21.0,487.0,23.0,21.0,4.0,11.0,0.0,8.0,2.0,3.0,1.0,,,,,1.0,1.0,1.0,,,1.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,8wck37kx276gfzekvaue6osus,E. Di Gesù,Midfielder,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,eh7ps2hd71ls027vlzhjviuad,A. Donnarumma,Goalkeeper,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,Goalkeeper,99,3.0,,243.0,,,,,,77.0,253.0,628.0,832.0,205.0,35.0,1404.0,235.0,7.0,,37.0,,,,602.0,,1.0,2.0,38.0,,34.0,,88.0,1.0,1.0,13.0,4.0,772.0,64.0,14.0,,,627.0,160.0,37.0,1.0,1.0,278.0,,2.0,97.0,735.0,,11.0,2.0,,1.0,,,,241.0,,9.0,4.0,,,3330.0,248.0,1.0,,,8.0,1080.0,,37.0,2.0,,0.0,30.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,24.0,24.0,65.0,4.0,,1.0,12.0,2.0,5.0,23.0,300.0,1.0,4.0,92.0,55.0,,,,,,,,2.0,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,Forward,21,72.0,,125.0,8.0,18.0,8.0,14.0,8.0,4.0,169.0,390.0,406.0,14.0,2.0,729.0,125.0,53.0,6.0,27.0,17.0,8.0,4.0,91.0,3.0,27.0,1.0,8.0,25.0,7.0,2.0,12.0,2.0,74.0,177.0,146.0,449.0,93.0,,17.0,21.0,392.0,58.0,15.0,45.0,25.0,56.0,10.0,101.0,295.0,117.0,49.0,76.0,18.0,7.0,2.0,,125.0,,7.0,19.0,31.0,1.0,55.0,11.0,1233.0,60.0,10.0,3.0,15.0,4.0,466.0,10.0,27.0,29.0,12.0,1.0,2.0,,15.0,7.0,,2.0,,2.0,4.0,4.0,2.0,,3.0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,5pvovo1v6smr0ojhymu5rtst0,M. Frigerio,Midfielder,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,Midfielder,46,14.0,6.0,116.0,,9.0,,5.0,3.0,5.0,32.0,323.0,330.0,22.0,20.0,421.0,122.0,20.0,,8.0,,4.0,,89.0,1.0,11.0,,4.0,,4.0,,14.0,3.0,4.0,46.0,18.0,353.0,45.0,3.0,,3.0,308.0,16.0,7.0,19.0,,33.0,5.0,15.0,82.0,248.0,,31.0,2.0,1.0,2.0,,33.0,,10.0,4.0,28.0,,6.0,4.0,557.0,30.0,2.0,,1.0,17.0,360.0,,8.0,5.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,Midfielder,15,17.0,,18.0,3.0,7.0,2.0,11.0,2.0,2.0,76.0,152.0,152.0,6.0,2.0,282.0,84.0,35.0,,18.0,2.0,3.0,,41.0,3.0,10.0,,7.0,9.0,6.0,2.0,10.0,1.0,33.0,65.0,50.0,189.0,68.0,,11.0,8.0,146.0,30.0,3.0,21.0,9.0,22.0,4.0,43.0,117.0,35.0,20.0,22.0,11.0,1.0,,1.0,46.0,,2.0,6.0,15.0,1.0,28.0,3.0,522.0,37.0,4.0,3.0,3.0,5.0,189.0,3.0,18.0,1.0,15.0,0.0,,1.0,,,,,,,2.0,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,3tpmw6tlijytn0ahwztvedkut,T. Hernández,Defender,19,200.0,6.0,63.0,13.0,48.0,35.0,39.0,19.0,20.0,500.0,1280.0,1317.0,62.0,49.0,2477.0,713.0,209.0,16.0,33.0,3.0,19.0,15.0,526.0,194.0,27.0,3.0,37.0,46.0,33.0,,72.0,34.0,129.0,408.0,329.0,1544.0,999.0,9.0,37.0,42.0,1255.0,255.0,33.0,71.0,73.0,211.0,29.0,156.0,764.0,569.0,73.0,252.0,67.0,18.0,9.0,28.0,282.0,,58.0,29.0,79.0,4.0,93.0,16.0,2935.0,267.0,23.0,52.0,2.0,52.0,1584.0,60.0,33.0,81.0,,2.0,5.0,6.0,8.0,7.0,,1.0,3.0,1.0,6.0,7.0,5.0,,5.0,5.0,5.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,9sbx7dlressy910i8uuztf93p,Z. Ibrahimović,Forward,11,38.0,3.0,121.0,39.0,5.0,20.0,33.0,12.0,,218.0,333.0,376.0,12.0,27.0,793.0,144.0,142.0,1.0,19.0,16.0,1.0,1.0,149.0,3.0,45.0,3.0,21.0,11.0,18.0,5.0,10.0,6.0,49.0,218.0,87.0,479.0,78.0,3.0,18.0,26.0,364.0,150.0,18.0,46.0,11.0,21.0,4.0,94.0,304.0,73.0,22.0,124.0,19.0,20.0,2.0,,108.0,,4.0,61.0,131.0,3.0,149.0,22.0,1498.0,146.0,2.0,14.0,5.0,86.0,522.0,14.0,19.0,25.0,1.0,6.0,2.0,40.0,3.0,,,,7.0,3.0,15.0,15.0,2.0,,4.0,2.0,7.0,8.0,2.0,2.0,5.0,8.0,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,6.0,3.0,,,1.0,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,9rs7sa9181bsys17v0naoszfu,A. Jungdal,Goalkeeper,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,b33rlpjo3kx4477alx82si5wq,P. Kalulu,Defender,20,22.0,3.0,159.0,1.0,18.0,3.0,9.0,6.0,4.0,80.0,384.0,396.0,9.0,19.0,592.0,75.0,40.0,1.0,13.0,,4.0,1.0,182.0,25.0,13.0,1.0,12.0,1.0,10.0,,17.0,19.0,15.0,62.0,37.0,440.0,38.0,,5.0,18.0,387.0,55.0,7.0,31.0,3.0,51.0,14.0,28.0,141.0,256.0,2.0,34.0,12.0,,1.0,,36.0,,16.0,3.0,25.0,2.0,7.0,2.0,727.0,56.0,6.0,16.0,4.0,12.0,452.0,16.0,13.0,2.0,6.0,0.0,,,,,1.0,,,,1.0,1.0,,,,1.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,4ct72ovumvt09au6gpulwpjv9,F. Kessie,Midfielder,79,136.0,15.0,545.0,21.0,53.0,8.0,65.0,35.0,17.0,348.0,1726.0,1772.0,102.0,49.0,2557.0,700.0,166.0,2.0,37.0,19.0,23.0,2.0,501.0,6.0,46.0,3.0,39.0,11.0,35.0,6.0,65.0,46.0,127.0,365.0,263.0,1942.0,75.0,11.0,27.0,60.0,1670.0,167.0,36.0,112.0,43.0,269.0,30.0,173.0,904.0,870.0,51.0,192.0,48.0,13.0,8.0,,247.0,,55.0,36.0,102.0,4.0,93.0,15.0,3230.0,221.0,32.0,11.0,4.0,56.0,1993.0,11.0,37.0,40.0,1.0,5.0,4.0,1.0,,,1.0,,,3.0,13.0,13.0,3.0,,,4.0,3.0,10.0,1.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,AC Milan,AC_Milan,ehztjmhg6fsddm1fqb00547o5,S. Kjær,Defender,24,54.0,26.0,586.0,2.0,45.0,,26.0,13.0,25.0,196.0,1228.0,1300.0,117.0,120.0,1807.0,349.0,85.0,1.0,28.0,,19.0,1.0,469.0,2.0,44.0,3.0,29.0,,27.0,1.0,56.0,42.0,36.0,189.0,90.0,1397.0,73.0,8.0,5.0,32.0,1183.0,123.0,28.0,65.0,,126.0,26.0,80.0,347.0,954.0,,109.0,24.0,3.0,3.0,,73.0,,92.0,13.0,99.0,2.0,20.0,11.0,2396.0,177.0,16.0,2.0,6.0,55.0,1477.0,2.0,28.0,10.0,,0.0,14.0,1.0,,,,,1.0,3.0,,,1.0,,,2.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,18.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,
