root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Ground Duels won,Blocks,Leftside Passes,Shots On Target ( inc goals ),Total Tackles,Corners Won,Total Fouls Conceded,Foul Attempted Tackle,Unsuccessful Launches,Total Losses Of Possession,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Long Passes,Total Clearances,Touches,Rightside Passes,Unsuccessful Short Passes,Successful Crosses & Corners,Appearances,Successful Lay-offs,Tackles Lost,Successful Crosses open play,Forward Passes,Throw Ins to Own Player,Aerial Duels lost,Penalty Goals Conceded,Goals Conceded,Unsuccessful Dribbles,Goals Conceded Inside Box,Handballs conceded,Unsuccessful Passes Own Half,Interceptions,Ground Duels lost,Duels,Ground Duels,Open Play Passes,Index,Clean Sheets,Key Passes (Attempt Assists),Successful Fifty Fifty,Successful Short Passes,Unsuccessful Passes Opposition Half,Starts,Fifty Fifty,Successful Dribbles,Recoveries,Tackles Won,Duels lost,Successful Passes Opposition Half,Successful Passes Own Half,Times Tackled,Duels won,PutThrough/Blocked Distribution,Blocked Shots,Yellow Cards,Throw Ins to Opposition Player,Backward Passes,Overruns,Unsuccessful Long Passes,Total Shots,Aerial Duels,Goals Conceded Outside Box,Total Touches In Opposition Box,Shots Off Target (inc woodwork),Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Substitute Off,Aerial Duels won,Total Passes,Unsuccessful Crosses & Corners,Games Played,Total Fouls Won,Substitute On,Winning Goal,Successful Launches,Offsides,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Attempts from Set Pieces,Hit Woodwork,Goals from Inside Box,Goals,Assists (Intentional),Second Goal Assists,Left Foot Goals,Goal Assists,Home Goals,Away Goals,Foul Won Penalty,Unsuccessful lay-offs,Through balls,Right Foot Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Own Goal Scored,Saves Made from Outside Box,Catches,Saves Made from Inside Box,Penalties Faced,Goal Kicks,Penalties Saved,Punches,Goalkeeper Smother,Drops,Saves made - parried,GK Successful Distribution,Saves from Penalty,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Headed Goals,Set Pieces Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Taken,Penalty Goals,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Last Player Tackle,Other Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Final Third Touches,Goals Openplay
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,dmrj53hcw8vcffxx0lfudbob9,F. Ballo-Touré,Defender,5,32.0,3.0,12.0,3.0,14.0,1.0,5.0,2.0,3.0,70.0,176.0,182.0,4.0,3.0,379.0,80.0,18.0,6.0,10.0,,5.0,6.0,71.0,46.0,5.0,,8.0,9.0,6.0,,6.0,2.0,23.0,73.0,55.0,202.0,48.0,1.0,4.0,5.0,178.0,31.0,5.0,12.0,5.0,33.0,9.0,28.0,94.0,94.0,15.0,45.0,10.0,1.0,,10.0,45.0,,8.0,4.0,18.0,2.0,9.0,1.0,517.0,26.0,8.0,11.0,,13.0,208.0,11.0,10.0,13.0,5.0,1.0,2.0,,,,,,,,1.0,1.0,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,cknjube5flk1r5ppqthj82c5,I. Bennacer,Midfielder,4,113.0,7.0,447.0,3.0,59.0,10.0,36.0,27.0,10.0,283.0,1150.0,1192.0,93.0,13.0,1760.0,298.0,103.0,22.0,28.0,15.0,26.0,4.0,353.0,5.0,22.0,3.0,21.0,13.0,18.0,,39.0,26.0,94.0,251.0,207.0,1292.0,53.0,3.0,41.0,40.0,1099.0,163.0,24.0,77.0,29.0,186.0,33.0,116.0,661.0,553.0,36.0,135.0,34.0,4.0,5.0,,239.0,,42.0,12.0,44.0,3.0,10.0,9.0,2011.0,145.0,18.0,13.0,11.0,22.0,1337.0,57.0,28.0,25.0,4.0,1.0,1.0,1.0,51.0,31.0,,15.0,3.0,,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,1xc40u07ey12xs2y6l0zh0kr8,A. Bozzolan,Defender,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,e2vtm1318mm61db2wtj4m5p79,D. Calabria,Defender,2,91.0,7.0,407.0,2.0,71.0,5.0,16.0,11.0,32.0,266.0,856.0,873.0,38.0,30.0,1524.0,62.0,99.0,16.0,25.0,2.0,27.0,14.0,407.0,151.0,12.0,2.0,25.0,8.0,23.0,,53.0,25.0,57.0,173.0,148.0,1041.0,50.0,2.0,15.0,11.0,835.0,157.0,21.0,21.0,5.0,122.0,44.0,69.0,409.0,480.0,15.0,104.0,39.0,2.0,6.0,20.0,182.0,,86.0,14.0,25.0,2.0,17.0,12.0,1694.0,185.0,15.0,21.0,11.0,13.0,1058.0,25.0,25.0,15.0,4.0,0.0,,1.0,5.0,3.0,1.0,2.0,,,1.0,1.0,3.0,,,4.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,Midfielder,90,78.0,2.0,98.0,4.0,26.0,10.0,19.0,11.0,,157.0,277.0,289.0,6.0,8.0,614.0,71.0,74.0,1.0,32.0,8.0,14.0,1.0,106.0,9.0,30.0,3.0,19.0,16.0,17.0,,17.0,4.0,83.0,210.0,161.0,352.0,40.0,,19.0,10.0,283.0,67.0,9.0,31.0,37.0,56.0,12.0,113.0,203.0,87.0,46.0,97.0,25.0,5.0,2.0,,89.0,,1.0,14.0,49.0,2.0,65.0,10.0,1101.0,75.0,12.0,9.0,9.0,19.0,364.0,9.0,32.0,15.0,23.0,0.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,b0me6l44boibnwpbtasxoy02x,S. Dest,Defender,21,24.0,,34.0,1.0,12.0,1.0,6.0,4.0,6.0,47.0,126.0,127.0,5.0,1.0,265.0,35.0,15.0,1.0,8.0,,6.0,1.0,47.0,41.0,1.0,2.0,7.0,9.0,6.0,1.0,11.0,4.0,21.0,49.0,45.0,150.0,18.0,,4.0,4.0,122.0,16.0,2.0,8.0,8.0,29.0,6.0,22.0,69.0,59.0,14.0,27.0,6.0,,,2.0,35.0,,9.0,2.0,4.0,1.0,3.0,1.0,327.0,24.0,1.0,3.0,1.0,3.0,151.0,3.0,8.0,4.0,6.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,Midfielder,10,122.0,,240.0,17.0,32.0,16.0,29.0,9.0,3.0,310.0,539.0,563.0,17.0,4.0,1117.0,93.0,110.0,3.0,33.0,11.0,17.0,3.0,206.0,9.0,24.0,,21.0,40.0,19.0,2.0,14.0,7.0,125.0,275.0,247.0,661.0,60.0,,34.0,29.0,546.0,125.0,27.0,66.0,40.0,100.0,15.0,149.0,427.0,139.0,88.0,126.0,35.0,8.0,3.0,,146.0,,12.0,27.0,28.0,2.0,73.0,10.0,1945.0,122.0,11.0,13.0,26.0,4.0,685.0,17.0,33.0,50.0,6.0,2.0,,2.0,6.0,4.0,,,1.0,1.0,6.0,6.0,5.0,,3.0,7.0,5.0,1.0,1.0,2.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,ad1n9czqhmfe1saleourqmzth,A. Florenzi,Defender,25,7.0,,49.0,2.0,6.0,2.0,2.0,1.0,4.0,46.0,97.0,98.0,5.0,1.0,198.0,7.0,12.0,11.0,6.0,,2.0,7.0,49.0,21.0,,,1.0,1.0,1.0,,5.0,4.0,6.0,14.0,13.0,123.0,100.0,,6.0,2.0,93.0,35.0,2.0,3.0,,14.0,4.0,6.0,63.0,46.0,1.0,8.0,1.0,,1.0,1.0,22.0,,17.0,5.0,1.0,,10.0,3.0,199.0,29.0,1.0,6.0,1.0,1.0,127.0,11.0,6.0,1.0,4.0,0.0,2.0,,6.0,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,enqcaecpt5hy0qv9x5pzmkjc9,M. Gabbia,Defender,46,18.0,3.0,105.0,,17.0,,8.0,6.0,10.0,71.0,277.0,288.0,36.0,29.0,428.0,112.0,34.0,,12.0,,7.0,,108.0,1.0,5.0,1.0,14.0,,13.0,,31.0,5.0,9.0,47.0,27.0,344.0,14.0,1.0,,4.0,252.0,39.0,6.0,7.0,,37.0,10.0,14.0,67.0,221.0,,33.0,7.0,1.0,2.0,,31.0,,34.0,,20.0,1.0,1.0,,608.0,68.0,5.0,2.0,1.0,15.0,356.0,2.0,12.0,1.0,6.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,Forward,9,39.0,3.0,132.0,32.0,8.0,10.0,38.0,16.0,,294.0,320.0,350.0,5.0,23.0,853.0,135.0,197.0,,33.0,56.0,3.0,,111.0,1.0,63.0,3.0,25.0,6.0,24.0,2.0,31.0,3.0,66.0,269.0,105.0,521.0,88.0,1.0,19.0,23.0,345.0,176.0,25.0,65.0,7.0,48.0,5.0,129.0,234.0,116.0,22.0,140.0,21.0,15.0,6.0,,174.0,,5.0,66.0,164.0,1.0,162.0,34.0,2146.0,202.0,8.0,5.0,16.0,101.0,552.0,5.0,33.0,24.0,8.0,5.0,1.0,16.0,,,,,6.0,2.0,13.0,13.0,2.0,,8.0,5.0,11.0,2.0,,21.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,5.0,,1.0,,3.0,3.0,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,3tpmw6tlijytn0ahwztvedkut,T. Hernández,Defender,19,119.0,7.0,107.0,12.0,43.0,26.0,22.0,13.0,20.0,465.0,1083.0,1121.0,61.0,32.0,2189.0,519.0,193.0,31.0,32.0,4.0,19.0,16.0,464.0,239.0,15.0,3.0,31.0,36.0,29.0,,77.0,21.0,93.0,265.0,212.0,1342.0,61.0,9.0,34.0,24.0,1060.0,246.0,32.0,45.0,20.0,190.0,24.0,108.0,597.0,555.0,55.0,157.0,69.0,18.0,7.0,33.0,293.0,,69.0,34.0,53.0,2.0,74.0,22.0,2776.0,262.0,27.0,45.0,5.0,38.0,1383.0,61.0,32.0,57.0,,0.0,8.0,2.0,22.0,9.0,,11.0,5.0,1.0,3.0,4.0,3.0,,4.0,3.0,3.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,9sbx7dlressy910i8uuztf93p,Z. Ibrahimović,Forward,11,1.0,1.0,15.0,3.0,,1.0,2.0,1.0,,24.0,30.0,36.0,2.0,2.0,74.0,17.0,15.0,,4.0,4.0,,,10.0,,4.0,,4.0,2.0,4.0,,1.0,,6.0,19.0,7.0,45.0,82.0,,1.0,3.0,34.0,14.0,1.0,3.0,,3.0,,10.0,24.0,12.0,4.0,9.0,2.0,1.0,,,9.0,,,5.0,12.0,,8.0,2.0,144.0,15.0,,,1.0,8.0,51.0,,4.0,1.0,3.0,0.0,,,,,,,1.0,,1.0,1.0,,,,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,9rs7sa9181bsys17v0naoszfu,A. Jungdal,Goalkeeper,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,b33rlpjo3kx4477alx82si5wq,P. Kalulu,Defender,20,89.0,17.0,659.0,2.0,57.0,5.0,24.0,12.0,33.0,268.0,1453.0,1510.0,88.0,48.0,2152.0,285.0,119.0,7.0,34.0,1.0,18.0,7.0,599.0,72.0,33.0,4.0,41.0,5.0,37.0,1.0,84.0,41.0,47.0,206.0,136.0,1646.0,48.0,6.0,10.0,32.0,1422.0,130.0,26.0,58.0,10.0,165.0,39.0,80.0,531.0,986.0,10.0,126.0,37.0,2.0,4.0,14.0,160.0,,74.0,9.0,70.0,4.0,18.0,7.0,2542.0,193.0,24.0,21.0,1.0,37.0,1703.0,21.0,34.0,23.0,8.0,0.0,11.0,2.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,0.0,,,3.0,,,,,,,,,,5.0,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,ehztjmhg6fsddm1fqb00547o5,S. Kjær,Defender,24,16.0,11.0,222.0,,15.0,,8.0,5.0,11.0,93.0,576.0,590.0,63.0,34.0,767.0,196.0,40.0,,17.0,,7.0,,221.0,1.0,14.0,1.0,7.0,,6.0,,23.0,9.0,12.0,61.0,28.0,665.0,46.0,2.0,,8.0,527.0,69.0,12.0,16.0,,55.0,8.0,26.0,138.0,452.0,,35.0,4.0,,4.0,,41.0,,50.0,,33.0,1.0,2.0,,1010.0,90.0,3.0,2.0,8.0,19.0,680.0,2.0,17.0,1.0,5.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,Midfielder,33,78.0,11.0,263.0,3.0,40.0,2.0,16.0,12.0,3.0,158.0,797.0,814.0,25.0,19.0,1172.0,252.0,122.0,1.0,23.0,5.0,12.0,,284.0,4.0,24.0,2.0,17.0,4.0,16.0,,37.0,16.0,62.0,192.0,140.0,931.0,51.0,5.0,14.0,16.0,789.0,99.0,18.0,46.0,19.0,134.0,28.0,86.0,406.0,409.0,12.0,106.0,39.0,1.0,8.0,,149.0,,12.0,13.0,52.0,1.0,24.0,10.0,1659.0,134.0,20.0,,8.0,28.0,948.0,2.0,23.0,19.0,5.0,0.0,1.0,,3.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,b0vrtr2ie4fyllp34g9zq1qi2,M. Lazetić,Forward,22,,,1.0,,,,,,,3.0,1.0,1.0,,,5.0,,,,1.0,,,,,,1.0,,,,,,,,2.0,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,3.0,1.0,,2.0,,,,1.0,,,,,1.0,1.0,,2.0,1.0,7.0,,,,,,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,Goalkeeper,16,4.0,,192.0,,1.0,1.0,,,28.0,139.0,472.0,557.0,111.0,14.0,895.0,194.0,8.0,,22.0,,1.0,,305.0,,,2.0,21.0,,19.0,,29.0,1.0,,7.0,4.0,574.0,63.0,8.0,,2.0,446.0,105.0,22.0,2.0,,167.0,,,52.0,505.0,,7.0,,,,,,,126.0,,3.0,2.0,,,1979.0,134.0,,,1.0,3.0,691.0,,22.0,3.0,,0.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,19.0,15.0,22.0,3.0,85.0,1.0,4.0,3.0,,13.0,186.0,1.0,3.0,42.0,18.0,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,17au7v1ocl4zab872g59821yi,Junior Messias,Forward,30,81.0,4.0,230.0,11.0,23.0,15.0,24.0,13.0,5.0,204.0,402.0,406.0,19.0,26.0,837.0,27.0,91.0,2.0,25.0,4.0,5.0,2.0,128.0,22.0,41.0,1.0,19.0,21.0,17.0,1.0,21.0,7.0,72.0,219.0,153.0,509.0,58.0,2.0,13.0,19.0,387.0,109.0,19.0,27.0,34.0,69.0,18.0,113.0,268.0,140.0,35.0,106.0,28.0,9.0,3.0,2.0,128.0,,16.0,23.0,66.0,2.0,56.0,12.0,1509.0,107.0,16.0,21.0,16.0,25.0,513.0,23.0,25.0,24.0,6.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,4.0,5.0,,,5.0,2.0,2.0,3.0,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,68cu39v9m8pykapkh2b97ltqt,A. Mirante,Goalkeeper,83,,,4.0,,,,,,,,3.0,4.0,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,10.0,,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,4.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,6cowiesazkskzzljywnix5ous,L. Nava,Goalkeeper,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,1dwwsz1i6v8zwh802ujwf7emt,D. Origi,Forward,27,43.0,2.0,32.0,12.0,10.0,7.0,13.0,7.0,,138.0,119.0,127.0,4.0,13.0,388.0,50.0,50.0,1.0,27.0,7.0,5.0,1.0,46.0,,34.0,1.0,13.0,9.0,11.0,,11.0,,52.0,144.0,95.0,173.0,68.0,,10.0,15.0,123.0,53.0,10.0,28.0,16.0,33.0,5.0,86.0,91.0,37.0,34.0,58.0,10.0,6.0,1.0,,53.0,,4.0,23.0,49.0,2.0,52.0,11.0,1015.0,54.0,4.0,10.0,8.0,15.0,181.0,10.0,27.0,17.0,17.0,0.0,,6.0,,,,,,,,2.0,1.0,,,1.0,2.0,0.0,,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,ch5rw8dgb6wh99wyhd8o3t1pl,T. Pobega,Midfielder,32,34.0,4.0,101.0,5.0,27.0,4.0,30.0,21.0,7.0,113.0,296.0,304.0,24.0,11.0,517.0,96.0,64.0,2.0,19.0,5.0,11.0,2.0,121.0,1.0,20.0,,13.0,3.0,11.0,1.0,27.0,9.0,43.0,110.0,77.0,386.0,45.0,1.0,5.0,18.0,280.0,66.0,9.0,29.0,2.0,51.0,16.0,63.0,143.0,163.0,9.0,47.0,19.0,4.0,4.0,,76.0,,26.0,16.0,33.0,2.0,18.0,11.0,876.0,90.0,8.0,3.0,4.0,13.0,394.0,3.0,19.0,5.0,10.0,0.0,5.0,,,,,,,,1.0,2.0,,1.0,2.0,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,eyra5urhrm92240e7qbll736d,A. Rebić,Forward,12,40.0,1.0,67.0,13.0,10.0,8.0,18.0,11.0,2.0,204.0,172.0,179.0,6.0,5.0,491.0,71.0,101.0,5.0,23.0,15.0,2.0,4.0,96.0,3.0,15.0,2.0,11.0,14.0,9.0,,10.0,1.0,55.0,122.0,95.0,280.0,24.0,1.0,11.0,12.0,173.0,133.0,10.0,28.0,15.0,36.0,8.0,70.0,149.0,35.0,29.0,52.0,21.0,6.0,4.0,1.0,54.0,,8.0,21.0,27.0,2.0,58.0,8.0,977.0,109.0,5.0,32.0,8.0,12.0,288.0,34.0,23.0,15.0,13.0,0.0,,8.0,4.0,2.0,,1.0,2.0,,3.0,3.0,2.0,,1.0,2.0,2.0,1.0,,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,Midfielder,56,84.0,1.0,199.0,10.0,31.0,13.0,23.0,14.0,3.0,235.0,434.0,435.0,14.0,6.0,917.0,66.0,92.0,14.0,30.0,8.0,11.0,11.0,113.0,31.0,5.0,3.0,16.0,32.0,16.0,2.0,22.0,19.0,96.0,194.0,180.0,533.0,87.0,,20.0,16.0,421.0,112.0,14.0,42.0,31.0,63.0,20.0,101.0,311.0,138.0,53.0,93.0,24.0,11.0,1.0,5.0,157.0,,8.0,24.0,14.0,,51.0,14.0,1397.0,100.0,12.0,29.0,14.0,9.0,535.0,34.0,30.0,22.0,16.0,0.0,2.0,2.0,5.0,3.0,1.0,2.0,,,2.0,2.0,2.0,,,3.0,0.0,2.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,Goalkeeper,1,3.0,,81.0,,,,,,25.0,126.0,277.0,363.0,127.0,8.0,625.0,135.0,1.0,,16.0,,,,265.0,,1.0,2.0,22.0,,20.0,,41.0,1.0,,5.0,3.0,360.0,42.0,4.0,1.0,,236.0,77.0,16.0,,,127.0,,1.0,64.0,299.0,,4.0,,,,,,,117.0,,2.0,2.0,,,1440.0,118.0,,,,1.0,481.0,,16.0,3.0,,0.0,12.0,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,6.0,27.0,2.0,83.0,,6.0,,3.0,15.0,138.0,,,41.0,20.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,Defender,28,39.0,5.0,378.0,3.0,31.0,2.0,14.0,8.0,23.0,134.0,913.0,927.0,67.0,65.0,1218.0,275.0,75.0,,20.0,,5.0,,333.0,5.0,26.0,1.0,12.0,2.0,12.0,,57.0,12.0,29.0,146.0,68.0,1035.0,77.0,5.0,2.0,11.0,860.0,67.0,15.0,27.0,1.0,93.0,26.0,55.0,308.0,619.0,6.0,91.0,11.0,2.0,5.0,,63.0,,47.0,6.0,78.0,,15.0,3.0,1364.0,122.0,6.0,2.0,4.0,52.0,1049.0,2.0,20.0,7.0,5.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,Defender,23,97.0,25.0,314.0,4.0,70.0,1.0,28.0,19.0,52.0,238.0,1570.0,1685.0,167.0,77.0,2255.0,886.0,113.0,,33.0,,36.0,,567.0,12.0,30.0,2.0,29.0,1.0,26.0,3.0,77.0,29.0,42.0,232.0,139.0,1780.0,53.0,10.0,8.0,36.0,1518.0,140.0,32.0,63.0,3.0,190.0,34.0,72.0,464.0,1221.0,4.0,160.0,39.0,2.0,5.0,1.0,129.0,,98.0,7.0,93.0,3.0,15.0,3.0,2765.0,211.0,21.0,6.0,6.0,63.0,1896.0,6.0,33.0,25.0,1.0,1.0,15.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,0.0,,,4.0,,,,,,,,,,65.0,,,,,,65.0,,,,,,,,2.0,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,9sxg58hszjq17avxgumftdu22,S. Tonali,Midfielder,8,105.0,9.0,314.0,14.0,64.0,15.0,35.0,19.0,21.0,442.0,1054.0,1137.0,86.0,16.0,1917.0,410.0,190.0,29.0,34.0,15.0,23.0,8.0,429.0,19.0,18.0,4.0,36.0,10.0,33.0,2.0,58.0,25.0,68.0,206.0,173.0,1313.0,48.0,8.0,55.0,24.0,1051.0,309.0,30.0,44.0,9.0,178.0,41.0,86.0,649.0,517.0,19.0,120.0,55.0,12.0,7.0,2.0,250.0,,76.0,20.0,33.0,3.0,33.0,6.0,2720.0,266.0,25.0,40.0,7.0,15.0,1403.0,101.0,34.0,32.0,4.0,2.0,9.0,5.0,74.0,45.0,,20.0,6.0,1.0,2.0,2.0,6.0,,1.0,7.0,0.0,2.0,,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,72vim7cq99zdjjwivwtr773vu,A. Vranckx,Midfielder,40,11.0,1.0,27.0,,3.0,,6.0,2.0,,46.0,95.0,95.0,5.0,1.0,171.0,37.0,23.0,1.0,9.0,,1.0,1.0,34.0,,5.0,,3.0,3.0,3.0,,11.0,2.0,22.0,42.0,33.0,124.0,48.0,,1.0,4.0,90.0,20.0,2.0,9.0,4.0,12.0,2.0,27.0,49.0,47.0,11.0,15.0,4.0,,1.0,,26.0,,6.0,2.0,9.0,,4.0,2.0,236.0,29.0,2.0,2.0,1.0,4.0,124.0,2.0,9.0,4.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2022-2023,AC Milan,AC_Milan,fb1s5est3fuw1flrjl9isusp,D. Vásquez,Goalkeeper,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
