liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Hit Woodwork,Leftside Passes,Offsides,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Total Touches In Opposition Box,Unsuccessful lay-offs,Blocked Shots,Clean Sheets,Corners Taken (incl short corners),Goals,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Left Foot Goals,Overruns,Right Foot Goals,Shots On Target ( inc goals ),Successful Corners into Box,Successful Launches,Successful Lay-offs,Through balls,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Corners into Box,Yellow Cards,Home Goals,Away Goals,Handballs conceded,Headed Goals,Last Player Tackle,Penalties Conceded,Penalty Goals Conceded,Total Big Chances Saved,Assists (Intentional),Goal Assists,Attempts from Set Pieces,Clearances Off the Line,Foul Won Penalty,Goals from Outside Box,Penalties Taken,Penalty Goals,Straight Red Cards,Total Red Cards,Direct Setpiece Goals,Set Pieces Goals,GK Successful Distribution,Goal Kicks,Own Goal Scored,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Catches,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target,Drops,Goalkeeper Smother,Second Goal Assists,Other Goals,Crosses not Claimed
Italy_Serie_A,2025-2026,Torino FC,30gsjr0xlmjulnz227zfxga8l,D. Zapata,Forward,91,75,42,33,26,65,1,69,9,139,76,63,192,43,2,26,18,13,64,34,30,1,9,199,39,15,3,28,62,10,9,8,17,,,8,141,107,51,150,1,2,,,982,23,15,14,23,127,216,158,3,58,394,7,7,9,1,3,58,7,55,0,,46,7,8,6,23,56,5,10,,,3,5,3,2,,,2,15,,1,16,,4,6,,,,3,0,4,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,536xixhoric6hoimktme1kftg,J. Arizala,Midfielder,20,2,1,1,9,19,,33,1,18,7,11,37,16,,9,1,1,16,6,10,1,1,53,16,4,3,5,17,1,,,9,,,2,48,32,17,47,4,3,5,12,123,5,2,,1,22,54,49,7,5,104,5,5,3,,,6,4,5,0,,2,,,2,1,4,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,2wwbf11c9mc2psxaa8p58qnmc,A. Atta,Midfielder,14,40,19,21,30,242,1,456,20,309,173,136,616,269,9,30,34,30,269,154,115,19,29,930,238,54,18,105,253,32,27,10,3,14,9,33,771,523,284,760,10,15,,18,2383,119,35,23,31,397,952,793,25,159,1546,37,23,54,11,33,163,33,126,1,3,188,8,17,61,36,83,2,17,5,23,5,4,4,4,1,3,4,19,6,2,18,2,5,3,1,13,3,0,5,4,,,,3,,3,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,dqazrm2wmu9zqpvp8xbeeb7jd,V. Bayo,Forward,15,53,30,23,14,27,1,23,3,84,53,31,82,18,5,14,11,10,31,23,8,,1,103,9,5,3,12,31,3,4,4,10,,,2,76,56,24,78,1,1,,,428,10,2,14,5,59,107,80,2,27,179,1,1,4,2,3,23,5,24,0,,31,5,11,1,13,20,1,,,,,1,,,,1,,2,,,6,,1,3,,,,,,1,,,,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,8kioh2rzit592d4zwjoqsftas,N. Bertola,Defender,13,55,22,33,26,95,14,173,5,151,68,83,121,301,8,26,25,21,96,46,50,21,9,737,80,29,14,63,169,10,18,7,8,,,49,574,209,393,553,15,19,10,23,1684,17,82,19,11,228,772,602,34,170,1083,8,8,11,49,80,133,45,90,0,,207,,6,5,10,28,,2,1,,,4,,,,,,4,,8,1,,3,1,,,3,,,2,,3,,4,2,1,1,,2,,,,,,,,,9,10,,1,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,6ffcfr6a1l2p5crr71rb5szys,Iker Bravo,Forward,17,6,5,1,8,12,,15,,21,17,4,39,10,2,8,1,1,15,12,3,,3,38,10,5,1,10,12,3,3,3,5,,,3,31,23,13,33,,1,,,204,7,,3,1,26,44,36,1,8,75,4,1,1,,,10,2,8,1,,10,,,1,1,4,,3,,2,1,,1,1,,,1,1,,1,,,,,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,Forward,18,93,43,50,23,32,,37,2,158,82,76,100,52,7,23,14,11,65,39,26,2,11,156,19,13,7,17,33,11,5,5,18,1,1,2,94,76,22,95,2,8,,,790,18,12,20,16,112,159,97,10,62,295,1,1,7,1,1,52,11,61,2,,42,3,2,2,8,30,2,4,,,3,3,3,3,3,2,,6,,,11,,2,2,3,,2,2,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,5ixphgl5p99r4ddtde8iun02c,A. Camara,Midfielder,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,bdg3xeth77c0nw61hvj5fct0p,K. Davis,Forward,9,128,73,55,28,93,3,154,16,305,162,143,300,66,10,28,26,24,177,89,88,2,24,344,87,7,2,73,74,28,25,16,3,,,7,263,190,93,276,6,5,,1,1928,52,24,39,47,197,364,283,11,81,689,3,3,14,2,2,70,14,79,0,1,131,10,13,30,37,115,5,10,1,,10,2,5,10,8,2,1,24,,,47,1,6,7,7,,5,4,6,5,1,,,3,,2,4,,,2,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,dfckk0xst90yjlep74tvups5x,K. Ehizibue,Defender,19,27,15,12,31,113,3,123,7,171,92,79,230,158,17,31,22,20,144,77,67,12,8,448,56,31,15,71,29,7,19,10,12,4,4,20,357,178,188,342,8,31,40,98,1720,35,49,34,22,219,454,362,39,92,884,26,26,19,9,18,85,33,74,1,,154,2,3,7,5,20,1,2,4,,2,2,2,2,,1,2,2,,4,3,1,2,1,1,,5,1,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,Midfielder,32,38,23,15,31,173,6,182,8,181,84,97,379,174,13,31,30,27,143,61,82,15,24,631,109,41,21,89,156,27,27,22,4,5,1,8,497,332,181,500,19,28,5,9,2203,29,26,22,19,224,643,508,47,135,973,27,17,9,13,22,129,33,113,4,,140,3,12,16,27,54,3,6,2,14,5,3,4,3,,2,3,15,4,1,12,1,4,4,3,7,1,2,3,,2,,,4,,,3,6,,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Udinese Calcio,6pzskxh8wy2b4gaf4kj6zuivo,S. Goglichidze,Defender,2,10,5,5,8,20,1,35,1,33,13,20,13,76,2,8,7,5,23,8,15,8,2,172,12,3,1,13,18,2,4,,4,1,1,32,138,52,99,118,3,8,,2,422,1,16,5,4,41,184,150,11,34,249,1,1,,6,15,28,7,19,0,,70,,2,,3,6,,,,,,2,,,,,,1,,1,1,,,1,,,2,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,71u496icvidir8qgjqut39qms,I. Gueye,Forward,7,36,17,19,17,22,2,24,3,72,38,34,80,11,2,17,6,4,36,21,15,3,4,63,10,10,7,6,14,4,1,2,16,1,1,,43,32,13,44,2,3,,,349,8,4,14,8,52,64,44,5,20,155,3,3,2,,,20,3,20,0,1,17,3,5,2,10,25,,6,,,1,2,1,1,,,1,5,,,6,,,3,1,,2,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,5ljs2bj3wwiurcyxiwka2i8d1,C. Kabasele,Defender,27,99,35,64,28,46,20,147,2,181,72,109,28,184,9,28,27,23,82,37,45,34,1,758,55,9,7,53,250,1,26,10,2,,,46,663,136,563,653,6,11,,3,2147,4,148,32,25,112,794,699,17,95,1112,,,,24,46,63,32,49,1,,314,1,2,5,8,16,,2,6,,3,4,,3,,,1,6,,12,1,,,,3,,5,3,0,2,2,1,,6,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,95qrrtlyz4ikkzjbgy6exbnit,H. Kamara,Defender,11,25,9,16,25,153,3,201,15,130,55,75,363,253,5,25,25,22,105,46,59,23,20,675,121,32,10,68,242,21,21,11,4,16,14,29,551,314,267,536,9,22,35,105,1790,26,55,15,11,277,690,565,31,125,1153,59,54,15,26,41,149,35,84,0,2,42,,8,17,13,30,,3,4,8,,3,,,,4,,5,2,5,4,,6,1,,3,4,,,3,,1,1,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Udinese Calcio,agnmzpaj62lzsavtq43uxt4gl,J. Karlström,Midfielder,8,54,24,30,34,169,16,283,6,219,102,117,263,446,26,34,43,38,165,78,87,34,16,1216,136,39,23,135,353,16,34,6,,2,2,50,976,509,532,989,19,33,,5,3003,24,74,39,28,308,1282,1039,52,243,1674,9,9,11,57,84,180,72,159,0,,314,1,7,10,9,21,2,9,10,,1,5,,1,,,1,2,,14,16,1,1,,1,,5,1,0,1,,,1,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,6rbsjfwx4pon2d1vu3k7ojxuc,T. Kristensen,Defender,31,117,43,74,26,82,22,336,3,202,89,113,85,368,11,26,29,25,85,46,39,24,3,1078,166,17,8,75,284,3,26,2,,1,1,78,921,308,657,886,11,15,4,9,2326,8,186,25,8,190,1127,964,26,163,1493,3,3,6,27,64,117,49,99,0,,393,1,3,5,9,21,,2,9,,3,4,,3,,,,6,,11,2,,,1,3,,4,2,1,,3,1,,2,,,,,,,,,,,,,,20,22,,2,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,13o5eskqs8b88yerwltk0tivp,S. Lovrić,Midfielder,4,4,2,2,11,31,,54,3,48,25,23,85,55,4,11,7,7,44,23,21,5,7,162,30,3,,20,36,8,2,3,9,13,2,9,137,97,63,138,7,8,,3,350,9,9,5,2,68,172,147,15,25,289,25,9,2,1,8,47,3,17,0,,50,,4,4,5,7,,,,22,,,,,,,,1,9,1,1,1,3,,,11,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,9785y6kolfs8e6yxbl7o4xzis,L. Miller,Midfielder,38,21,7,14,22,56,2,64,3,94,38,56,123,119,9,22,12,11,73,31,42,6,9,311,25,20,9,47,87,11,7,7,15,5,,11,239,138,121,243,10,9,,4,831,13,17,12,15,127,328,254,19,74,500,19,6,5,10,18,73,20,56,0,,66,,6,8,7,11,,2,,20,,1,,,,1,,1,5,3,4,1,3,,,11,3,,,1,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,bn7otu1q0vxbdq0qga3ys9el0,B. Mlačić,Defender,22,7,5,2,6,14,2,19,,17,11,6,3,30,2,6,,,10,6,4,2,,71,9,1,,4,8,,2,2,4,,,5,61,17,46,58,,3,,1,152,1,6,4,,12,73,63,3,10,92,1,1,,2,3,7,4,7,0,,21,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,cnop9ik6yyu7ozratrz5r54pg,A. Nunziante,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,70ps22rygrlq3msxgwmesowyx,M. Okoye,Goalkeeper,40,6,,6,28,,,134,,11,2,9,,586,2,28,30,26,5,2,3,,2,617,59,,,191,116,2,28,,,,,196,441,157,391,352,,,,,2437,,27,2,4,311,856,548,,308,1062,,,,181,303,244,64,5,0,,154,,,,,,,,10,,,4,,,,,,,,92,,,,,,,1,,,,,,1,5,13,,,,,,,,,1,1,,,135,131,,62,,21,6,1,14,73,46,26,1,,25,,4,3,,,2
Italy_Serie_A,2025-2026,Udinese Calcio,al3t9fzj4ab55yux0zkd1jkr9,D. Padelli,Goalkeeper,93,,,,2,,,8,,,,,,32,,2,2,2,,,,,,48,6,,,17,25,,2,,,,,7,36,2,40,35,,,,,180,,2,,,21,63,42,,21,76,,,,16,21,17,4,,0,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,12,8,,4,,,1,,,3,2,1,,,1,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,b4qo4uwejb2o323k7lgefzac4,M. Palma,Defender,16,11,3,8,5,3,1,9,,17,7,10,4,29,1,5,3,3,6,4,2,2,,50,3,2,1,6,3,,1,1,4,,,2,37,14,26,38,2,,1,3,116,1,9,3,,18,53,40,2,13,79,1,1,1,5,7,9,5,6,0,,18,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,4muycctq24hkus043vf8cemms,D. Pejičić,Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,7qk6gr48g3n1jfzz2tgb3iz1l,J. Piotrowski,Midfielder,24,40,19,21,32,77,8,189,7,196,88,108,253,179,13,32,22,19,156,69,87,17,10,526,90,35,22,79,127,11,19,15,13,,,18,432,259,186,427,22,23,,10,1643,30,34,27,29,185,540,445,45,95,885,24,18,16,11,19,92,27,76,0,1,157,2,13,13,22,43,,14,1,10,1,3,1,1,1,3,,9,,2,12,2,1,3,1,6,2,1,0,,,,1,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,35s5mefte5hagf4wjv96u9756,Rui Modesto,Midfielder,77,4,3,1,3,11,,9,2,16,9,7,42,16,,3,2,2,12,6,6,1,1,44,4,5,1,4,14,2,,,3,2,2,1,32,21,13,31,2,4,2,9,117,5,2,,,24,44,32,6,12,82,3,3,3,1,3,12,3,9,0,,3,,,,1,4,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,9kp0q3f77gz8f5e2qumj6kpyi,R. Sava,Goalkeeper,90,,,,7,,,14,,1,1,,,106,,7,14,12,1,1,,,,113,7,,,46,28,,6,,1,,,20,96,17,112,109,,,,1,619,,7,,,44,172,129,,43,222,,,,27,42,35,8,1,0,,38,,,,,,,,1,,,2,,,,,,,,9,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,51,38,,11,,2,,,3,14,7,5,,2,3,,,1,,,
Italy_Serie_A,2025-2026,Udinese Calcio,cet0tgjv82l6ao07ij1ylgp9l,O. Solet,Defender,28,83,34,49,33,139,19,593,7,300,118,182,269,626,12,33,40,35,217,84,133,42,20,1755,333,29,17,155,718,21,32,3,1,2,2,139,1557,645,1066,1570,20,50,2,10,2781,38,119,29,28,301,1917,1709,70,208,2440,13,13,16,43,95,144,77,113,0,,434,2,17,37,22,43,,8,10,,3,5,2,2,,4,3,5,,8,,2,3,3,1,,1,1,2,4,,3,,4,,1,1,,,,1,1,1,,,,,80,83,1,3,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Udinese Calcio,c90uy2n7hxklz3vys64v031g4,G. Venuti,Goalkeeper,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,5f1dum9uu94se6fo201wl2tck,G. Vinciati,Forward,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,Midfielder,10,55,37,18,32,133,,356,28,375,235,140,591,169,24,32,27,22,320,198,122,4,45,514,176,39,15,92,74,51,28,18,4,33,6,27,394,341,144,425,6,22,2,2,2269,124,,62,61,449,579,452,28,127,1239,91,37,61,1,18,199,19,109,2,3,203,6,25,33,47,91,1,25,2,64,5,5,5,5,3,5,1,22,20,1,20,5,7,6,4,41,8,1,4,6,1,,,5,,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
Italy_Serie_A,2025-2026,Udinese Calcio,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,Defender,59,25,8,17,19,98,5,110,10,115,54,61,222,97,12,19,18,15,90,46,44,7,13,347,63,30,13,50,14,15,16,15,3,12,12,9,279,158,134,271,6,19,18,76,1290,21,36,16,5,153,348,280,25,68,655,27,27,19,9,13,70,25,55,1,,139,1,2,14,3,16,,,,1,1,3,,1,,1,1,1,,4,4,,3,,,,1,0,1,,,,,4,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,488vwilxllk6nhf4o1wrh0gve,Oier Zarraga,Midfielder,6,14,6,8,23,28,3,40,1,54,34,20,54,51,4,23,10,9,40,28,12,6,2,152,17,7,6,26,35,2,2,1,21,2,1,4,136,83,59,136,,6,2,7,447,5,14,8,5,39,156,140,6,16,241,10,4,2,5,7,21,5,9,0,1,42,,1,1,2,6,,2,,6,,1,,,,,,1,1,2,1,,1,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Udinese Calcio,918sxflcvngsy0xvc9dh3jaei,J. Zemura,Defender,33,21,15,6,15,44,4,101,12,131,76,55,211,134,17,15,15,14,110,61,49,7,10,283,53,28,10,43,94,11,12,4,3,9,7,13,199,152,68,198,11,18,15,74,1017,31,26,22,11,181,296,211,29,85,610,25,20,19,16,24,85,25,61,0,,24,2,3,9,4,38,,1,2,3,,1,,,,,,1,2,3,,,2,,,1,3,,,2,,,,1,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,Goalkeeper,1,13,2,11,32,,,177,,16,3,13,,808,,32,46,40,3,1,2,,,868,67,1,,313,230,,32,,,,,246,586,152,615,521,,,,,2880,,30,,5,467,1226,767,,459,1597,,,,251,452,352,107,7,0,,188,,,1,,,,,10,,,6,,,,,,,,93,,,,,,,,,,,,,,3,18,,,,,,,,,,,,,276,204,,88,,30,5,2,10,121,71,49,2,3,38,,8,7,,,
Italy_Serie_A,2025-2026,US Cremonese,342zbrh4dy6y3ohsew14b2ulm,T. Barbieri,Defender,4,49,26,23,27,109,8,174,22,220,111,109,330,185,21,27,25,24,171,85,86,13,9,513,104,52,19,55,43,10,17,7,10,9,9,37,379,220,175,349,18,27,16,61,1636,27,31,39,26,283,520,386,45,134,987,66,65,17,28,46,168,32,88,0,,183,1,6,16,8,25,,6,2,,,1,,,,2,,2,,8,9,,2,1,,,7,,,1,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,Defender,6,103,46,57,29,101,33,235,4,193,100,93,53,419,11,29,38,31,90,54,36,26,2,1214,111,19,14,80,377,2,29,1,,1,1,64,1038,259,880,1074,13,13,1,2,2541,4,187,45,9,206,1316,1138,26,178,1689,7,7,1,60,95,135,50,83,0,,419,1,4,1,9,20,,3,8,,2,7,,2,,1,,5,,10,,,,1,2,,2,0,2,2,2,,1,2,1,,,,,,,,,,,,,46,46,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,Defender,15,77,30,47,25,86,18,214,1,177,71,106,87,457,3,25,33,29,100,41,59,17,2,1048,83,21,13,45,348,4,23,9,2,1,1,71,870,299,637,864,15,29,34,73,2017,4,123,25,14,234,1115,935,44,180,1514,5,5,2,43,95,127,58,85,0,,224,,5,2,6,13,,1,4,,,4,,,,,,1,,8,2,1,1,1,,,3,,,4,,,2,3,1,1,2,,1,,,,,,,,,12,13,,1,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,Forward,90,25,17,8,33,253,,203,10,235,115,120,423,171,10,33,41,35,210,98,112,9,12,749,73,27,9,80,137,13,29,17,4,6,6,41,627,415,272,640,11,16,,1,2378,55,9,25,75,259,803,681,27,122,1197,19,19,22,5,15,120,21,107,3,2,242,4,24,10,54,66,1,18,2,,9,6,5,8,9,1,,30,,,52,4,3,5,6,,3,4,5,2,,,,2,,1,1,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,98x5xrku2jffo0in2u2htazca,W. Bondo,Midfielder,38,18,12,6,27,187,3,219,2,173,88,85,141,175,19,27,30,25,155,76,79,8,3,759,107,20,12,82,225,3,22,14,5,,,26,680,288,409,671,17,14,1,1,1769,31,9,39,33,140,776,697,31,79,1004,3,3,11,10,19,52,30,60,0,,189,,3,15,5,13,,3,4,,,5,,,,2,,2,,1,28,,,,,,5,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,a7gi41760sk45wbkpbps3njdh,M. Castagnetti,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,9mldc318nq0tli73wjh6ueket,F. Ceccherini,Defender,23,27,11,16,9,28,5,33,,53,21,32,38,87,6,9,13,11,26,10,16,7,1,210,11,10,3,15,47,2,6,5,3,,,9,166,56,125,172,5,2,7,22,480,1,25,10,9,63,226,181,7,45,339,3,3,,14,23,30,18,22,0,,64,,3,1,5,7,,,,,,2,,,,,,2,,2,,,1,,,,1,,,1,,,,,,1,1,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,587lj5txpervhinszdat4j9wp,M. Collocolo,Midfielder,18,6,3,3,6,27,1,24,3,21,12,9,30,24,1,6,4,4,15,9,6,1,2,107,9,5,2,11,26,2,5,2,1,,,3,89,31,60,88,,3,,1,310,5,2,2,2,39,109,91,3,18,154,5,5,,1,5,15,8,13,0,,32,,,1,1,5,,1,1,,,,,,,1,,1,,1,6,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,dvvtx09hkl46bnq5fqjqbd8tl,M. De Luca,Forward,9,4,3,1,2,1,,2,,7,5,2,7,1,1,2,,,3,2,1,,,5,2,,,,2,,,,2,,,,1,1,,1,,,,,14,,,1,1,5,5,1,,4,11,,,,,,3,1,4,1,,1,,,,2,2,,,,,1,,,1,,,1,2,,,,,,1,1,,,1,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,Forward,9,92,20,72,22,27,,9,2,112,30,82,115,61,2,22,12,12,20,10,10,,4,155,3,3,,9,39,5,3,2,19,,,3,72,59,15,71,1,,1,,444,4,10,5,9,101,157,74,1,83,219,2,2,2,1,2,80,5,81,0,,30,2,7,1,12,40,3,3,,,,,,,,,,5,,,10,,2,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,5y65alckrn3nmcjifxoaor52i,M. Faye,Defender,30,10,7,3,8,22,2,25,,29,12,17,33,45,1,8,3,3,19,5,14,6,1,121,14,4,1,16,46,1,2,2,6,,,8,94,39,58,89,1,6,1,7,250,1,7,2,4,37,124,97,7,27,176,6,4,,4,8,22,11,19,0,,11,,,3,,4,,2,,,,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,US Cremonese,44fc7ap1vj3q036o0dzvipi50,N. Faye,Forward,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
