liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goal Assists,Goalkeeper Smother,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Saved,Assists (Intentional),Corners Taken (incl short corners),Goals Openplay,Goals from Outside Box,Handballs conceded,Left Foot Goals,Overruns,Successful Corners into Box,Successful Lay-offs,Through balls,Times Tackled,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful lay-offs,Foul Won Penalty,Right Foot Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Red Cards,Attempts from Set Pieces,Red Cards - 2nd Yellow,Penalties Faced,Second Goal Assists,Hit Woodwork,Penalties Taken,Penalty Goals,Penalties Off Target,Own Goal Scored,Other Goals,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Portugal_Primeira_Liga,2025-2026,CD Tondela,7qcwyfa4ucuvxo1k2cd9oijt,Y. Sithole,Midfielder,15,63,37,26,26,126,,6,120,2,,172,98,74,147,212,18,,26,,1,26,25,1,1,109,61,48,,9,5,,166,,665,3,47,20,15,88,168,5,2,2,16,10,10,,,5,4,29,529,284,252,507,14,20,1,1541,,36,37,9,190,672,4,536,34,14,136,889,9,23,94,46,113,6,0,1,1,,,,,,,,,,,,,,,1,,,2,,,,10,,15,,1,4,3,10,3,,,,1,,,,,,,,,,,,,,1,,,,
Portugal_Primeira_Liga,2025-2026,CD Tondela,210xmaquqj9ouxnxm0bwbiwyy,Tiago Manso,Defender,48,29,16,13,28,113,8,6,149,1,9,181,95,86,270,244,25,,28,,1,31,27,4,1,152,79,73,,17,9,,126,1,521,4,90,44,26,69,54,10,7,7,17,8,11,8,8,13,7,37,396,231,185,371,9,32,81,1536,2,51,32,20,252,537,14,408,41,24,129,986,29,55,121,52,74,7,1,0,0,,,,,1,,,,,,,,2,1,2,,,,,2,,2,,17,3,1,44,43,9,,3,1,31,1,1,4,,,,,,,,2,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Tondela,6o2tffdjtdueojbhahe3w66i2,R. Vita,Defender,21,4,2,2,4,10,,1,19,,1,22,13,9,36,39,4,,4,,,3,3,,,18,11,7,,1,,,5,,93,,10,,,15,41,,3,,2,1,2,,,,,1,77,42,37,78,2,2,13,227,,5,8,3,34,95,3,79,4,1,16,148,4,9,22,,7,2,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,6,,,,,9,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Tondela,e6dt8ubzcjgmvgduirzvh5qi2,Xabi Huarte,Midfielder,14,4,3,1,5,2,,,13,,,18,11,7,26,14,2,,5,,,3,2,1,,14,8,6,,,1,,9,,33,1,9,4,3,4,8,1,2,2,1,1,4,,,,,1,29,24,5,28,2,3,,134,1,1,2,1,20,33,4,29,5,6,4,63,,,4,1,4,,,,0,,,,,,,,,,,,,,,1,,,,,,,2,,4,,1,1,,3,,,,,,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Tondela,a1eds451v0v1k6qmknigleo0k,Yarlen,Forward,67,4,3,1,11,15,2,,46,,6,55,29,26,105,27,4,,11,,,11,11,,,51,26,25,,7,5,,12,3,77,2,35,13,6,16,23,4,2,3,5,4,6,1,1,11,,1,43,31,13,42,1,6,3,452,1,4,4,7,83,77,5,43,7,16,34,194,2,4,46,7,30,,,,0,,,,,,,,,,,,,,,1,,,,,1,,2,1,16,2,1,19,18,14,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Tondela,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,Forward,26,14,6,8,10,8,2,1,28,,2,27,11,16,54,20,2,,10,,,10,9,1,,13,5,8,,3,4,,23,3,61,1,15,7,4,8,10,4,3,,2,2,8,,,3,,2,47,33,14,45,4,,1,237,1,2,3,1,31,61,3,47,4,16,14,108,,,17,2,14,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,5,2,,,,,,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,dzloubt7sgfwbg2vdwl84ce1g,Alexandre Sola,Midfielder,63,17,9,8,16,55,1,3,79,,,75,39,36,21,63,7,,16,,,16,15,1,,58,30,28,,23,1,,65,,237,4,27,13,6,33,66,1,1,,10,9,6,,,2,1,3,199,67,143,207,3,7,,705,1,11,14,16,70,249,1,210,10,2,39,375,1,5,24,15,34,2,,,0,,,,,,,,,,,,,,,,,,3,,,,7,1,17,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,3lkglwuklpf2aaptuk2lm1wr8,Alisson Souza,Forward,80,4,2,2,5,4,,,13,,1,18,12,6,31,5,2,,5,,,2,2,,,14,10,4,,,,,6,1,20,,9,5,3,4,5,,2,1,,,5,,,2,,,14,12,2,14,,,,84,1,2,2,2,22,20,3,14,,7,6,52,,,5,2,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,1,8,,,1,1,5,,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,b9bz5r34tmt9ji5306z5a7koa,L. Antonetti,Forward,7,16,11,5,12,13,,1,17,,2,47,28,19,40,9,,,12,,,6,6,,,31,17,14,,1,,,10,,37,2,6,3,2,7,7,,1,3,3,3,9,,,4,,1,25,16,11,26,2,2,,305,1,8,7,7,37,39,4,27,4,10,12,106,,3,13,2,9,,,,0,,,,,,,,,,,,,,,,,,1,,,,7,,10,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,172ffv5hxcfkze13jwr1mln56,Bernardo Schappo,Defender,14,132,35,97,26,59,1,19,273,6,1,245,87,158,53,527,18,16,26,17,,32,29,3,,113,52,61,,27,4,2,235,1,1052,5,150,24,17,93,300,4,7,1,24,5,2,,,3,11,85,839,279,621,815,16,27,1,2054,1,160,28,16,250,1121,8,900,43,30,221,1493,36,120,158,63,101,6,,,0,,,,1,,,,,,,,,,,,,,1,,,,1,1,10,,,,,3,1,,,,,1,1,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,Forward,26,,,,4,10,,,12,,,4,3,1,30,10,,,4,,,1,,1,,4,3,1,,1,2,,10,2,38,,8,5,,4,10,2,,,,,4,6,5,1,,,32,24,16,34,,,1,89,,,1,,20,40,,34,,1,6,64,1,2,14,4,4,,,,0,,,,,,,,,,,,,,,2,,,,,,1,3,,1,1,1,12,11,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,Defender,24,11,5,6,11,46,,1,73,2,6,69,18,51,90,105,4,,11,,,13,11,2,,58,13,45,,13,8,,10,,264,3,41,16,6,32,122,8,1,,11,5,,9,5,13,1,15,197,99,121,196,6,9,57,895,,15,7,18,122,283,1,211,15,1,72,499,16,29,66,24,43,,,,0,,,,,,,,,,,,,,,7,,,,,1,3,,1,5,2,4,18,10,1,,,,11,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,a0ph9oziooelfbfm8p0uinuvo,Gonzalo Calçada,Forward,28,1,1,,1,,,,1,,,3,3,,,,1,,1,,,,,,,2,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,12,,1,1,,1,,,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,bvmwd6h6tfrbmx5ws6402eu7e,A. Chernev,Defender,79,37,14,23,15,25,1,3,84,2,1,86,39,47,18,161,1,9,15,9,,17,16,1,,49,25,24,,2,2,,73,,410,2,36,7,3,29,177,2,5,,12,3,3,1,1,1,5,31,346,65,307,340,12,7,,1018,2,46,13,4,76,436,5,371,19,9,65,552,12,25,35,31,40,4,,,0,,,,,,,,,,,,,,,,,,,,,,1,,7,,,1,1,4,,,,,,2,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,21tehhu2uupm1rktj9r0gdq8k,S. Commey,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,5p6vqpchuts1foxujoyhiy7l5,David Grilo,Goalkeeper,22,,,,1,,,,5,,,,,,,28,,9,1,5,,2,2,,,,,,,,,,4,,27,1,4,,,9,6,,,,1,,,,,,6,8,13,6,12,10,,,,90,,1,,,20,38,,18,,,20,47,16,20,15,5,,,,,0,,,,2,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,4mp7ydk6ngfxzjrwpbh8whkkq,Diogo Pinto,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,c7ssypokoa0z3mts1d6bpwu8k,E. Doué,Midfielder,39,13,7,6,14,57,,2,108,,1,100,47,53,72,80,9,,14,,1,14,12,2,1,87,40,47,,10,7,,117,,338,2,40,22,9,54,87,7,2,2,9,9,5,1,1,19,1,23,281,149,136,261,5,13,1,810,,20,15,10,102,341,4,284,18,7,57,497,6,15,34,25,42,4,1,0,0,,,,,,,,,,,,,,,,1,,,,1,,15,4,19,,,2,2,7,1,,1,,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,5jj7ybunxj9w72lia5ftzfbvt,Dudu,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,7zrksvjdvw9nvl8ykfsajciz8,P. Fuhrer,Midfielder,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,Forward,7,4,2,2,2,8,,,8,,,16,7,9,17,10,1,,2,,1,3,3,,1,12,5,7,,,2,,1,,25,1,3,2,1,5,7,2,,1,2,2,,,,2,1,3,16,10,7,14,,2,10,128,,3,1,4,18,26,1,17,2,1,9,61,,2,4,5,7,,1,0,0,,,,,,,,,,,,,,,,1,,,,2,,,,4,,,,,2,,,1,2,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,bpfy0as935rys6xvhknl0ji1g,João Gastão,Forward,89,24,14,10,8,9,,1,8,,1,40,24,16,43,6,3,,8,,,5,5,,,16,10,6,,3,3,,12,2,34,1,6,2,2,6,7,4,2,1,4,4,4,,,,,2,24,19,5,22,1,1,1,282,,2,5,4,22,34,3,24,2,14,10,78,,,12,,10,2,,,0,,,,,1,,,,,,,,,,,,,,,,,2,,6,1,,2,2,2,,,,,,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,8rit3sy7us8njpry3b8sqwcq2,Alan Godoy,Forward,13,19,12,7,6,18,3,,14,,2,45,28,17,44,11,3,,6,,,3,3,,,26,16,10,,3,1,,7,1,45,1,9,11,4,10,14,1,4,1,3,3,3,,,1,,,27,15,17,32,1,3,,300,1,1,10,6,34,50,5,32,4,11,18,100,2,2,14,5,16,,,,0,,,,,,,,,,,,,,,,,,1,,1,,2,,5,,,1,1,2,1,,,,,,,,,1,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,1lvm6o9yzcuqhfbw2wpk6en3e,Guilherme Montóia,Defender,21,13,8,5,11,29,1,,75,1,2,76,44,32,79,90,3,,11,,,13,13,,,63,36,27,,6,3,,12,1,215,2,47,15,4,37,92,3,,1,4,3,7,3,2,3,2,7,159,69,100,159,4,13,38,524,,9,13,7,105,223,1,166,17,5,57,376,2,9,53,19,48,2,,,0,,,,,,,,,,,,,,,2,,,,,,1,,,17,1,,15,15,9,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,440x44utqxoe1yslxbpsi0aac,Henrique Poniewas,Forward,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,34e59kt77fthmmbc8sp9mya96,K. Höög Jansson,Midfielder,6,38,12,26,13,37,2,7,63,1,,90,38,52,54,101,8,,13,,,17,15,2,,52,26,26,,14,3,,77,,328,5,21,14,8,28,125,3,4,,10,5,3,,,4,3,19,268,115,163,259,7,11,2,814,1,35,15,5,81,340,4,278,18,6,62,471,12,30,47,18,32,3,,,0,,,,,,,,,,,,,,,,,,,,,,5,,4,,,3,3,1,,,,,,2,,,,1,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,ak2fcc8ar26rth586bc2pjxex,I. Dramé,Defender,5,,,,1,,,,4,,,,,,,2,,,1,,,,,,,,,,,,,,,,5,,3,,,,3,,,,,,1,,,,,,5,2,3,5,,,,3,,,,,,5,,5,,,,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,cf78y2z7i9uw5eekbsj5jwstl,Jefferson Encada,Defender,17,27,17,10,26,158,,9,169,1,7,130,62,68,238,203,9,,26,,,31,30,1,,103,45,58,,16,12,,199,1,577,5,114,30,4,82,35,14,1,1,17,8,9,12,12,19,3,13,485,223,292,490,9,16,106,1545,,40,26,14,204,595,2,503,25,16,92,993,11,21,89,45,71,7,,,0,,,,,2,,,,,,,,,2,2,,,1,,3,,1,1,17,5,,42,42,12,,,,19,,2,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,5ylr8boyq9fylcl1l72lendhw,Jorge Meireles,Forward,18,14,9,5,22,57,6,1,77,1,5,108,50,58,154,75,7,,22,,,16,15,1,,94,41,53,,9,10,,52,1,245,3,40,17,7,59,78,12,3,3,7,5,15,5,3,12,,19,190,128,82,186,2,6,4,744,,6,14,34,129,262,6,205,8,12,57,460,2,12,71,10,45,1,,,0,,,,,2,,,,,,,,,2,13,,,,,,2,4,1,21,1,9,24,13,10,1,1,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,tkhdcvew2hyrrztin61sfw89,Jovane Cabral,Forward,11,31,18,13,27,148,13,1,227,,12,250,114,136,259,179,26,,27,,7,31,30,1,7,219,96,123,2,9,19,,112,3,607,6,96,26,15,108,200,20,19,23,17,14,10,5,2,31,,38,475,272,239,468,7,28,6,1678,3,10,43,57,286,639,42,506,35,43,133,1067,3,28,128,27,105,5,4,3,2,,,,,1,,,,,,,,,1,13,4,,1,1,5,1,28,8,48,4,10,22,7,20,2,1,4,,4,,,,,15,,,,4,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,754ho66ss67pjrlqf3fwth27e,João Resende,Forward,26,1,,1,2,1,,,1,,,1,,1,1,3,,,2,,,,,,,,,,,,,,1,,7,,1,,,3,2,,,,,,2,,,,,,7,1,6,7,,,,9,,,,,1,7,,7,,,,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,Defender,2,,,,3,4,,,6,,,6,4,2,2,4,1,,3,,,1,1,,,6,4,2,,,,,3,,15,,3,,,7,5,,,,,,3,,,,,2,12,4,9,11,1,,1,39,,1,4,1,6,16,,13,1,,3,25,,1,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,a1uu2n2uyvrcxxc2l8i2e1wtm,Kikas,Forward,98,29,20,9,17,73,5,,46,1,9,78,54,24,118,19,4,,17,,6,24,22,2,5,49,34,15,2,2,8,,22,9,123,4,25,7,2,16,43,9,9,16,14,10,3,1,1,1,,3,86,55,65,116,2,1,,1212,8,18,16,11,73,157,25,119,3,42,38,274,2,6,29,14,32,,4,2,1,,,,,1,,,,,,,,,,,6,1,2,1,,,16,,12,1,,5,5,6,1,,3,,4,,,,,,,,,2,1,,1,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,d29kspi5hcnnl38om4ikn1xck,S. Leković,Defender,4,23,8,15,9,30,2,8,98,1,,60,22,38,20,132,2,1,9,1,2,11,9,2,2,37,14,23,,17,3,,102,1,377,4,73,6,4,26,125,3,3,3,9,2,,,,2,4,22,318,97,232,307,8,8,1,784,2,45,8,5,66,389,6,329,16,12,60,512,19,33,39,22,27,1,0,2,0,,,,,,,,,,,,,1,,,1,,,1,,,1,1,2,,,1,1,2,,,1,,1,,1,,1,,1,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,6hknd2raz8p9o3s6i7j683vje,Luan Patrick,Defender,30,47,20,27,31,85,1,31,337,7,4,146,59,87,41,631,16,16,31,16,,52,48,4,,99,39,60,,29,4,4,584,2,1440,9,206,30,13,127,222,4,1,,30,3,1,2,2,13,21,145,1237,374,942,1169,10,30,11,2685,,171,26,8,236,1522,1,1314,40,7,208,1910,62,114,128,84,94,5,,,0,,,,,,,,,,,,,2,,,,,1,,,,,,3,,,4,4,3,,,,,,1,,1,1,,,,,,,,,1,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,362zqy0y3mlvlg76s8nz8mb6c,A. Marcus,Forward,99,97,52,45,31,214,12,3,322,7,10,384,198,186,484,209,16,,31,,5,41,36,5,5,287,146,141,1,13,39,,233,6,702,7,147,32,20,138,57,44,19,13,30,14,1,16,11,51,,41,560,344,243,530,16,23,26,2573,4,26,29,53,412,713,32,571,39,55,142,1344,,32,175,24,110,1,4,1,1,,,,,5,,,,,,,,,5,14,3,,5,4,9,3,38,16,112,15,8,57,47,45,6,,,3,4,,,1,1,,,,,3,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,b229okcdelkic4y5py3pyoufo,T. Moustier,Midfielder,28,6,4,2,10,17,2,1,17,,2,27,16,11,41,13,3,,10,,,6,5,1,,21,12,9,,,5,,15,2,55,1,9,2,,7,13,5,2,1,2,2,8,4,1,,,,43,24,26,46,3,3,5,244,,7,5,3,39,58,3,46,6,3,12,119,1,1,17,5,11,,,,0,,,,,,,,,,,,,,,6,,,,,,3,4,,5,,3,10,4,1,,,,6,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,5p1msun922194u08sfrjw6smi,Assane Ndiaye,Midfielder,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,eorgs50x6dss1dzy86fvb97o4,O. Ngom,Midfielder,6,34,14,20,11,82,5,3,101,1,2,111,41,70,60,112,7,,11,,,19,17,2,,77,27,50,,14,4,,123,,408,2,48,9,5,64,110,5,8,1,9,1,2,,,6,,14,335,109,244,339,11,17,,832,2,10,10,16,104,427,9,353,28,15,74,583,4,19,57,20,55,3,,,0,,,,,1,,,,,,,,,,,,,,,,,16,2,13,1,,3,3,6,,,,,,1,,,1,,1,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,7rghn9r1hnpyu31y8dul573f8,Ni,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,85nq1g7zogccdqs55ie8er2ay,Nilton Varela,Defender,25,,,,1,,,,1,,,9,5,4,4,4,1,,1,,,1,1,,,9,5,4,,1,,,,,5,,1,,,1,1,,,,1,1,,1,1,,,1,3,3,1,2,1,1,4,58,,3,2,2,4,5,,3,2,,2,21,1,1,1,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,dfchyl3kd7id8j3w0ff4obuac,Otávio,Defender,83,43,17,26,22,55,2,10,172,2,1,163,73,90,62,269,14,5,22,5,,33,31,2,,120,56,64,,38,4,1,38,,549,7,102,29,15,77,219,5,,1,17,9,5,,,16,4,28,427,145,314,431,10,24,42,1356,,67,27,15,183,581,1,459,34,6,122,925,20,49,75,52,73,5,,,0,,,,,1,,,,,,,,,1,,,,,,4,,,2,18,1,,5,5,12,,,,12,,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,8ml3rhaollovb4dirz3irtu5l,Paulo Moreira,Midfielder,19,44,31,13,29,162,2,9,230,3,7,284,148,136,212,219,21,,29,,3,49,46,3,2,240,117,123,,15,11,,242,1,806,8,99,28,13,99,210,13,6,6,27,6,2,2,2,20,11,48,687,314,401,665,25,22,13,2379,,42,39,56,250,833,12,713,47,24,120,1240,14,32,85,46,88,7,1,2,1,,,,,2,,,,,,,,,1,1,3,1,1,1,3,,38,2,59,1,,11,11,23,4,,2,1,1,,,1,1,,,,,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,d0d0xs40nmzpow78nvmg9cfyt,Renan Ribeiro,Goalkeeper,40,11,1,10,33,,,,95,8,,20,3,17,,572,2,281,33,227,,54,49,5,,9,2,7,,,1,,171,,523,9,28,1,,225,157,1,,,33,,,,,1,60,190,347,91,459,360,,,,2970,,38,2,7,354,900,,550,,,350,1210,183,344,268,82,6,5,,,0,16,,7,83,,,21,97,68,28,,26,19,,,,,,,,,,,,,,,,,,,,,,2,,,,,,11,,,,,,,,,,2,2
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,92r5p6w571agrdqn5ue10awb8,Robinho,Midfielder,8,26,17,9,23,86,2,6,118,1,1,114,62,52,112,109,13,,23,,,13,12,1,,88,45,43,,21,14,,102,4,416,2,54,19,12,49,130,15,4,,9,6,14,2,2,8,2,24,348,175,186,335,5,14,,931,,12,19,16,116,427,4,359,19,13,68,607,9,17,55,16,51,5,,,0,,,,,1,,,,,,,,,1,1,,,,,,,12,,14,2,,3,2,7,,1,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,1dbqn5cjyvqlpylc1jazos3it,Rodrigo Pinho,Forward,9,52,25,27,29,47,9,3,45,,6,130,65,65,118,58,11,,29,,4,17,14,3,4,78,40,38,,4,7,,40,6,146,2,22,9,2,30,23,8,17,15,12,11,17,2,2,8,,5,88,54,58,105,5,4,,1185,5,26,26,23,96,168,32,110,9,47,58,345,2,8,48,10,50,5,3,1,1,,,,,1,,,,,,,,,1,,2,,3,2,2,,7,2,16,2,,,,8,1,1,2,,4,,,,,6,,,,,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,b9ofdmhysssna1gtz0r3n9es4,Ryan Carlos,Defender,66,2,2,,4,17,,,16,,1,9,6,3,25,23,1,,4,,,,,,,7,4,3,,3,2,,3,,66,,10,7,,8,24,2,,,1,1,3,3,3,,,6,52,25,31,47,,2,11,152,,4,2,1,25,67,,53,2,,14,105,4,5,12,6,9,,,,0,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,4,4,1,,,,3,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,ciks4dkw33w5f4n3juleggr9w,M. Scholze,Defender,21,6,1,5,11,69,2,5,110,1,2,90,33,57,85,62,3,,11,,,15,12,3,,84,32,52,,4,7,,91,,264,2,51,10,7,54,45,7,1,1,8,3,3,1,1,13,,4,233,94,143,232,8,21,42,729,,11,8,10,80,267,2,236,29,7,31,466,4,8,33,11,23,2,,,0,,,,,,,,,,,,,,,,,,,,,,1,2,12,1,,13,13,5,,,,6,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Club Foot Estrela,d078o2hgm2fkdjz5vagzx9oq2,Sidny Cabral,Defender,55,20,12,8,23,158,16,3,261,3,21,202,112,90,496,116,9,,23,,6,23,21,2,5,182,100,82,,11,34,,127,2,448,3,172,39,16,64,75,39,17,16,18,5,5,44,28,22,,16,366,237,199,376,11,15,123,1680,1,18,30,34,337,476,33,392,26,49,84,1119,7,16,175,30,68,4,3,3,0,,,,,5,,,,,,,,,5,55,2,1,3,3,3,16,8,1,62,9,27,121,81,42,3,3,3,28,4,,,,,11,,,,2,3,3,,,,1,1,,
