liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goal Assists,Goalkeeper Smother,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Saved,Assists (Intentional),Corners Taken (incl short corners),Goals Openplay,Goals from Outside Box,Handballs conceded,Left Foot Goals,Overruns,Successful Corners into Box,Successful Lay-offs,Through balls,Times Tackled,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful lay-offs,Foul Won Penalty,Right Foot Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Red Cards,Attempts from Set Pieces,Red Cards - 2nd Yellow,Penalties Faced,Second Goal Assists,Hit Woodwork,Penalties Taken,Penalty Goals,Penalties Off Target,Own Goal Scored,Other Goals,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Portugal_Primeira_Liga,2025-2026,FC Porto,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,Defender,5,189,52,137,32,146,2,24,628,16,3,260,92,168,83,671,12,11,32,13,2,15,14,1,2,71,40,31,2,44,7,2,942,,2344,1,419,13,6,152,636,7,7,4,31,3,1,1,1,,10,85,2164,821,1391,2126,6,11,5,2680,1,173,37,16,207,2395,11,2211,17,31,184,2760,22,59,133,51,125,8,1,1,2,,,,2,,,,,,,,,,,,,,1,,,,,2,6,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,8z7z6cn60xyq2s7g2mxe19afo,Bernardo Lima,Midfielder,66,,,,1,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,1,,1,,2,,,,,,,1,,,,,1,,,,,,2,1,1,2,,,,8,,,,,,2,,2,,1,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,9q4got6x1w29qa2u3hv4naqc,B. Caicedo,Forward,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,xbk4zraauvq1cj1w5yz08kb9,Cláudio Ramos,Goalkeeper,14,1,1,,2,,,,6,,,2,1,1,,22,,13,2,8,,3,2,1,,1,,1,,,,,9,,28,,2,,,8,7,,,,1,,1,,,,1,4,23,2,31,29,,,,135,,,,1,5,38,,33,,,5,47,3,5,2,3,,,,,0,,,,,,,,3,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,Goalkeeper,99,7,,7,33,,,,144,19,1,10,,10,,541,,220,33,143,,15,14,1,,3,,3,,,,,240,,765,1,75,,,224,218,,,,33,2,,,,,55,169,612,82,686,599,,,,2907,,35,,4,239,999,,768,,,231,1236,126,222,185,46,9,3,,,0,12,,4,37,,1,18,60,35,24,3,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,1
Portugal_Primeira_Liga,2025-2026,FC Porto,cpmfjroqtibaahb1dr66pl2i1,S. Eustaquio,Midfielder,6,8,4,4,8,24,,1,21,,1,27,13,14,25,31,3,,8,,,,,,,19,9,10,,,2,,30,,118,,6,3,3,7,33,2,1,1,,,8,,,1,,4,102,36,66,98,4,3,,182,,3,4,2,27,118,2,102,7,2,16,155,,3,13,4,13,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,5,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,3h62hv3ksrnl7n7di2b080y51,S. Fofana,Midfielder,42,10,5,5,12,48,5,2,41,,2,42,17,25,63,27,2,,12,,3,7,6,1,3,32,12,20,,,1,,26,,129,,20,5,2,11,31,1,2,3,1,1,11,,,10,,2,112,66,49,113,3,4,,276,,4,2,3,31,132,5,115,7,12,17,190,2,2,17,3,15,1,2,1,1,,,,,,,,,,,,,,,,1,,,,,,9,,5,,,3,3,3,,1,3,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,Defender,74,29,13,16,21,148,4,1,140,4,13,106,49,57,276,214,8,,21,,2,12,11,1,2,77,36,41,,17,10,,37,1,605,,87,32,18,56,224,12,4,3,16,9,5,9,9,10,,12,515,292,250,521,13,11,107,1320,1,26,19,7,156,623,7,533,24,29,90,955,13,22,79,38,68,5,1,1,1,,,,,2,,,,,,,,,2,2,1,,1,2,,,5,,13,3,2,27,24,2,,,,12,1,1,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,Midfielder,8,70,38,32,34,232,15,10,328,16,19,328,173,155,499,213,12,,34,,6,14,13,1,6,258,135,123,1,31,24,,208,,804,1,173,60,29,132,157,29,14,11,32,5,2,4,4,32,1,8,686,416,280,684,21,25,4,2875,5,31,39,46,307,810,25,692,46,109,118,1354,6,12,110,36,106,2,2,4,3,,,,,6,,,,,,,,,4,1,4,,4,2,4,,59,2,68,6,,28,28,29,3,1,3,1,5,,1,,,,,,,3,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,ckn76jf7zi89hab6ht7vbbdyi,Gabriel Brás,Defender,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,1bcq4ix63ss3i9gj3mwlvipsk,D. Gül,Forward,27,56,29,27,29,49,6,3,66,1,3,164,109,55,192,33,16,,29,,5,8,7,1,5,108,80,28,3,1,9,,39,7,157,1,34,13,3,28,37,10,7,13,12,10,17,,,8,,2,103,75,29,102,2,6,,1170,4,4,37,12,135,158,20,104,8,61,54,337,,,49,10,54,3,0,5,2,,,,,1,,,,,,,,,1,,3,,1,,2,,11,,36,2,,5,5,15,9,,2,,5,,,,,,,,,,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,8juldxfdikazdmet0rmrh3wlx,João Costa,Goalkeeper,24,,,,1,,,,,,,,,,,4,,3,1,2,,,,,,,,,,,,,2,,5,,,,,2,1,,,,,,1,,,,,,3,,4,4,,,,18,,,,,3,7,,4,,,3,9,1,3,1,2,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,ez8vzwaf7iuiv2ceetiwg6ymt,Y. Karamoh,Forward,75,,,,1,1,,,6,,,1,1,,5,2,,,1,,,,,,,1,1,,,,,,,,5,,5,,,2,2,,,,,,1,,,,,,3,2,1,3,,,,7,,,,,6,5,,3,,,2,9,1,1,3,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,Defender,4,79,29,50,26,111,3,15,564,14,3,178,69,109,106,718,6,19,26,19,,11,10,1,,99,40,59,,38,10,,267,,1877,1,327,21,7,100,856,11,8,5,26,4,,2,2,2,8,70,1672,622,1123,1673,15,34,24,2217,1,88,28,9,242,1952,13,1743,49,19,209,2267,24,87,160,50,122,3,,,0,,,,,1,,,,,,,,,,,,,1,,1,,,2,10,2,,1,1,5,,,,6,,,,,,2,,,1,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,deaqwqxiyros99d5zn9b58t1w,Martim Fernandes,Defender,52,22,12,10,20,90,2,1,126,5,6,123,50,73,192,156,6,,20,,1,6,6,,,101,38,63,,11,8,,118,1,453,1,72,29,15,57,101,9,,2,12,5,8,6,6,7,2,20,373,165,226,365,17,24,68,1119,,33,14,15,158,465,2,385,41,9,80,766,14,26,83,24,54,2,1,0,0,,,,,1,,,,,,,,,,,,1,,,2,,6,,15,1,,27,27,9,,,1,16,,,,,1,,1,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,Forward,29,9,5,4,9,8,2,,13,,1,25,18,7,43,6,2,,9,,1,5,4,1,1,16,13,3,,,4,,5,2,27,,7,6,2,5,9,5,1,3,1,1,8,,,1,,,15,12,4,16,,2,,241,1,1,6,,29,28,4,16,2,14,12,66,,,9,3,12,2,1,0,0,,,,,1,,,,,,,,,,,1,,,1,,,1,,7,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,Defender,18,15,4,11,6,20,1,3,88,3,,25,8,17,15,73,2,2,6,2,1,1,1,,1,10,4,6,,6,1,1,180,,318,,54,1,1,18,52,1,1,1,4,1,2,,,,2,11,300,78,229,296,2,4,,373,,15,3,,20,325,2,307,6,5,18,366,4,11,15,3,7,,1,0,0,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,6hoqv4bzsul26mtvkvo1x8lxw,Pedro Lima,Defender,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,a6r2hqalh9ydoy2a8uv9rztux,Pepê,Forward,11,46,29,17,30,187,6,1,300,5,19,273,147,126,667,245,12,,30,,3,12,10,2,3,227,118,109,,13,45,,188,9,728,1,140,67,26,111,120,48,14,7,30,24,,24,20,23,2,21,540,436,140,531,13,21,30,2241,2,16,20,53,399,740,21,552,34,63,188,1247,3,23,233,29,165,2,1,2,1,,,,,4,,,,,,,,,2,21,3,,1,1,3,4,9,6,75,12,10,74,63,45,2,,2,6,3,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,mbtaq4px5avojnwljtu9ogk,O. Pietuszewski,Forward,77,13,8,5,16,45,5,,162,,13,154,77,77,261,45,8,,16,,3,3,3,,3,141,69,72,,1,8,,15,7,182,1,101,13,4,32,77,10,7,11,11,10,5,6,6,27,,3,131,114,23,128,4,13,4,819,3,1,15,28,166,182,18,131,17,74,51,432,1,5,61,6,46,2,2,1,0,,,,,2,,,,,,,,,2,,3,,,2,7,,4,,47,2,,16,16,29,2,2,1,,2,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,8f9u7fu8gti4bjyrgapo9c6qc,D. Prpić,Defender,21,10,5,5,6,10,1,1,52,,,19,11,8,13,66,4,,6,,,3,2,1,,9,6,3,,6,,,27,,170,,32,6,2,16,71,,,,1,,5,,,1,2,5,141,77,67,139,1,1,,179,,9,5,,31,174,,144,2,,30,201,8,15,21,9,15,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,8hebxu2r9uw6thv94bj5mum8k,Rodrigo Mora,Midfielder,86,12,5,7,28,130,10,2,152,1,5,136,77,59,377,105,5,,28,,1,9,7,2,,124,72,52,,6,35,,79,5,403,,77,30,10,64,105,36,19,8,14,13,14,18,2,22,1,20,318,206,146,314,6,15,3,1179,3,13,8,9,217,419,27,334,21,80,85,722,4,10,124,16,75,1,1,0,0,,,,,1,,,,,,,,,1,47,1,1,1,,4,11,49,7,49,6,29,55,14,29,2,,1,,,,,,,,,,,4,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,vja0xo3xiuax8eh0b6q3y09,P. Rosario,Midfielder,13,44,17,27,22,106,3,7,188,8,2,129,56,73,171,309,14,2,22,2,2,5,4,1,2,85,39,46,,14,6,,246,1,814,,100,30,16,64,191,7,6,3,12,2,10,1,1,4,3,35,693,345,385,694,8,13,18,1365,2,34,22,22,156,852,9,729,21,22,123,1056,7,33,99,29,90,6,0,2,1,,,,,1,,,,,,,,,,,1,,,,3,,15,4,6,1,,5,5,4,,,1,2,1,,,,,,,,,,,,,,1,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,1pidd2jxufcwuiww16rooxld6,Borja Sainz,Forward,17,11,5,6,30,128,16,,213,4,12,202,120,82,437,100,19,,30,,5,11,10,1,5,191,115,76,1,9,13,,31,22,423,,102,48,29,85,166,16,16,19,18,13,12,3,3,25,,4,328,237,95,325,7,13,10,1603,9,5,33,31,215,425,35,329,20,86,96,774,1,5,94,14,91,5,3,2,3,,,,,3,,,,,,,,,2,2,4,,1,,2,,13,,51,2,,12,12,30,1,1,4,,4,,,,,,,,,3,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,19s3ei718jouszy30uxli8xd5,Z. Sanusi,Defender,12,18,5,13,17,85,2,3,101,3,5,88,37,51,176,180,6,,17,,1,3,2,1,1,70,32,38,,10,17,,26,,431,1,73,12,3,53,152,18,3,1,11,6,6,6,6,8,1,6,369,206,181,375,8,9,80,995,1,16,8,13,136,443,4,381,17,16,62,694,8,11,64,18,51,2,0,1,0,,,,,1,,,,,,,,,1,6,1,,,,,,3,,19,2,2,20,18,9,,,1,20,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,Defender,3,21,4,17,8,15,,2,134,3,4,32,7,25,25,150,1,1,8,1,,7,6,1,,11,3,8,,6,2,,265,1,509,,91,2,1,27,86,2,1,2,6,1,2,1,1,1,2,12,473,228,252,467,3,1,,576,,27,2,4,39,516,3,479,4,6,37,578,6,14,29,8,23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,c1jax5ui0hvtgpiev1q9zs9hw,Tiago Silva,Midfielder,58,,,,1,6,,,6,,,1,,1,6,3,,,1,,,1,1,,,1,,1,,,2,,11,,28,,3,,,3,8,2,,,,,1,,,,,1,26,23,3,25,,1,,22,,,,,2,28,,26,1,,2,29,,,2,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,18heb65l2cvbr2jmmjo6l22hg,A. Varela,Midfielder,22,34,15,19,30,221,5,12,227,12,3,161,75,86,265,395,13,,30,,2,15,14,1,2,127,60,67,,26,19,,327,,1171,1,104,27,12,124,298,19,10,10,27,8,3,6,2,12,7,42,1007,571,509,1032,16,14,,2320,1,37,27,25,214,1241,20,1074,30,16,167,1507,19,35,137,43,132,8,0,2,1,,,,,,,,,,,,,,,5,1,,,1,,2,34,9,14,4,2,13,10,5,3,,1,,2,,,,,2,,,,2,2,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,96kibwvvzzkwi13pmo0j7jnu2,Vasco Sousa,Midfielder,15,6,4,2,9,44,2,3,38,,,57,29,28,48,48,10,,9,,1,9,8,1,1,51,25,26,,7,6,,45,1,184,2,15,7,2,42,53,6,3,3,6,5,3,1,1,3,,5,164,79,92,165,3,4,1,462,,5,15,16,46,190,6,170,7,9,20,274,2,2,16,5,18,2,0,1,0,,,,,,,,,,,,,,,,1,,1,1,,,6,2,8,,,1,1,5,1,,,,1,1,,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,37b6tzaexinmfadvi4you5wmi,Gabri Veiga,Midfielder,10,13,11,2,31,187,14,1,140,1,26,184,106,78,419,189,13,,31,,3,4,4,,3,171,95,76,,16,29,,99,3,621,1,73,30,18,81,193,37,19,13,20,18,11,32,2,15,1,21,511,361,224,532,8,31,1,1623,4,3,30,22,281,668,32,553,39,63,115,1066,3,15,178,20,100,6,2,1,2,,,,,8,,,,,,,,,8,87,3,,1,2,4,26,64,6,38,10,50,83,18,25,1,1,1,,3,1,,,,11,,,,3,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,4t3melft6fc2ams9zcyxnqqz8,William,Forward,7,23,17,6,28,71,12,1,186,2,19,195,119,76,406,98,19,,28,,8,8,7,1,6,172,102,70,,5,13,,116,1,296,,100,43,22,46,17,14,12,18,9,7,19,7,7,22,3,13,207,173,46,199,9,18,9,1168,1,6,31,21,231,302,30,212,27,75,90,633,4,10,120,18,80,5,5,3,3,,,,,1,,,,,,,,,1,18,7,2,2,6,7,,9,4,51,6,13,48,33,35,2,,2,1,5,,,1,1,,,,,2,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,1blngn7afc8verjkysdegb0tl,Zé Pedro,Defender,3,,,,2,4,,,1,,,2,2,,5,2,,,2,,,,,,,2,2,,,,,,8,,15,,1,1,,,2,,,,,,2,,,,,1,12,1,12,12,,,4,28,,2,1,,6,16,,13,,1,3,25,1,1,3,1,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,FC Porto,4drquvq035kmr2smvzph82bx1,L. de Jong,Forward,26,18,9,9,5,21,1,1,3,1,2,28,13,15,35,13,,,5,,1,1,1,,1,10,4,6,,2,5,,10,4,59,,2,5,4,4,17,5,2,3,2,1,3,,,1,,,42,25,19,44,1,2,,257,1,1,3,2,28,61,5,44,3,12,17,95,,,13,4,17,1,0,1,0,,,,,,,,,,,,,,,,1,,,,,,7,1,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,8esvhatpiwl4amussu6wmamfo,André Lacximicant,Forward,19,71,46,25,22,76,5,1,86,1,7,156,92,64,232,46,5,,22,,3,25,24,1,3,85,46,39,,2,10,,48,4,194,2,53,17,7,33,30,12,17,17,12,9,10,3,3,6,,1,140,104,45,145,9,6,,1213,7,7,25,19,146,200,34,146,15,72,54,414,2,5,59,11,49,4,1,2,1,,,,,2,,,,,,,,,2,,3,,4,3,1,,9,1,26,1,,16,16,10,3,,,,2,,,,,,,,,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,bx16v7vdlpv2av8v7576ua2qy,F. Bacher,Defender,25,157,67,90,34,79,6,16,352,5,3,305,124,181,68,713,6,3,34,3,2,57,49,8,2,148,57,91,2,47,8,2,464,,1757,8,162,28,16,136,552,8,4,2,34,,,,,10,15,112,1553,418,1180,1486,15,30,4,3060,2,197,38,37,242,1808,6,1598,45,31,210,2281,55,93,131,79,117,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,6,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,en42iersp8me42z7r4lzhwiga,Y. Begraoui,Forward,14,65,45,20,34,231,17,2,179,3,23,233,144,89,473,115,9,,34,,20,49,42,7,19,168,99,69,,8,18,,139,24,532,7,90,45,13,73,119,19,27,35,31,9,3,2,2,25,,17,400,275,199,455,7,5,2,2726,9,37,24,32,297,604,62,472,12,147,132,1031,2,7,139,21,125,1,9,11,3,,,,,1,,,,,,,,,1,,13,1,3,5,3,,34,4,69,2,,28,28,31,9,,15,1,13,1,,,,,,,,3,5,5,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,63mkm8ugwezc2em1yf9qy3ehg,Bernardo Lourenço,Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,6lcb1onmcl4vghxsg7im3xlhw,L. Bimai,Defender,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,8s1ggifut0xesv052i43m742y,K. Boma,Defender,44,69,22,47,21,30,,16,141,2,2,150,50,100,26,363,6,,21,1,1,31,25,6,1,81,28,53,1,24,3,1,318,,824,4,93,19,10,62,135,4,5,4,19,2,2,,,6,3,21,712,215,516,710,12,14,1,1722,1,111,20,21,133,846,9,731,26,19,115,1119,23,41,79,36,74,5,1,0,0,,,,1,1,,,,,,,,1,,,,,1,,,,1,,5,1,,,,2,,,,,1,1,1,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,e96iqfmnpzfcef4xsqnu8yj9w,Diogo Brasido,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,jefrlk6k6gsj55rk0jhq63o4,Diogo Dias,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,4lllgif0zz0rnacpia0sqqdt6,K. Edwards,Forward,11,,,,2,,,,1,,,1,1,,1,1,1,,2,,,1,1,,,1,1,,,,,,,,2,,1,,,,1,,,,,,2,,,,,,2,2,,2,,,,11,,1,1,,,2,,2,,,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,cmk1bhtuo2zgpkklzn8ea7eac,Fabrício Garcia,Forward,17,8,4,4,13,22,1,1,36,,5,36,17,19,70,11,,,13,,1,3,3,,1,28,13,15,,,3,,18,1,67,,22,7,3,15,18,3,3,3,,,13,1,,5,,2,49,30,22,49,,3,16,235,1,4,1,7,44,69,6,51,3,16,18,148,2,3,19,5,15,1,1,0,0,,,,,,,,,,,,,,,3,,,,,,1,1,,10,,1,6,4,5,,,,,1,,,,,,,,,,,,,,1,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,e65zqndnze1xzef4qlkhd1v4l,Ferro,Defender,4,79,26,53,27,45,2,10,127,2,1,175,71,104,31,425,9,1,27,1,2,30,25,5,2,96,45,51,2,36,5,3,240,,900,6,68,20,12,83,210,5,2,3,17,7,10,1,1,7,8,44,759,222,557,734,13,25,2,1633,,150,17,6,150,920,5,778,38,11,142,1223,37,67,95,47,75,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,2kvb94ocyvs7x1sbq73rr22nd,Gonçalo Costa,Defender,20,20,12,8,16,36,3,1,59,,8,63,36,27,139,86,4,,16,,,12,9,3,,43,24,19,,7,6,,7,1,209,1,40,15,3,26,80,7,3,3,6,6,10,8,8,6,1,3,146,91,63,143,8,4,60,561,1,15,7,1,127,209,6,146,12,13,63,410,4,11,71,21,52,2,,,0,,,,,1,,,,,,,,,1,,,,,,,,,1,12,2,,29,29,7,,,,11,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,513jimgihzk9w1kuad57jrnxl,R. Guitane,Midfielder,99,9,7,2,30,192,5,,405,2,14,313,169,144,639,156,4,,30,,3,26,22,4,2,304,162,142,,4,35,,325,1,746,4,226,40,13,76,81,39,11,11,21,12,9,2,2,79,,10,621,445,186,619,7,10,4,1836,2,8,9,46,368,754,22,629,17,104,125,1254,,3,125,23,122,3,0,3,1,,,,,5,,,,,,,,,5,4,2,1,1,3,15,,26,4,141,8,1,23,22,91,3,,,,1,1,,,,,,,,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,Midfielder,10,52,26,26,33,296,12,7,469,3,18,282,135,147,536,814,20,,33,,1,52,45,7,1,230,109,121,,33,46,,536,,2205,8,189,39,11,144,711,53,17,7,32,6,1,37,8,12,6,131,1893,1052,997,1881,20,41,1,2834,,29,34,48,530,2357,24,2012,61,16,345,2878,23,115,383,64,230,8,1,0,0,,,,,7,,,,,,,,1,7,87,,,1,1,5,23,39,7,37,12,57,102,22,17,2,,,,,,1,,,11,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,GD Estoril Praia,12zb7k23gszgqwzo5tld7504,O. Israelov,Defender,18,1,1,,1,,,,,,,3,2,1,,4,,,1,,,,,,,2,1,1,,,,,,,10,,,,,,6,,,,,,1,,,,1,1,9,3,6,8,1,,,17,,,1,,1,10,,9,1,,1,12,1,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
