liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Blocked Shots,Clean Sheets,Clearances Off the Line,GK Successful Distribution,Goal Assists,Goal Kicks,Goals,Goals from Inside Box,Handballs conceded,Headed Goals,Own Goal Scored,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Second Goal Assists,Shots On Target ( inc goals ),Successful Launches,Through balls,Throw Ins to Opposition Player,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Red Cards,Yellow Cards,Home Goals,Away Goals,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Hit Woodwork,Left Foot Goals,Overruns,Right Foot Goals,Successful Corners into Box,Unsuccessful Corners into Box,Unsuccessful lay-offs,Foul Won Penalty,Goals from Outside Box,Last Player Tackle,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Goalkeeper Smother,Penalties Taken,Penalty Goals,Straight Red Cards,Direct Setpiece Goals,Set Pieces Goals,Direct Corner Goals,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals,Crosses not Claimed
Eredivisie,2025-2026,FC Twente,2hbduprkyabq8g1nhe6b4g3bp,M. Pjaca,Forward,7,31.0,16.0,15.0,26.0,105.0,1.0,184.0,11.0,134.0,71.0,63.0,308.0,92.0,2.0,26.0,11.0,9.0,2.0,103.0,55.0,48.0,11.0,13.0,97.0,,377.0,100.0,16.0,3.0,45.0,83.0,14.0,8.0,7.0,7.0,19.0,10.0,10.0,23.0,3.0,14.0,311.0,241.0,80.0,297.0,5.0,7.0,,910.0,47.0,3.0,21.0,7.0,14.0,165.0,377.0,20.0,311.0,12.0,75.0,66.0,623.0,18.0,15.0,27.0,2.0,7.0,74.0,10.0,59.0,0.0,1.0,5.0,,,,1.0,,2.0,2.0,,1.0,,,,,,12.0,3.0,1.0,,4.0,,2.0,,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,Defender,3,103.0,44.0,59.0,27.0,67.0,18.0,281.0,5.0,192.0,81.0,111.0,121.0,494.0,12.0,27.0,23.0,19.0,4.0,89.0,37.0,52.0,17.0,9.0,317.0,,1200.0,149.0,20.0,7.0,88.0,400.0,9.0,12.0,20.0,3.0,7.0,2.0,2.0,3.0,2.0,95.0,1020.0,490.0,600.0,993.0,18.0,15.0,8.0,1715.0,4.0,,108.0,26.0,16.0,211.0,1278.0,17.0,1088.0,33.0,22.0,190.0,1565.0,4.0,4.0,2.0,61.0,106.0,140.0,54.0,84.0,0.0,,5.0,4.0,1.0,22.0,,25.0,,,2.0,,,1.0,1.0,,,5.0,25.0,1.0,,3.0,3.0,,,6.0,,,1.0,3.0,,,,1.0,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,3cb5f5obutnm3oo4jivmpn7dg,B. Titulaer,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,5g0q7azk54eryl8vcgyb2oj4l,P. Tytoń,Goalkeeper,22,,,,2.0,,,6.0,,,,,,25.0,,2.0,,,,,,,,,13.0,,43.0,,,,14.0,11.0,,,2.0,,,,,,,9.0,33.0,5.0,32.0,28.0,,,,180.0,,,1.0,,,12.0,49.0,,37.0,,,12.0,64.0,,,,7.0,11.0,6.0,6.0,1.0,0.0,,,2.0,,14.0,,6.0,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,Goalkeeper,1,4.0,,4.0,31.0,1.0,,96.0,,7.0,,7.0,,572.0,,31.0,35.0,30.0,5.0,3.0,,3.0,,2.0,173.0,,615.0,34.0,1.0,,264.0,153.0,2.0,,31.0,,,,,,,180.0,431.0,130.0,475.0,425.0,,,,2790.0,,,22.0,,4.0,295.0,899.0,,605.0,,,294.0,1162.0,,,,178.0,291.0,215.0,79.0,3.0,0.0,,,6.0,,261.0,,183.0,,,,,,,1.0,,,,87.0,1.0,,,18.0,,,,,,,,,,,,,,,,,,,12.0,2.0,55.0,2.0,3.0,76.0,48.0,27.0,4.0,16.0,6.0,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,Defender,17,94.0,38.0,56.0,24.0,76.0,24.0,331.0,1.0,170.0,71.0,99.0,64.0,409.0,7.0,24.0,55.0,48.0,7.0,76.0,33.0,43.0,28.0,7.0,201.0,,1070.0,146.0,26.0,16.0,89.0,474.0,7.0,9.0,24.0,1.0,,3.0,3.0,5.0,1.0,59.0,911.0,316.0,684.0,938.0,7.0,17.0,4.0,2156.0,5.0,,154.0,19.0,14.0,185.0,1160.0,13.0,997.0,24.0,25.0,163.0,1504.0,3.0,3.0,4.0,60.0,83.0,111.0,55.0,80.0,0.0,,4.0,2.0,,55.0,,55.0,2.0,2.0,2.0,,,1.0,6.0,,,4.0,28.0,,1.0,2.0,,2.0,,5.0,2.0,0.0,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,ax1f2gncrjm3q6wixxdr4chzo,L. Vennegoor of Hesselink,Forward,25,5.0,2.0,3.0,5.0,5.0,,6.0,1.0,10.0,7.0,3.0,26.0,3.0,3.0,5.0,1.0,1.0,,5.0,5.0,,,2.0,8.0,,22.0,2.0,1.0,,1.0,6.0,2.0,3.0,,,5.0,1.0,1.0,,,,10.0,10.0,1.0,10.0,,,,60.0,1.0,,,3.0,,16.0,22.0,3.0,10.0,,18.0,12.0,35.0,1.0,1.0,,,,11.0,2.0,12.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,723av2redj2ej6livx0g81wwl,A. Verschueren,Midfielder,32,38.0,21.0,17.0,29.0,39.0,1.0,62.0,4.0,95.0,55.0,40.0,180.0,88.0,10.0,29.0,10.0,7.0,3.0,57.0,34.0,23.0,5.0,14.0,59.0,2.0,251.0,34.0,16.0,10.0,30.0,69.0,16.0,4.0,3.0,3.0,26.0,5.0,5.0,6.0,11.0,7.0,163.0,124.0,48.0,160.0,7.0,7.0,2.0,544.0,9.0,6.0,15.0,19.0,3.0,123.0,255.0,11.0,167.0,14.0,42.0,88.0,395.0,5.0,5.0,4.0,11.0,15.0,69.0,24.0,73.0,0.0,2.0,4.0,,,,2.0,,,,,,1.0,,,,,7.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,bvwaamcj0bpdrcuoffl6b9rf8,D. Weidmann,Midfielder,42,6.0,2.0,4.0,15.0,62.0,1.0,78.0,3.0,48.0,23.0,25.0,113.0,60.0,2.0,15.0,5.0,5.0,,42.0,21.0,21.0,7.0,8.0,32.0,1.0,236.0,46.0,11.0,5.0,28.0,88.0,8.0,3.0,4.0,4.0,11.0,6.0,3.0,5.0,6.0,7.0,196.0,132.0,76.0,195.0,1.0,11.0,7.0,388.0,14.0,,7.0,3.0,4.0,79.0,242.0,6.0,202.0,12.0,16.0,40.0,362.0,7.0,3.0,7.0,4.0,14.0,35.0,12.0,26.0,0.0,,3.0,,,1.0,,1.0,,,,,,,,,,3.0,,1.0,1.0,,,,,1.0,,,1.0,6.0,,,,3.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,Midfielder,6,88.0,42.0,46.0,31.0,188.0,9.0,369.0,10.0,271.0,128.0,143.0,530.0,537.0,17.0,31.0,30.0,25.0,5.0,183.0,86.0,97.0,39.0,42.0,473.0,,1535.0,171.0,44.0,25.0,147.0,440.0,43.0,13.0,31.0,10.0,,24.0,8.0,15.0,22.0,137.0,1286.0,929.0,467.0,1235.0,26.0,36.0,6.0,2594.0,22.0,4.0,68.0,41.0,21.0,384.0,1638.0,21.0,1372.0,62.0,24.0,266.0,2105.0,59.0,14.0,6.0,31.0,83.0,262.0,63.0,183.0,1.0,1.0,10.0,5.0,,,1.0,,3.0,,1.0,,,,1.0,,1.0,8.0,19.0,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,4.0,55.0,3.0,,1.0,,2.0,14.0,36.0,,,3.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,
Eredivisie,2025-2026,FC Twente,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,Forward,7,8.0,6.0,2.0,30.0,238.0,2.0,415.0,34.0,165.0,101.0,64.0,710.0,133.0,3.0,30.0,39.0,30.0,9.0,157.0,95.0,62.0,7.0,36.0,214.0,7.0,640.0,241.0,55.0,18.0,80.0,63.0,39.0,21.0,30.0,15.0,,38.0,37.0,36.0,5.0,13.0,505.0,373.0,178.0,500.0,8.0,6.0,13.0,2400.0,75.0,11.0,19.0,6.0,12.0,427.0,648.0,42.0,513.0,14.0,93.0,135.0,1207.0,152.0,150.0,52.0,4.0,10.0,261.0,26.0,125.0,0.0,4.0,23.0,6.0,,,4.0,,3.0,2.0,,,,,1.0,,,21.0,1.0,4.0,2.0,6.0,,2.0,,1.0,1.0,2.0,,3.0,3.0,1.0,,10.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,Defender,28,63.0,25.0,38.0,32.0,228.0,18.0,330.0,16.0,300.0,106.0,194.0,651.0,646.0,11.0,32.0,34.0,29.0,5.0,237.0,81.0,156.0,18.0,35.0,689.0,2.0,1636.0,185.0,67.0,30.0,170.0,102.0,39.0,16.0,32.0,4.0,,13.0,12.0,17.0,6.0,117.0,1357.0,746.0,652.0,1268.0,42.0,63.0,236.0,2838.0,25.0,5.0,90.0,28.0,34.0,510.0,1665.0,25.0,1385.0,105.0,82.0,280.0,2573.0,60.0,55.0,15.0,54.0,92.0,249.0,91.0,188.0,1.0,3.0,10.0,6.0,,,4.0,,3.0,2.0,,,,,1.0,,1.0,9.0,20.0,5.0,101.0,1.0,,1.0,1.0,5.0,1.0,2.0,,8.0,3.0,,2.0,3.0,1.0,2.0,5.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
Eredivisie,2025-2026,FC Twente,36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,Forward,9,113.0,66.0,47.0,30.0,104.0,3.0,91.0,10.0,242.0,137.0,105.0,283.0,98.0,19.0,30.0,25.0,21.0,4.0,129.0,71.0,58.0,10.0,22.0,96.0,5.0,369.0,43.0,38.0,10.0,50.0,90.0,22.0,10.0,18.0,7.0,12.0,,,8.0,29.0,10.0,256.0,183.0,92.0,265.0,6.0,17.0,5.0,1709.0,17.0,2.0,24.0,41.0,28.0,178.0,388.0,30.0,275.0,23.0,101.0,113.0,650.0,8.0,8.0,10.0,2.0,4.0,100.0,21.0,109.0,0.0,,13.0,1.0,,,,,8.0,8.0,3.0,,,,1.0,,,20.0,,2.0,2.0,6.0,,7.0,,4.0,3.0,5.0,,,2.0,2.0,,1.0,8.0,,,4.0,2.0,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,
Eredivisie,2025-2026,FC Twente,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,Midfielder,20,76.0,37.0,39.0,32.0,218.0,6.0,195.0,13.0,216.0,109.0,107.0,460.0,317.0,17.0,32.0,22.0,18.0,4.0,140.0,72.0,68.0,30.0,31.0,190.0,2.0,1029.0,106.0,49.0,24.0,124.0,333.0,32.0,20.0,27.0,21.0,5.0,1.0,1.0,10.0,32.0,38.0,819.0,517.0,332.0,810.0,13.0,31.0,33.0,2191.0,27.0,1.0,46.0,26.0,14.0,294.0,1058.0,38.0,848.0,44.0,77.0,210.0,1450.0,8.0,8.0,11.0,27.0,35.0,157.0,61.0,175.0,4.0,,18.0,2.0,,,1.0,,5.0,3.0,,1.0,,,1.0,,1.0,18.0,6.0,2.0,4.0,7.0,,3.0,,5.0,4.0,1.0,,1.0,4.0,2.0,1.0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,Midfielder,27,39.0,26.0,13.0,29.0,223.0,2.0,422.0,19.0,239.0,136.0,103.0,757.0,144.0,4.0,29.0,22.0,20.0,2.0,200.0,110.0,90.0,6.0,53.0,66.0,4.0,678.0,281.0,45.0,15.0,89.0,255.0,59.0,19.0,27.0,24.0,2.0,14.0,10.0,56.0,10.0,20.0,539.0,469.0,92.0,527.0,6.0,12.0,10.0,2081.0,81.0,7.0,5.0,11.0,16.0,346.0,688.0,37.0,547.0,18.0,187.0,141.0,1155.0,55.0,42.0,46.0,3.0,8.0,169.0,27.0,133.0,0.0,3.0,22.0,,,,6.0,,2.0,2.0,,,,,1.0,,1.0,18.0,1.0,3.0,1.0,3.0,,1.0,,2.0,2.0,0.0,,22.0,2.0,3.0,1.0,6.0,1.0,3.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Twente,a185wef6iz1nun1wry40jcgoa,N. Ünüvar,Forward,37,7.0,3.0,4.0,18.0,49.0,1.0,125.0,6.0,107.0,57.0,50.0,174.0,68.0,13.0,18.0,21.0,18.0,3.0,100.0,54.0,46.0,3.0,12.0,26.0,2.0,218.0,65.0,14.0,8.0,59.0,76.0,12.0,4.0,9.0,8.0,9.0,7.0,7.0,15.0,3.0,8.0,176.0,141.0,42.0,168.0,10.0,11.0,5.0,838.0,32.0,2.0,3.0,16.0,10.0,111.0,219.0,9.0,176.0,21.0,25.0,43.0,394.0,15.0,12.0,15.0,1.0,10.0,51.0,7.0,33.0,1.0,,8.0,,,,1.0,,2.0,2.0,1.0,,,,3.0,,,5.0,,2.0,,4.0,,2.0,,3.0,0.0,2.0,,3.0,1.0,1.0,,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,bw2pkqwfuxonrsgdpxr5f3384,E. Adiele,Defender,5,,,,2.0,2.0,,5.0,,7.0,4.0,3.0,6.0,9.0,,2.0,3.0,3.0,,7.0,4.0,3.0,2.0,,1.0,,16.0,,1.0,1.0,3.0,5.0,,,,,2.0,,,1.0,,1.0,15.0,4.0,12.0,15.0,,,2.0,46.0,2.0,,,1.0,2.0,4.0,17.0,,16.0,,,1.0,30.0,,,2.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,9v212zfspaz9cmswudro21ous,O. Agougil,Defender,38,4.0,2.0,2.0,6.0,9.0,,21.0,,14.0,9.0,5.0,18.0,26.0,2.0,6.0,1.0,1.0,,10.0,7.0,3.0,,3.0,22.0,,70.0,11.0,2.0,,6.0,18.0,3.0,,,,6.0,,,1.0,,3.0,60.0,39.0,26.0,62.0,,1.0,1.0,101.0,4.0,,3.0,3.0,1.0,15.0,75.0,,65.0,1.0,,10.0,89.0,,,,,2.0,6.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,c3j7m8kaoius8i6jihubgy6p6,Ángel Alarcón,Forward,77,19.0,10.0,9.0,13.0,64.0,,141.0,6.0,115.0,62.0,53.0,237.0,71.0,1.0,13.0,13.0,10.0,3.0,96.0,52.0,44.0,3.0,17.0,87.0,,230.0,79.0,23.0,8.0,43.0,16.0,20.0,10.0,13.0,12.0,,11.0,8.0,23.0,6.0,10.0,154.0,115.0,58.0,152.0,5.0,5.0,2.0,972.0,36.0,5.0,1.0,3.0,11.0,194.0,238.0,24.0,162.0,10.0,43.0,76.0,480.0,41.0,27.0,20.0,3.0,12.0,100.0,17.0,64.0,0.0,3.0,8.0,,,,3.0,,3.0,2.0,,,,,,,,14.0,,,1.0,8.0,,2.0,,,1.0,2.0,,20.0,3.0,2.0,1.0,4.0,2.0,4.0,13.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,9q90ls3k1i2739wd6a20fku6t,V. Barkas,Goalkeeper,1,10.0,,10.0,32.0,,,141.0,1.0,18.0,1.0,17.0,1.0,673.0,,32.0,39.0,32.0,7.0,8.0,1.0,7.0,,,180.0,,710.0,33.0,4.0,1.0,332.0,226.0,,,32.0,1.0,,,,1.0,,262.0,498.0,182.0,519.0,439.0,,1.0,,2835.0,,,27.0,,4.0,381.0,1079.0,,701.0,1.0,1.0,378.0,1406.0,,,,203.0,368.0,295.0,83.0,10.0,0.0,,,8.0,,282.0,,231.0,,,,,,,,,,,111.0,,,,22.0,,,1.0,,,,,,,,,,,,,,,,32.0,4.0,84.0,2.0,8.0,108.0,73.0,34.0,5.0,18.0,6.0,,,,,,,,1.0,1.0,,
Eredivisie,2025-2026,FC Utrecht,2t2mq9pun2hrdvadnpixxvlzo,A. Blake,Forward,15,11.0,10.0,1.0,22.0,70.0,,144.0,10.0,89.0,59.0,30.0,246.0,66.0,2.0,22.0,16.0,15.0,1.0,78.0,49.0,29.0,2.0,11.0,54.0,2.0,277.0,82.0,12.0,2.0,46.0,88.0,13.0,11.0,10.0,8.0,12.0,4.0,4.0,14.0,3.0,9.0,215.0,143.0,77.0,207.0,1.0,2.0,4.0,945.0,38.0,3.0,5.0,6.0,12.0,141.0,278.0,24.0,216.0,3.0,56.0,62.0,464.0,18.0,18.0,23.0,7.0,10.0,63.0,17.0,52.0,0.0,2.0,11.0,,,,2.0,,2.0,2.0,,,,,,,,13.0,2.0,1.0,,2.0,,1.0,,2.0,2.0,0.0,,1.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,b33sm106xc7g3h4bcqtawja7e,C. Bozdoğan,Midfielder,8,18.0,9.0,9.0,18.0,46.0,1.0,76.0,1.0,55.0,22.0,33.0,73.0,68.0,1.0,18.0,7.0,6.0,1.0,37.0,13.0,24.0,5.0,4.0,51.0,1.0,220.0,39.0,11.0,5.0,20.0,65.0,4.0,6.0,4.0,3.0,14.0,3.0,3.0,1.0,4.0,8.0,185.0,109.0,89.0,187.0,6.0,6.0,4.0,414.0,5.0,,5.0,6.0,11.0,59.0,230.0,12.0,195.0,12.0,10.0,35.0,322.0,7.0,5.0,,2.0,7.0,32.0,10.0,28.0,0.0,,1.0,,,,,,1.0,,,,,,1.0,,,6.0,1.0,2.0,,2.0,,,,,0.0,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,Goalkeeper,25,,,,2.0,,,9.0,,1.0,1.0,,,35.0,,2.0,3.0,3.0,,1.0,1.0,,,,5.0,,36.0,7.0,,,17.0,9.0,,,1.0,,1.0,,,,,17.0,23.0,11.0,21.0,15.0,,,,135.0,,,1.0,,,18.0,49.0,,32.0,,,17.0,65.0,,,,14.0,17.0,15.0,2.0,,0.0,,,,,16.0,,8.0,,,,,,,1.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,4.0,1.0,3.0,,3.0,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,2tc8y9du64tjno62zll2jhy7e,Y. Cathline,Forward,10,22.0,16.0,6.0,25.0,89.0,,307.0,29.0,245.0,137.0,108.0,448.0,140.0,8.0,25.0,21.0,16.0,5.0,223.0,121.0,102.0,11.0,29.0,74.0,2.0,437.0,183.0,36.0,9.0,93.0,135.0,33.0,17.0,20.0,13.0,5.0,18.0,18.0,36.0,10.0,16.0,321.0,255.0,85.0,306.0,10.0,16.0,3.0,1800.0,95.0,9.0,13.0,18.0,40.0,312.0,438.0,33.0,322.0,26.0,98.0,116.0,899.0,41.0,41.0,47.0,6.0,13.0,130.0,27.0,103.0,1.0,3.0,24.0,1.0,,,4.0,,3.0,3.0,1.0,,,,,,1.0,16.0,2.0,6.0,1.0,3.0,,,,4.0,1.0,2.0,,,2.0,1.0,,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,3gczyjwrkpu7ht35di1g09s0k,E. Demircan,Forward,17,3.0,1.0,2.0,6.0,9.0,,20.0,,22.0,11.0,11.0,31.0,10.0,1.0,6.0,,,,19.0,10.0,9.0,1.0,3.0,5.0,,31.0,9.0,1.0,1.0,7.0,7.0,3.0,1.0,,,6.0,,,3.0,,,27.0,23.0,4.0,27.0,,2.0,,93.0,9.0,,,1.0,4.0,16.0,31.0,1.0,27.0,2.0,3.0,4.0,61.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,3ypxn1nvgv8e321sq5394w3my,M. Didden,Defender,40,91.0,31.0,60.0,24.0,86.0,20.0,251.0,,173.0,74.0,99.0,41.0,382.0,8.0,24.0,24.0,17.0,7.0,82.0,43.0,39.0,26.0,7.0,413.0,1.0,1072.0,114.0,26.0,14.0,75.0,225.0,7.0,6.0,21.0,1.0,3.0,1.0,1.0,4.0,,85.0,873.0,254.0,651.0,819.0,14.0,13.0,10.0,1887.0,4.0,,124.0,26.0,8.0,235.0,1106.0,11.0,904.0,27.0,19.0,202.0,1425.0,2.0,2.0,1.0,51.0,94.0,128.0,76.0,108.0,0.0,,1.0,5.0,1.0,10.0,,10.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,5.0,15.0,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,Defender,44,11.0,3.0,8.0,8.0,16.0,3.0,34.0,,21.0,7.0,14.0,4.0,39.0,1.0,8.0,6.0,6.0,,10.0,4.0,6.0,2.0,1.0,30.0,,149.0,13.0,,,10.0,69.0,1.0,,5.0,4.0,3.0,,,1.0,,14.0,137.0,40.0,101.0,127.0,2.0,3.0,2.0,269.0,1.0,,16.0,1.0,,16.0,154.0,1.0,141.0,5.0,2.0,13.0,193.0,,,,6.0,10.0,11.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,1s1c0w7we8oouklrwshie0iz8,R. El Arguioui,Midfielder,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,Defender,16,42.0,23.0,19.0,31.0,219.0,8.0,331.0,41.0,295.0,134.0,161.0,779.0,466.0,13.0,31.0,36.0,29.0,7.0,253.0,111.0,142.0,28.0,83.0,72.0,2.0,1040.0,207.0,76.0,31.0,139.0,344.0,94.0,19.0,31.0,3.0,,100.0,32.0,12.0,4.0,72.0,808.0,542.0,414.0,784.0,28.0,59.0,227.0,2743.0,50.0,16.0,61.0,43.0,43.0,617.0,1101.0,35.0,856.0,87.0,55.0,245.0,2170.0,211.0,101.0,31.0,51.0,97.0,368.0,88.0,148.0,1.0,10.0,11.0,8.0,1.0,,11.0,,2.0,1.0,3.0,,,,1.0,,,16.0,16.0,5.0,65.0,2.0,1.0,,,3.0,2.0,0.0,12.0,137.0,1.0,2.0,,5.0,2.0,51.0,80.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,8lt54ei6pcu25u8uerigmx5yi,A. Engwanda,Midfielder,27,62.0,24.0,38.0,33.0,172.0,9.0,245.0,3.0,273.0,108.0,165.0,216.0,357.0,17.0,33.0,40.0,33.0,7.0,211.0,84.0,127.0,52.0,6.0,358.0,,1110.0,108.0,48.0,28.0,119.0,252.0,7.0,3.0,33.0,8.0,,2.0,2.0,19.0,26.0,44.0,956.0,500.0,487.0,941.0,38.0,55.0,3.0,2834.0,40.0,,66.0,28.0,15.0,226.0,1139.0,4.0,985.0,93.0,11.0,154.0,1585.0,9.0,9.0,20.0,17.0,28.0,102.0,61.0,126.0,0.0,,5.0,7.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,11.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,d2jjigs2ovi8jbogk8klnoqac,M. Eppink,Goalkeeper,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,FC Utrecht,nstvq6jrkhskxt7p9se9fnkk,J. Eversen,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
