liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Blocked Shots,Clean Sheets,Clearances Off the Line,GK Successful Distribution,Goal Assists,Goal Kicks,Goals,Goals from Inside Box,Handballs conceded,Headed Goals,Own Goal Scored,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Second Goal Assists,Shots On Target ( inc goals ),Successful Launches,Through balls,Throw Ins to Opposition Player,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Red Cards,Yellow Cards,Home Goals,Away Goals,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Hit Woodwork,Left Foot Goals,Overruns,Right Foot Goals,Successful Corners into Box,Unsuccessful Corners into Box,Unsuccessful lay-offs,Foul Won Penalty,Goals from Outside Box,Last Player Tackle,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Goalkeeper Smother,Penalties Taken,Penalty Goals,Straight Red Cards,Direct Setpiece Goals,Set Pieces Goals,Direct Corner Goals,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals,Crosses not Claimed
Eredivisie,2025-2026,AFC Ajax,7w5ivtmbqzi4hfte330r1a505,R. Pasveer,Goalkeeper,22,2.0,,2.0,15.0,,,106.0,,6.0,2.0,4.0,,438.0,,15.0,34.0,30.0,4.0,4.0,2.0,2.0,,1.0,79.0,,417.0,43.0,1.0,,135.0,60.0,1.0,,15.0,,,,,,,168.0,280.0,131.0,233.0,196.0,1.0,,,1350.0,,,10.0,,2.0,216.0,577.0,,364.0,1.0,,213.0,731.0,,,,120.0,208.0,177.0,36.0,5.0,0.0,,,1.0,,91.0,,70.0,,,,,1.0,,5.0,,,,80.0,,,,12.0,,,,,,,,,,,,,,,,,,,17.0,1.0,28.0,5.0,3.0,69.0,42.0,26.0,,12.0,2.0,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,788q4wkdn9jn6j4jdlta66d5g,T. Peters,Midfielder,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,Midfielder,6,49.0,20.0,29.0,24.0,168.0,10.0,204.0,8.0,168.0,65.0,103.0,223.0,233.0,15.0,24.0,17.0,16.0,1.0,119.0,45.0,74.0,23.0,6.0,311.0,,946.0,90.0,34.0,23.0,101.0,275.0,8.0,4.0,21.0,12.0,3.0,2.0,2.0,4.0,42.0,28.0,862.0,441.0,464.0,875.0,22.0,31.0,20.0,1676.0,20.0,1.0,62.0,17.0,17.0,134.0,987.0,6.0,903.0,53.0,20.0,84.0,1302.0,12.0,12.0,6.0,10.0,20.0,68.0,28.0,64.0,0.0,1.0,4.0,3.0,1.0,,2.0,,,,,,,,1.0,,,2.0,3.0,,1.0,2.0,1.0,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,2vp8f9x46i2ptaf08xv7a85xw,P. Reverson,Goalkeeper,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,56nbghr9snc79dt8h99wleej8,S. Steur,Midfielder,48,9.0,4.0,5.0,18.0,92.0,1.0,216.0,2.0,77.0,34.0,43.0,160.0,146.0,2.0,18.0,16.0,15.0,1.0,68.0,30.0,38.0,7.0,13.0,147.0,,566.0,97.0,18.0,14.0,47.0,191.0,14.0,3.0,13.0,11.0,5.0,,,9.0,22.0,23.0,504.0,296.0,217.0,490.0,11.0,8.0,1.0,1056.0,13.0,1.0,4.0,6.0,10.0,87.0,576.0,9.0,513.0,19.0,18.0,63.0,692.0,2.0,1.0,7.0,1.0,7.0,45.0,20.0,56.0,0.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,,6.0,3.0,1.0,,2.0,,,,2.0,0.0,1.0,,2.0,1.0,,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,1wse4b1hxu37e7t5ty5ykn7c9,J. Šutalo,Defender,37,75.0,27.0,48.0,24.0,108.0,12.0,356.0,3.0,131.0,46.0,85.0,46.0,459.0,2.0,24.0,29.0,26.0,3.0,56.0,19.0,37.0,37.0,1.0,547.0,,1413.0,207.0,13.0,8.0,93.0,331.0,1.0,2.0,19.0,2.0,5.0,,,17.0,,52.0,1286.0,493.0,823.0,1264.0,5.0,7.0,4.0,1797.0,6.0,,102.0,8.0,8.0,158.0,1445.0,2.0,1316.0,12.0,13.0,129.0,1713.0,2.0,2.0,3.0,29.0,59.0,83.0,48.0,70.0,0.0,,1.0,4.0,,7.0,,7.0,,,,,1.0,,5.0,,,,10.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,35qg0rrwtl00pycx468s62m3u,K. Taylor,Midfielder,8,20.0,13.0,7.0,15.0,160.0,2.0,179.0,6.0,106.0,56.0,50.0,268.0,170.0,11.0,15.0,19.0,16.0,3.0,86.0,43.0,43.0,16.0,19.0,125.0,2.0,586.0,90.0,16.0,5.0,54.0,176.0,23.0,5.0,14.0,3.0,1.0,7.0,1.0,10.0,26.0,19.0,501.0,332.0,220.0,526.0,6.0,10.0,1.0,1279.0,19.0,5.0,6.0,22.0,17.0,138.0,631.0,16.0,545.0,16.0,59.0,86.0,816.0,17.0,11.0,7.0,3.0,12.0,81.0,22.0,74.0,1.0,3.0,10.0,3.0,,,4.0,,2.0,2.0,3.0,,,,4.0,,,11.0,1.0,2.0,,7.0,,2.0,,3.0,1.0,1.0,1.0,12.0,1.0,,1.0,1.0,1.0,4.0,5.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,9cep3okmikxayokmo909i68es,S. Tilborg,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,2922aevmtpw4qvcwohmxmqtbd,T. Tomiyasu,Defender,32,10.0,1.0,9.0,7.0,22.0,,31.0,,27.0,10.0,17.0,21.0,42.0,,7.0,,,,17.0,9.0,8.0,7.0,,11.0,,115.0,15.0,5.0,1.0,13.0,42.0,,,2.0,2.0,5.0,,,2.0,4.0,3.0,91.0,42.0,51.0,90.0,3.0,1.0,15.0,205.0,6.0,,9.0,2.0,2.0,38.0,117.0,,93.0,4.0,6.0,24.0,179.0,,,3.0,6.0,8.0,14.0,10.0,16.0,0.0,,1.0,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,9uo88sreasbyj41lg34hxy28l,B. Traoré,Forward,20,1.0,1.0,,1.0,7.0,,8.0,1.0,8.0,3.0,5.0,16.0,4.0,,1.0,,,,7.0,2.0,5.0,1.0,,6.0,,19.0,3.0,2.0,,2.0,2.0,,,1.0,1.0,,,,,1.0,,17.0,14.0,3.0,17.0,,2.0,,63.0,2.0,,,,3.0,6.0,19.0,1.0,17.0,2.0,2.0,2.0,33.0,1.0,1.0,,,,3.0,,2.0,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,4xgkt8w934s3b4g573re84opg,M. Verkuijl,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,4utx4h5jz14whtjawxn7ox0r8,N. Verschuren,Defender,42,111.0,50.0,61.0,30.0,146.0,53.0,274.0,,194.0,89.0,105.0,74.0,462.0,12.0,30.0,46.0,40.0,6.0,83.0,39.0,44.0,40.0,6.0,227.0,,1215.0,120.0,18.0,11.0,72.0,484.0,7.0,7.0,29.0,1.0,1.0,2.0,2.0,5.0,3.0,57.0,1080.0,336.0,849.0,1126.0,9.0,18.0,12.0,2595.0,4.0,,159.0,30.0,12.0,164.0,1319.0,10.0,1183.0,27.0,26.0,136.0,1727.0,,,1.0,34.0,54.0,85.0,51.0,82.0,0.0,,1.0,3.0,2.0,58.0,1.0,58.0,,,2.0,,1.0,1.0,2.0,,,3.0,8.0,,,1.0,2.0,,,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,em7ie3i4w6bt476naq80umcd0,S. Vink,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,Forward,25,120.0,47.0,73.0,26.0,139.0,3.0,85.0,8.0,216.0,97.0,119.0,332.0,103.0,7.0,26.0,25.0,21.0,4.0,96.0,50.0,46.0,2.0,35.0,102.0,17.0,463.0,29.0,24.0,8.0,28.0,131.0,39.0,21.0,19.0,5.0,7.0,,,5.0,57.0,9.0,336.0,255.0,93.0,339.0,6.0,5.0,,1692.0,25.0,6.0,22.0,29.0,31.0,206.0,475.0,38.0,348.0,11.0,118.0,127.0,719.0,4.0,4.0,7.0,,1.0,106.0,25.0,126.0,1.0,2.0,10.0,4.0,,,4.0,,8.0,8.0,2.0,2.0,,,3.0,,,17.0,,1.0,,8.0,1.0,5.0,,6.0,5.0,3.0,,,5.0,2.0,1.0,2.0,5.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,dafbvyorudvujxw7zswicykmh,O. Wijndal,Defender,5,23.0,11.0,12.0,19.0,144.0,4.0,135.0,11.0,117.0,52.0,65.0,256.0,193.0,11.0,19.0,16.0,15.0,1.0,94.0,41.0,53.0,16.0,15.0,50.0,,642.0,71.0,16.0,3.0,54.0,267.0,15.0,1.0,15.0,9.0,4.0,8.0,7.0,5.0,3.0,11.0,556.0,287.0,289.0,557.0,6.0,17.0,98.0,1356.0,17.0,3.0,34.0,18.0,25.0,149.0,654.0,6.0,568.0,23.0,36.0,86.0,971.0,24.0,24.0,8.0,19.0,31.0,81.0,29.0,55.0,0.0,,4.0,2.0,,,,,1.0,,1.0,,,1.0,3.0,,1.0,5.0,5.0,,6.0,1.0,,,,3.0,0.0,1.0,,1.0,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,Defender,47,,,,2.0,1.0,,5.0,,3.0,2.0,1.0,13.0,9.0,,2.0,,,,3.0,2.0,1.0,,,3.0,,20.0,3.0,,,,9.0,,,1.0,1.0,1.0,,,,,3.0,18.0,15.0,5.0,17.0,,,2.0,20.0,1.0,,1.0,1.0,1.0,5.0,22.0,,20.0,,,2.0,29.0,1.0,1.0,1.0,,,3.0,,2.0,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,80ci9vub479wdpimkabf02rys,R. van de Pavert,Defender,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,31k1qh5h0hpxisei42mto34lw,M. van der Lans,Defender,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,e3hefycb3rd22bu83gp1ieec4,D. van der Vaart,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,f39palhb11oqo5ichnhudhnh0,E. Ünüvar,Forward,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,Defender,5,107.0,59.0,48.0,32.0,82.0,26.0,420.0,5.0,209.0,96.0,113.0,110.0,546.0,8.0,32.0,45.0,38.0,7.0,102.0,37.0,65.0,27.0,7.0,531.0,2.0,1735.0,242.0,18.0,11.0,115.0,684.0,8.0,9.0,32.0,5.0,,3.0,3.0,1.0,,104.0,1555.0,584.0,1071.0,1548.0,13.0,28.0,12.0,2755.0,3.0,1.0,180.0,19.0,23.0,239.0,1843.0,11.0,1652.0,41.0,25.0,191.0,2287.0,4.0,4.0,1.0,43.0,90.0,126.0,69.0,101.0,1.0,1.0,4.0,8.0,1.0,52.0,1.0,53.0,2.0,2.0,,1.0,,1.0,3.0,,,2.0,20.0,1.0,30.0,1.0,,2.0,,5.0,0.0,2.0,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,22alh32lu88yabxd4pl0opg5w,K. Boogaard,Midfielder,20,19.0,12.0,7.0,10.0,52.0,2.0,86.0,,69.0,39.0,30.0,68.0,112.0,6.0,10.0,11.0,7.0,4.0,50.0,27.0,23.0,11.0,8.0,88.0,1.0,325.0,40.0,23.0,12.0,37.0,79.0,10.0,4.0,8.0,4.0,2.0,3.0,2.0,5.0,4.0,14.0,253.0,137.0,124.0,244.0,6.0,5.0,2.0,691.0,9.0,4.0,11.0,11.0,7.0,98.0,331.0,5.0,258.0,11.0,6.0,73.0,443.0,6.0,3.0,3.0,14.0,19.0,59.0,20.0,54.0,0.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,,,1.0,6.0,4.0,,,,,,1.0,,,,3.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,7am931rjcv69rqmdcgxvp2zo4,W. Bouziane,Forward,75,1.0,1.0,,4.0,5.0,,12.0,1.0,17.0,9.0,8.0,25.0,7.0,,4.0,3.0,2.0,1.0,16.0,8.0,8.0,,2.0,2.0,1.0,26.0,5.0,,,7.0,13.0,3.0,,,,4.0,1.0,1.0,2.0,,,20.0,16.0,6.0,21.0,2.0,,1.0,71.0,6.0,,1.0,1.0,4.0,20.0,27.0,1.0,21.0,2.0,6.0,6.0,56.0,1.0,1.0,3.0,,1.0,6.0,1.0,5.0,0.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,Midfielder,28,33.0,22.0,11.0,22.0,104.0,7.0,113.0,5.0,133.0,67.0,66.0,235.0,167.0,6.0,22.0,34.0,27.0,7.0,100.0,45.0,55.0,15.0,17.0,114.0,3.0,514.0,55.0,20.0,15.0,64.0,138.0,17.0,3.0,14.0,3.0,8.0,8.0,,9.0,7.0,18.0,412.0,252.0,176.0,402.0,23.0,15.0,,1441.0,22.0,2.0,31.0,14.0,9.0,173.0,523.0,9.0,420.0,38.0,32.0,103.0,780.0,21.0,5.0,12.0,13.0,24.0,99.0,25.0,79.0,0.0,,6.0,2.0,,,,,2.0,1.0,,1.0,,,,,,6.0,1.0,1.0,,2.0,,1.0,,2.0,0.0,2.0,,18.0,1.0,,1.0,2.0,,6.0,12.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,es363spp9pgd4hralx6ni2xw4,M. Chávez,Defender,15,18.0,6.0,12.0,19.0,33.0,1.0,117.0,9.0,141.0,52.0,89.0,154.0,186.0,7.0,19.0,13.0,10.0,3.0,123.0,46.0,77.0,13.0,7.0,27.0,1.0,381.0,73.0,24.0,7.0,36.0,148.0,9.0,5.0,8.0,7.0,11.0,2.0,2.0,9.0,,16.0,279.0,159.0,134.0,275.0,21.0,33.0,65.0,767.0,14.0,2.0,24.0,12.0,15.0,144.0,394.0,9.0,291.0,54.0,29.0,103.0,662.0,15.0,13.0,7.0,14.0,22.0,77.0,41.0,81.0,0.0,2.0,5.0,,,,2.0,,,,,,,,,,,4.0,3.0,1.0,1.0,,,,,5.0,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,7jgtmmk4b2bgn0syidj6ve7kl,J. Clasie,Midfielder,8,6.0,2.0,4.0,11.0,83.0,2.0,90.0,,49.0,23.0,26.0,123.0,173.0,3.0,11.0,12.0,11.0,1.0,43.0,21.0,22.0,9.0,11.0,139.0,,520.0,38.0,8.0,3.0,45.0,149.0,12.0,1.0,9.0,4.0,2.0,,,4.0,15.0,27.0,462.0,268.0,217.0,458.0,4.0,11.0,,745.0,7.0,2.0,18.0,8.0,3.0,72.0,544.0,4.0,485.0,15.0,5.0,59.0,633.0,1.0,1.0,2.0,8.0,17.0,38.0,22.0,42.0,0.0,1.0,3.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,3.0,6.0,2.0,,,,,1.0,2.0,1.0,0.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Forward,27,9.0,6.0,3.0,23.0,102.0,,298.0,12.0,167.0,76.0,91.0,354.0,86.0,1.0,23.0,23.0,17.0,6.0,158.0,70.0,88.0,9.0,27.0,15.0,,416.0,161.0,21.0,8.0,58.0,218.0,27.0,6.0,17.0,16.0,6.0,6.0,6.0,28.0,2.0,18.0,333.0,241.0,103.0,320.0,9.0,20.0,6.0,1287.0,52.0,6.0,10.0,8.0,31.0,187.0,421.0,14.0,338.0,29.0,83.0,83.0,702.0,19.0,19.0,35.0,2.0,9.0,85.0,17.0,74.0,0.0,,10.0,,,,,,1.0,,1.0,,,,2.0,,,8.0,,3.0,,,,,,1.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,6zzcoo9k4ebqtlux49rbb5fro,M. Dekker,Defender,4,11.0,6.0,5.0,6.0,16.0,1.0,25.0,1.0,16.0,7.0,9.0,12.0,33.0,,6.0,6.0,4.0,2.0,5.0,1.0,4.0,,,21.0,,102.0,11.0,5.0,2.0,14.0,38.0,,,2.0,2.0,4.0,,,1.0,,6.0,92.0,28.0,70.0,92.0,1.0,2.0,,192.0,,,9.0,,,14.0,108.0,,98.0,3.0,1.0,10.0,131.0,1.0,1.0,,2.0,4.0,8.0,3.0,6.0,0.0,,1.0,,,4.0,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,5ylwgfqvaobru2lxqvlhpxul0,E. Dijkstra,Defender,22,22.0,11.0,11.0,19.0,181.0,2.0,206.0,8.0,127.0,62.0,65.0,238.0,135.0,6.0,19.0,19.0,16.0,3.0,105.0,51.0,54.0,20.0,14.0,221.0,,581.0,110.0,23.0,15.0,90.0,50.0,14.0,3.0,12.0,7.0,7.0,4.0,4.0,10.0,2.0,20.0,509.0,252.0,267.0,495.0,12.0,17.0,66.0,1183.0,25.0,1.0,24.0,8.0,15.0,137.0,587.0,3.0,515.0,29.0,20.0,72.0,888.0,5.0,5.0,16.0,7.0,13.0,42.0,35.0,59.0,0.0,,3.0,2.0,,,,,,,,,,,,,,,1.0,1.0,10.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,9lixevzo8exxiia17altfw8ic,W. Goes,Defender,3,62.0,26.0,36.0,32.0,123.0,27.0,584.0,1.0,182.0,66.0,116.0,130.0,664.0,3.0,32.0,41.0,35.0,6.0,120.0,40.0,80.0,36.0,10.0,787.0,,1785.0,378.0,27.0,17.0,132.0,278.0,10.0,1.0,31.0,7.0,1.0,,,7.0,1.0,100.0,1588.0,662.0,983.0,1545.0,17.0,20.0,14.0,2661.0,6.0,,123.0,23.0,38.0,236.0,1852.0,4.0,1645.0,37.0,16.0,207.0,2234.0,3.0,3.0,2.0,55.0,113.0,161.0,49.0,94.0,0.0,,1.0,8.0,,2.0,,2.0,1.0,1.0,1.0,,,1.0,3.0,,,3.0,16.0,1.0,1.0,,1.0,1.0,,9.0,1.0,0.0,,,,1.0,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,90zhj6yyva7sxwn4k6c8oa9ec,J. Hartog,Forward,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,Forward,19,113.0,45.0,68.0,22.0,70.0,1.0,63.0,10.0,211.0,95.0,116.0,198.0,70.0,8.0,22.0,32.0,27.0,5.0,98.0,50.0,48.0,4.0,16.0,57.0,4.0,267.0,25.0,18.0,11.0,29.0,86.0,17.0,13.0,16.0,7.0,6.0,3.0,3.0,9.0,21.0,7.0,160.0,121.0,58.0,169.0,6.0,10.0,,1345.0,20.0,1.0,16.0,29.0,23.0,172.0,283.0,37.0,176.0,16.0,70.0,107.0,503.0,,,9.0,2.0,8.0,89.0,18.0,99.0,0.0,,6.0,,,,1.0,,10.0,10.0,2.0,,,,2.0,,,24.0,,1.0,1.0,10.0,,8.0,1.0,2.0,7.0,3.0,,,8.0,1.0,2.0,,8.0,,,4.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,f3saw9c9wzs4qda0rtkv9gidw,R. Ichihara,Defender,18,9.0,4.0,5.0,2.0,6.0,2.0,14.0,,14.0,7.0,7.0,8.0,15.0,,2.0,,,,5.0,3.0,2.0,2.0,,23.0,,50.0,5.0,3.0,2.0,1.0,8.0,,,1.0,1.0,1.0,,,,,2.0,41.0,13.0,30.0,41.0,,,,94.0,,,1.0,1.0,2.0,12.0,52.0,1.0,43.0,,4.0,9.0,68.0,,,,1.0,1.0,4.0,5.0,8.0,0.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,Alkmaar Zaanstreek,73lwz4he5erpp25zi8crjvztg,I. Jensen,Forward,17,67.0,42.0,25.0,32.0,227.0,,360.0,10.0,273.0,140.0,133.0,548.0,156.0,3.0,32.0,28.0,25.0,3.0,206.0,98.0,108.0,9.0,35.0,83.0,4.0,677.0,179.0,53.0,25.0,106.0,220.0,39.0,10.0,22.0,17.0,10.0,25.0,20.0,58.0,15.0,16.0,556.0,394.0,195.0,548.0,9.0,16.0,12.0,1987.0,69.0,8.0,21.0,14.0,27.0,296.0,686.0,19.0,564.0,25.0,88.0,122.0,1166.0,51.0,41.0,32.0,10.0,23.0,145.0,28.0,99.0,1.0,3.0,16.0,3.0,,,4.0,,2.0,1.0,,,,,2.0,,,9.0,4.0,2.0,,4.0,,1.0,,,1.0,1.0,3.0,18.0,1.0,,,5.0,2.0,5.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
