liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Goals Openplay,Hit Woodwork,Left Foot Goals,Assists (Intentional),Goal Assists,Penalties Conceded,Successful Crosses open play,Successful Launches,Throw Ins to Opposition Player,Total Big Chances Created,Clearances Off the Line,Total Big Chances Saved,Foul Won Penalty,Unsuccessful lay-offs,Total Big Chances Missed,Last Player Tackle,GK Successful Distribution,Goal Kicks,Attempts from Set Pieces,Headed Goals,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Second Goal Assists,Own Goal Scored,Straight Red Cards,Total Red Cards,Goals from Outside Box,Red Cards - 2nd Yellow,Penalties Off Target,Direct Setpiece Goals,Set Pieces Goals,Crosses not Claimed,Other Goals
France_Ligue_1,2025-2026,FC Metz,aeg6qg6zhedy316adz12ibqqc,M. Mboula,Defender,4,4,2,2,13,41,,6,175,1,,,48,18,30,54,168,5,13,,14,11,3,,44,16,28,,14,,104,,538,,,,1,105,10,4,38,,237,,1,1,10,6,3,,3,7,,37,493,175,333,468,2,9,,14,741,6,,25,8,10,65,550,2,505,11,4,45,688,,5,5,5,5,21,40,10,24,2,,,0,,,,,,,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,6tezw22m241iukjha6vyz0rh0,L. Michal,Forward,19,13,8,5,11,33,1,,35,,,1,36,25,11,66,15,1,11,,8,7,1,,23,17,6,,,2,30,1,90,1,,,,13,10,6,12,,13,2,5,2,2,2,9,,,3,3,,77,48,30,78,,,,2,265,12,,2,5,3,41,91,7,78,,10,13,154,,4,4,3,,,15,2,13,1,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,2k8jecll7vz9axgflbmv178yc,B. Munongo,Midfielder,33,11,3,8,10,24,1,1,37,,,,47,26,21,49,48,8,10,,12,9,3,,36,23,13,,6,2,52,,173,,,,1,15,14,8,19,,49,2,3,,4,3,6,,,3,5,3,146,71,75,143,5,3,,1,363,4,,7,13,2,36,173,3,146,8,,27,233,,2,2,2,1,2,25,4,25,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,ca6vj1so4nfjc4wkmahhynsic,C. Mélières,Defender,25,,,,2,3,,,3,,,,1,1,,7,7,1,2,,3,3,,,1,1,,,,,2,,12,,,,,1,1,,1,,,,,,,,2,,1,,,,11,9,3,11,,,,2,30,,,2,1,,4,12,,11,,,1,20,,2,2,,,,2,1,1,1,,,0,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,8r66a8r47loy7w44aqkz54utw,J. Nduquidi,Midfielder,6,,,,1,,,,2,,,,,,,2,1,,1,,1,1,,,,,,,,,2,,3,,,,,1,,,,,,,,,,,1,,,,,,2,1,1,2,,,,,6,,,,,,2,3,,2,,,1,4,,1,1,,,1,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,byp6hyuxpi2sn27unyzvlfh90,J. Pandore,Forward,35,1,1,,3,6,1,,14,,,,10,7,3,20,5,1,3,1,4,4,,1,9,6,3,,,,10,,29,,,,1,9,5,1,4,1,9,,,1,,,3,,,,3,,22,13,10,23,,2,,,70,4,1,,1,1,15,30,1,23,2,7,7,49,,2,2,2,,2,8,1,5,,0,1,0,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,d6lslxdr4quw6bq1dug2pxt2i,C. Sabaly,Forward,14,19,17,2,14,65,1,3,111,2,,6,130,80,50,165,60,7,14,,24,22,2,,111,63,48,1,5,8,63,5,227,1,,,4,72,18,7,36,,41,10,3,4,12,6,2,,4,14,4,5,173,104,75,170,5,13,2,5,970,41,,5,14,16,130,229,7,175,18,39,54,416,,10,10,20,1,3,45,19,51,2,,,0,,,,2,2,,4,1,1,4,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,bffc3dzdi9c6ix77k1yaepjpw,S. Sané,Defender,38,54,23,31,22,69,1,21,414,3,,,155,63,92,42,484,13,22,2,48,39,9,2,101,40,61,2,38,2,587,,1319,,,,4,219,24,14,100,,250,3,2,2,21,,1,,,3,1,87,1173,380,862,1155,11,33,2,7,1851,4,,120,22,14,171,1390,4,1242,44,9,148,1711,,2,2,3,46,73,79,71,75,5,0,2,0,,,1,1,1,2,,16,1,1,1,,,,,4,38,40,,1,,,2,,,,,,,,,,,,1,2,2,,,,,,,
France_Ligue_1,2025-2026,FC Metz,csnsu3jg12e3ridlmteuyrbp,B. Sarr,Defender,70,14,7,7,11,73,4,5,126,1,4,7,105,52,53,193,93,5,11,,22,17,5,,91,45,46,1,9,8,89,2,292,1,,,1,74,16,6,31,,44,8,6,3,9,4,2,1,7,10,5,11,259,145,128,255,9,9,3,42,807,30,,17,11,18,112,299,9,266,18,18,33,542,2,21,19,20,3,7,43,11,26,1,,,0,,1,,,,,6,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,17b6v5z6embi47fw7gsgj5jh1,B. Stambouli,Midfielder,21,11,6,5,18,65,1,4,95,,,3,83,37,46,52,170,10,18,,26,23,3,,72,31,41,2,8,8,97,,436,1,,,3,49,17,8,46,,120,8,4,1,9,4,9,,1,9,6,39,353,148,218,326,8,15,2,5,894,9,,23,14,9,123,452,5,365,23,11,87,602,,6,6,2,13,41,70,23,46,,,,0,,,,,,,1,5,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,e8o145zyrt1h2l7ywh80lt8no,P. Sy,Goalkeeper,61,3,,3,8,,,,23,2,,1,6,,6,,138,,8,,20,16,4,,3,,3,,,,27,,110,,,,1,6,,,69,,39,,,,8,1,,,,,,46,83,35,101,90,1,,,,707,,,12,,4,72,204,,136,1,,68,305,,,,,36,66,54,14,2,,,,0,,,,,,,,17,,,,4,,,,1,76,61,,,9,1,25,3,1,,2,29,15,14,,,17,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,l50afz42k1kcl5gyrja3zvo4,A. Touré,Midfielder,12,38,21,17,29,175,7,4,205,3,1,3,179,89,90,191,146,12,29,,37,32,5,,141,68,73,1,9,8,176,1,668,2,,,3,82,33,19,63,,191,9,8,1,15,8,14,1,3,15,19,13,574,235,362,581,15,19,1,15,1515,25,,25,27,24,161,688,9,594,34,18,94,957,,9,9,9,8,14,71,32,80,5,,,0,,,,1,1,1,3,2,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,5v5jv44a8y2n7p1tb8jsxt2ei,B. Traoré,Midfielder,8,40,18,22,19,122,4,1,188,1,,4,172,80,92,133,128,19,19,1,31,27,4,1,132,62,70,1,14,4,168,,599,1,,,6,69,25,14,87,1,194,4,11,3,16,10,3,,1,18,32,28,517,199,332,502,23,24,,1,1366,21,1,16,29,5,135,612,14,530,47,12,82,835,,1,1,8,2,15,50,33,67,3,0,1,0,1,,,,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,1sq7k81crma1kde80f06fufhl,G. Tsitaishvili,Forward,7,16,9,7,33,240,9,3,356,1,26,23,207,103,104,597,183,8,33,3,59,48,11,3,191,94,97,2,13,42,83,6,724,7,,,4,229,51,18,85,1,231,44,14,8,28,12,5,8,36,42,9,24,570,374,243,557,5,14,2,36,2457,57,1,33,23,36,397,737,22,581,19,74,156,1296,13,123,105,43,19,41,227,52,115,3,1,2,0,3,1,2,2,2,,26,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,dx5c8gytsnffmw7bk8lihslhx,K. Van Den Kerkhof,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,agsollzstr45ee0z17tle8d1w,T. Yegbe,Defender,15,32,14,18,23,66,,17,245,4,,2,84,42,42,43,366,8,23,,51,43,8,,52,28,24,,22,3,210,,1060,,,,4,116,20,8,55,,455,4,4,2,21,4,2,,1,1,,59,931,214,750,904,6,9,2,14,1876,4,,118,19,8,179,1097,6,963,15,10,134,1374,,4,4,1,48,82,84,54,52,3,,,0,,,,1,1,1,1,6,23,1,,1,,,3,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Metz,646trwo52cp8iorxiruq0pz4k,T. Dos Santos,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,1py4bk2ik16w8lil31bghq99m,M. Abline,Forward,10,72,38,34,32,96,30,,267,3,8,17,338,192,146,542,115,14,32,6,49,43,6,5,266,154,112,2,8,26,69,5,396,5,1,,5,173,28,9,71,5,132,30,32,23,27,8,5,2,13,51,25,8,277,231,73,283,7,13,1,2,2497,111,5,10,32,42,372,412,55,291,20,143,121,971,5,46,28,65,3,12,140,27,109,6,3,3,1,5,5,,2,4,,6,,,7,,,2,3,8,,,,7,1,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,FC Nantes,67w182dhn27nmdrchqlw9w104,M. Acapandié,Defender,22,8,5,3,6,11,,,13,,,3,23,13,10,35,35,1,6,,7,6,1,,15,8,7,,3,4,15,,69,,,,1,8,6,2,7,,9,4,,,2,1,4,,2,2,1,1,48,29,21,47,4,1,,14,259,4,,11,3,,42,70,,48,5,2,22,139,,9,9,1,1,5,25,6,17,,,,0,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,3i2ozixaewtdlp67e8992fpqs,Ali Youssif,Defender,2,30,8,22,13,37,3,5,96,2,,2,67,21,46,19,148,5,13,,15,14,1,,37,13,24,1,20,3,130,,383,,,,2,49,5,3,35,,93,3,2,1,10,1,3,,,2,,30,316,88,251,309,4,7,,1,968,,,63,11,11,74,408,3,339,11,13,69,560,,1,1,,17,36,51,19,33,4,,,0,,,,,,1,,6,,,,,,,,3,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,2s9ko6yxyi95jybzguru8g3bp,K. Amian,Defender,98,42,13,29,23,110,1,10,184,3,,6,140,61,79,211,370,8,23,,40,33,7,,98,48,50,,7,7,244,2,752,,,,3,85,32,15,56,,62,8,7,2,22,1,1,,7,5,,28,603,288,355,608,12,16,,150,1962,21,,72,23,18,239,786,9,636,28,18,150,1251,,22,22,5,22,53,125,47,97,3,,,0,,,,1,1,1,7,11,27,4,1,1,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,Goalkeeper,1,12,1,11,31,,1,,111,6,,,23,3,20,2,500,1,31,,50,44,6,,11,2,9,,1,,205,,622,,,,5,63,1,,242,,257,,1,,31,1,,,,1,,194,493,127,578,511,,1,,1,2789,,,30,1,14,263,962,1,705,1,1,257,1280,,,,,151,256,202,55,1,4,,,0,,,,,,1,,81,,,,25,,,,1,241,147,,,19,1,43,9,5,,9,97,68,29,,1,25,,,,,,,,,,1,
France_Ligue_1,2025-2026,FC Nantes,c2wiaju4etayjlp12x9ba3kkp,C. Awaziem,Defender,6,64,20,44,26,78,4,17,281,5,,2,156,60,96,33,519,8,26,1,40,35,5,1,92,40,52,,20,8,526,1,1217,,,,3,160,22,9,95,,245,10,3,4,25,2,1,,,4,,125,1027,319,839,1033,10,18,4,8,2232,7,,182,23,21,232,1368,7,1158,28,16,210,1724,,2,2,4,46,131,166,46,79,7,1,0,0,1,,,2,2,,,16,2,2,,1,,,,1,69,77,1,1,,,8,,,,,,,,,,,,1,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,dxi8h8zie3czo1gq1teh5iu7e,Y. Benhattab,Midfielder,90,5,4,1,10,36,2,,74,,5,7,42,20,22,107,44,3,10,,9,7,2,,37,16,21,,,6,54,1,141,5,,,2,41,10,2,28,,7,6,1,1,5,5,5,1,4,8,3,5,102,56,50,97,4,6,1,1,477,11,,3,3,3,102,141,2,102,10,16,39,248,4,21,16,7,2,4,53,7,35,,,,0,,,,,,,3,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,4mj8yudyo9s1ox6zrofnlry1g,M. Bodiang,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,46a3dmmhryhhn2cobv0do7l2i,L. Bonelli,Goalkeeper,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,Midfielder,20,11,5,6,11,94,2,,106,,15,3,70,34,36,160,121,3,11,2,14,10,4,2,59,29,30,1,6,15,89,2,341,,1,1,,52,15,6,37,2,58,15,2,5,6,2,5,9,16,4,8,11,287,191,129,293,9,7,,9,569,16,2,1,7,11,110,362,7,304,16,18,58,501,5,24,16,5,5,11,66,16,47,1,1,1,0,1,,,,,,4,2,,1,,,,2,3,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,13pfqhu8a5nq7b0tx1iajjq50,A. Camara,Forward,14,5,4,1,10,14,3,,31,,1,3,25,17,8,48,11,1,10,,5,5,,,20,13,7,2,1,2,20,,49,,,,,18,3,,10,,5,2,3,,1,1,9,,1,1,,2,37,21,18,36,1,3,,6,163,9,,,4,2,47,50,3,38,4,8,12,109,1,16,15,3,2,2,24,4,10,,,,0,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,6k51ka2qv5ge2ibrb4o5bin6d,P. Carlgren,Goalkeeper,30,1,,1,3,,,,9,1,,,2,,2,,44,,3,,2,1,1,,1,,1,,,,11,,26,,,,,2,,,26,,6,,,,2,,1,,,,,10,14,7,21,18,,,,,181,,,6,,1,33,61,,28,,,33,95,,,,,11,33,29,4,,,,,0,,,,,,,,2,,,,3,,,,,20,18,,,3,,10,1,,,4,11,9,2,,1,2,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,Defender,18,21,11,10,15,31,2,2,56,1,2,4,96,43,53,137,88,5,15,3,13,13,,3,75,32,43,3,23,4,73,1,198,,,,1,40,18,11,25,2,7,4,3,3,9,4,6,1,11,4,,7,150,103,59,144,14,17,,37,733,14,1,32,13,8,116,199,6,151,31,13,48,451,1,19,17,11,2,6,51,16,42,4,0,3,1,3,,1,,,,10,3,17,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,a7bs2dkwmy1cjryql6z3n9kut,F. Coquelin,Midfielder,13,19,8,11,16,64,2,5,42,,,2,78,38,40,51,61,10,16,,6,4,2,,59,30,29,,6,3,70,,281,,,,,13,9,6,27,,96,4,3,1,8,9,8,,1,5,13,10,246,106,151,246,4,13,,,655,10,,11,15,7,58,291,4,256,17,7,35,390,,,,5,2,4,20,15,31,2,,,0,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,azcv772qzdbz1exafx3od6lt5,N. Cozza,Defender,3,50,29,21,29,112,5,11,249,6,,4,193,91,102,184,396,9,29,,35,29,6,,143,62,81,1,17,9,71,,766,,,,3,152,32,10,90,,231,10,4,3,25,5,4,,4,8,,44,580,238,389,579,16,28,1,107,2303,17,,95,23,31,274,810,7,623,44,24,187,1284,,18,18,10,39,91,143,62,96,2,,,0,,,,,1,,4,7,26,,,1,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,1p2pdaek0xjlk5fgrirl7hvro,B. Deuff,Midfielder,52,14,7,7,11,24,,3,28,,,1,40,23,17,37,10,1,11,,12,9,3,,26,16,10,,2,1,18,,66,,,,,17,2,2,12,,15,1,4,3,1,1,10,,1,2,3,2,55,33,24,54,2,3,,,241,9,,6,6,3,29,67,7,56,5,6,11,131,,,,4,1,3,9,2,8,1,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,h8ufkiot3dwdllf5dzz05hxw,S. Doucouré,Defender,72,1,,1,1,1,,1,7,,,,2,1,1,,13,,1,,,,,,1,1,,,3,,14,,28,,,,,2,1,,1,,2,,,,,,1,,,,,,24,2,24,26,,,,,45,,,5,1,,4,30,,26,,,4,39,,,,,1,1,,4,3,,,,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,bl4lretp33t0jj3icujkf45p1,J. Duverne,Defender,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,7g28h82kt29y8zrg44xytw1jp,Y. El-Arabi,Forward,19,70,45,25,25,66,2,1,72,1,,3,155,90,65,137,79,8,25,3,14,11,3,2,85,45,40,2,3,9,53,10,242,1,1,,,30,16,6,43,3,66,9,4,9,11,10,14,,,6,10,11,146,91,76,156,4,8,2,,938,20,2,11,22,23,164,264,13,167,12,42,97,432,,2,2,14,3,11,79,20,86,,2,1,0,1,2,,,,,,1,,1,,,2,3,7,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,FC Nantes,adswn2xpomwsi7zh022787mne,I. Ganago,Forward,37,68,32,36,13,54,6,1,59,2,,6,113,54,59,160,47,3,13,3,7,7,,2,45,22,23,,2,5,22,3,142,1,1,1,1,36,7,1,21,3,26,6,9,7,10,7,3,,1,7,13,,91,63,35,97,2,3,2,,841,12,1,8,11,13,100,149,16,97,5,54,52,286,,9,9,5,1,2,56,5,50,1,2,1,1,2,2,,1,1,,1,,,1,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,FC Nantes,7atxpldexe9adg8ft1wbjndud,F. Guilbert,Defender,24,18,10,8,8,17,1,5,39,1,,3,72,30,42,77,100,5,8,,6,6,,,54,20,34,,21,7,47,,173,,,,2,18,17,8,33,,15,7,4,2,7,4,1,,3,5,1,8,134,53,87,129,4,12,,33,610,6,,31,7,13,96,179,6,137,16,8,42,388,,14,12,4,5,13,43,13,29,1,,,0,,,,,,,3,1,26,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,ahof39nb4cz6xbqgqon20pd04,H. Guirassy,Forward,11,35,22,13,20,46,4,1,108,,1,6,135,83,52,180,59,5,20,2,11,11,,2,100,61,39,3,5,6,52,3,200,3,,,,69,21,8,46,2,44,7,4,7,9,9,11,,5,9,8,3,133,82,57,131,7,14,,6,817,43,1,12,15,9,157,201,11,134,21,48,67,408,1,18,17,29,2,3,62,23,64,2,2,0,0,2,2,,1,1,,5,,,2,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,Midfielder,7,4,3,1,6,20,1,1,19,,8,2,21,8,13,43,22,,6,,3,2,1,,17,5,12,,3,1,18,1,72,,,,,9,7,4,13,,14,1,1,2,3,3,3,2,2,2,5,1,55,31,28,56,3,6,2,,284,3,,3,,1,36,74,3,57,9,6,17,127,6,12,5,,1,3,22,7,14,,,,0,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,3g14bqou9coim6fit9c2cyr8q,M. Kaba,Midfielder,21,28,13,15,12,42,,3,84,2,,3,131,57,74,106,117,4,12,,10,9,1,,103,44,59,,14,10,71,,288,1,,,1,38,17,9,54,,62,12,5,6,11,8,1,,,6,9,10,227,135,96,221,13,15,6,,924,21,,3,13,27,104,292,11,231,28,22,61,457,,2,2,7,1,7,45,18,54,2,,,0,,1,,1,2,,,1,,4,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,i43agdfspflw2xua8yyd9edw,D. Koné,Forward,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,1ykx4qqmrnqanq3a6gepfh7ca,Kwon Hyeok-Kyu,Midfielder,5,15,6,9,12,41,2,8,53,1,,,64,31,33,30,49,8,12,,14,13,1,,49,25,24,,7,,65,,214,,,,,11,8,7,21,,66,,1,,9,7,3,,,,5,10,186,57,135,182,10,5,,,757,5,,28,11,10,42,221,1,192,15,,29,321,,1,1,1,7,8,21,9,21,2,,,0,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,Forward,15,8,7,1,8,31,1,,47,,,,44,26,18,71,15,1,8,1,9,9,,1,36,19,17,,,4,38,1,99,,,,2,16,11,5,11,1,16,5,1,1,5,5,3,,,6,3,3,85,51,35,83,3,2,,1,418,13,1,2,5,6,46,100,2,86,5,12,14,172,,1,1,6,1,2,11,4,12,,0,1,0,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,Midfielder,8,31,16,15,27,135,6,3,208,5,33,9,285,135,150,330,273,22,27,,33,30,3,,254,119,135,,27,32,198,,797,1,,,5,102,70,34,141,,217,33,8,7,23,6,4,14,24,10,27,43,640,373,311,617,29,50,2,5,2175,41,,21,30,48,303,823,15,660,79,28,163,1293,19,51,22,19,7,43,168,46,120,4,,,0,,,,1,1,,10,5,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,c333e52685djkf7awslz6muj8,L. Leroux,Midfielder,66,20,10,10,23,76,9,2,99,1,10,6,134,63,71,172,213,4,23,1,24,21,3,1,114,53,61,,4,15,53,1,440,,,,4,54,38,20,52,,115,16,3,3,16,9,7,3,10,11,8,17,327,188,162,323,14,23,1,48,1443,28,1,36,12,14,197,457,6,340,37,28,117,758,3,20,12,18,11,32,95,42,85,2,0,1,0,,,,,1,,6,2,17,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,1ad3itgiwcnyw3o9wplhah2hh,D. Machado,Defender,27,26,17,9,19,84,5,1,102,2,,6,138,73,65,178,129,9,19,,16,15,1,,112,56,56,1,10,6,18,4,361,1,,,3,60,26,14,60,,134,7,6,2,16,9,3,,5,7,4,11,298,163,144,291,5,16,,74,1186,28,,30,25,28,153,365,8,302,21,35,63,685,,21,21,14,8,22,59,25,41,3,,,0,,,,1,1,,5,3,21,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,1la351maj1qxw054j1t7kndw4,A. Mirbach,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,Forward,31,105,53,52,24,66,7,3,45,,,2,200,111,89,157,47,9,24,4,24,19,5,3,95,58,37,2,8,9,27,4,162,,,,3,22,10,4,30,2,50,9,20,8,13,11,11,,2,3,12,1,89,57,62,116,2,8,2,3,1151,37,3,13,18,27,161,190,28,117,10,55,73,415,,7,7,16,1,4,62,18,69,1,4,0,1,3,1,1,,,,2,,2,2,,,,10,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
