liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Goals Openplay,Hit Woodwork,Left Foot Goals,Assists (Intentional),Goal Assists,Penalties Conceded,Successful Crosses open play,Successful Launches,Throw Ins to Opposition Player,Total Big Chances Created,Clearances Off the Line,Total Big Chances Saved,Foul Won Penalty,Unsuccessful lay-offs,Total Big Chances Missed,Last Player Tackle,GK Successful Distribution,Goal Kicks,Attempts from Set Pieces,Headed Goals,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Second Goal Assists,Own Goal Scored,Straight Red Cards,Total Red Cards,Goals from Outside Box,Red Cards - 2nd Yellow,Penalties Off Target,Direct Setpiece Goals,Set Pieces Goals,Crosses not Claimed,Other Goals
France_Ligue_1,2025-2026,FC Nantes,4y1je8y7jioje2r96vf8zutxw,J. Mwanga,Midfielder,80,38,22,16,20,81,2,7,252,3,,1,173,84,89,154,218,16,20,1,33,28,5,1,135,62,73,,13,17,284,,762,3,,,4,136,26,13,80,1,204,18,5,3,20,4,,,1,18,12,36,656,290,390,643,18,21,4,20,1642,19,1,27,25,16,160,787,8,679,39,18,108,1036,,8,8,10,2,39,91,25,69,2,1,0,0,,,,1,1,1,1,3,,2,,,,3,1,1,8,9,,,,,1,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,1l6w8m9upv3l6svmdhw7lb651,U. Radaković,Defender,26,7,4,3,6,2,,2,,,,,12,7,5,7,11,1,6,,2,1,1,,5,3,2,,3,1,5,1,22,,,,,,1,1,1,,6,1,,,1,1,5,,,,,,13,4,11,15,1,1,,,98,,,8,2,,11,24,,15,2,1,9,42,,,,,4,4,7,2,5,,,,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,Midfielder,28,26,9,17,13,40,3,5,84,,,2,95,51,44,96,123,11,13,,16,14,2,,69,42,27,1,17,4,79,2,309,1,,,2,45,18,8,51,,78,4,3,,9,5,4,,1,7,9,13,246,128,130,244,6,7,2,1,804,16,,13,25,8,107,320,3,257,13,12,63,462,,5,5,4,5,15,50,18,48,4,,,0,,,,,,,1,1,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,cn6uwymow3ewbnr6niqumao0k,A. Sylla,Defender,4,6,1,5,3,3,,,12,,,,10,5,5,9,19,,3,,3,3,,,4,4,,,,,11,,45,,,,,9,1,,2,,15,,2,,1,1,2,,,,,,39,16,25,41,,,,,65,2,,2,2,,11,48,2,41,,2,7,59,,,,,,1,4,3,6,,,,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,4cz4axu6ab1o04nizrfu8xhck,D. Tabibou,Midfielder,17,21,11,10,27,81,10,,141,,39,21,160,80,80,269,142,10,27,1,18,17,1,1,139,69,70,2,17,20,99,,391,,,,1,71,20,11,69,,79,20,12,7,14,12,13,12,21,20,12,19,290,169,148,277,13,17,1,25,1251,37,,19,23,20,249,401,19,296,30,32,105,772,26,69,28,17,20,38,145,29,67,4,1,0,0,1,2,1,,,,8,3,6,3,,,,4,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,b42it8et6s9w615cde2iobz10,T. Tati,Defender,78,27,14,13,20,72,3,15,260,2,,,96,42,54,25,244,5,20,,37,31,6,,69,28,41,2,17,1,185,,901,1,,,3,155,17,9,58,,449,1,,,20,2,,,1,8,,31,789,177,660,805,7,12,,,1724,5,,79,23,15,126,950,,836,19,6,114,1157,,,,3,29,62,78,36,52,5,,,0,,,,,,2,1,3,,,,,,1,1,2,10,10,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,FC Nantes,eanmlfx5frwu1pwommfk96txw,S. Ziani,Midfielder,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,dfj6h4z1n57r3zbb196qcp7h0,P. Argney,Goalkeeper,50,,,,1,,,,4,,,,,,,,9,,1,,1,1,,,,,,,,,11,,20,,,,,2,,,6,,10,,,,1,,,,,,,3,19,1,23,21,,,,,90,,,1,,,6,30,,24,,,6,37,,,,,2,6,6,,,,,,0,,,,,,,,,,,,,,,,,6,5,,,1,,2,,,,1,2,1,1,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,5jb4wobgnotbot6o3x1hks2z8,T. Bah,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,8fkhorovs9ulk7n53p3qm16ok,Y. Djellel,Forward,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,9fcg5wz6no3f9mn7ch45g06hh,S. Boufal,Midfielder,17,6,2,4,16,83,6,,162,,26,8,163,88,75,260,98,5,16,1,16,15,1,1,157,86,71,2,3,22,66,6,301,4,1,,2,85,18,8,58,1,73,25,7,3,12,12,4,4,14,20,9,11,229,165,94,234,8,13,2,,943,53,,4,23,30,216,320,10,245,21,28,75,611,20,44,16,32,3,17,99,20,58,2,0,1,0,1,2,,3,3,,4,1,,5,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,
France_Ligue_1,2025-2026,Le Havre AC,645hnxvl62yb39el1u0nmc844,I. Bouneb,Midfielder,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,17acodpsoxkhha2iem2465ivp,T. Delaine,Defender,23,1,1,,5,22,2,,37,,,2,10,5,5,48,48,2,5,,1,1,,,9,4,5,,3,3,2,,119,1,,,,23,4,1,9,,50,3,1,,2,2,3,,4,2,,2,88,36,58,88,2,,,23,200,,,7,2,1,49,122,1,90,2,4,32,188,,15,14,,3,16,41,6,16,1,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,eocy72dydgob8w0rtrtzb6uc4,A. Diabaté,Midfielder,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,Goalkeeper,99,5,,5,29,,,,105,6,,1,13,1,12,1,470,,29,,41,40,1,,8,1,7,,2,2,238,,555,,,,6,39,,,268,,230,3,,,29,1,,,,,,173,431,104,575,506,2,,,,2565,,,24,,6,269,938,,679,2,1,259,1244,,,,,118,247,189,70,12,1,,,0,,,,1,1,,,48,,1,,19,,,,1,284,204,,,37,11,55,,7,1,5,80,52,28,1,3,20,,,,,,,,,,1,
France_Ligue_1,2025-2026,Le Havre AC,2xpoljxhc1nnjveb06ipqvpt6,F. Doucouré,Defender,13,18,10,8,25,109,7,1,115,,3,9,105,56,49,279,128,10,25,3,19,18,1,3,87,46,41,1,8,16,148,2,406,,,,5,58,27,15,52,3,22,17,5,8,14,14,11,1,14,5,7,16,326,205,136,311,13,20,1,20,1169,22,2,19,14,4,193,407,13,327,33,35,80,683,2,58,55,12,10,20,119,19,60,2,3,0,0,2,,,1,1,,13,3,7,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,aou0s44ekqc7vyp71mjf8n3mc,S. Ebonog,Midfielder,26,46,23,23,29,99,7,4,189,1,,9,221,109,112,220,142,12,29,1,31,30,1,1,175,86,89,,23,7,117,,458,1,,,3,109,39,24,109,1,107,7,11,4,21,14,8,,4,17,6,7,360,209,162,360,18,20,1,2,1744,53,1,21,29,34,208,465,15,367,38,36,98,817,,11,11,19,6,10,73,36,88,8,1,0,0,1,,,,,,4,1,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,bon37s0qxjto5aqeay3ujxlhw,G. Gomis,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,j0zbfr4wa3dovkgo55o6xilm,L. Gourna-Douath,Midfielder,19,26,11,15,15,82,3,11,190,2,,1,149,65,84,113,154,10,15,,18,17,1,,123,54,69,2,14,6,172,2,537,2,,,2,88,27,16,90,,152,6,4,2,14,4,1,,2,8,8,29,465,232,257,458,12,14,2,3,1275,19,,16,24,35,114,560,6,487,26,11,73,781,,3,3,8,5,17,51,25,56,5,,,0,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,7095nvsxasc5kcwsl2q5vqc16,Y. Kechta,Midfielder,8,21,18,3,29,102,5,3,142,,7,4,164,109,55,210,118,14,29,2,23,23,,2,143,91,52,3,16,14,97,3,375,,,,4,82,22,13,63,1,82,15,7,8,13,12,16,2,9,7,15,12,294,186,141,306,12,18,3,1,1259,35,,18,33,15,176,399,15,318,30,35,81,655,4,19,15,18,4,16,82,18,65,4,1,1,0,1,,1,,1,,6,,,5,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,9b9qmdmll7sse85ba7y39fm22,R. Khadra,Midfielder,30,3,1,2,8,17,2,,42,,7,3,34,19,15,81,15,,8,,5,5,,,31,18,13,,,6,12,,53,,,,1,26,8,1,10,,11,6,1,3,1,1,7,2,4,5,3,1,38,40,3,38,3,4,,,223,11,,1,4,1,52,55,4,39,7,7,16,124,5,14,7,8,,3,26,4,13,,,,0,,,,,,,2,,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,l0e40c7iatiq26mayw0ndw4,E. Koffi Vinette,Forward,27,10,4,6,13,31,,,60,,,2,74,37,37,87,56,6,13,,4,3,1,,64,33,31,,8,3,5,1,131,2,,,,46,8,4,23,,42,3,2,2,3,3,10,,3,8,,2,94,43,57,95,4,11,,31,335,19,,14,10,8,109,134,4,97,15,5,37,307,,20,20,10,2,8,49,8,29,1,,,0,,,,,,,3,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,1uropw4e6htgs5btubtxsftd6,G. Kyeremeh,Forward,11,7,6,1,13,18,1,,35,1,,5,60,28,32,81,17,4,13,1,3,3,,1,53,22,31,,,4,16,5,64,2,,,,23,12,5,10,,16,5,3,2,3,2,10,,5,5,3,2,51,41,18,52,,7,,1,374,11,1,3,9,19,46,67,5,54,7,10,13,158,,10,10,8,1,2,19,4,11,,0,1,0,,,,1,1,,5,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,9vk8oyt5lma4ir9tbi3uvlrdh,G. Lloris,Defender,4,94,26,68,28,81,2,20,419,4,,1,189,62,127,47,362,5,28,1,31,31,,1,95,36,59,2,42,3,407,2,1430,,,,5,207,17,11,71,,636,4,5,4,27,2,1,,,1,,65,1305,356,1002,1293,18,23,,1,2310,6,,146,27,17,148,1486,9,1358,41,20,128,1837,,2,2,2,28,70,93,37,58,2,1,0,0,1,,,,1,1,,13,,1,,2,1,,3,2,5,5,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,8jbjkt4wc1dmqaoxn76mct84q,F. Mambimbi,Forward,10,18,15,3,16,34,1,,41,,,2,72,48,24,81,38,8,16,1,8,8,,1,54,33,21,,3,7,25,5,115,,,,,24,8,4,27,,22,7,3,2,7,7,9,,,4,8,1,82,52,34,85,3,9,1,,524,13,,7,15,5,62,119,5,86,12,21,33,202,,5,5,6,1,4,34,4,29,1,0,1,0,1,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,65pt5vsqnh74s18fi6unfttlg,Y. Monkolot,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,ccjhe1cnlhrlkqzcodcij7fo4,D. Mosengo,Midfielder,78,6,4,2,7,3,,3,13,,,,22,16,6,5,21,1,7,,,,,,16,12,4,,1,,7,,50,,,,,6,4,4,12,,21,,,,,,7,,,,,2,39,15,26,39,2,,,,103,3,,4,1,2,16,52,,41,2,,11,76,,,,2,3,4,10,1,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,9s90f4r3095h8mefzmpuut51x,L. Mpasi,Goalkeeper,77,2,,2,4,,,,23,1,,,2,,2,,86,,4,,2,2,,,,,,,,,23,,80,,,,,9,,,37,,40,,,,3,,1,,,,,31,60,21,82,72,,,,,315,,,5,,1,46,149,,103,,,46,195,,,,,30,46,40,6,,2,,,0,,,,,,,,16,,,,5,,,,,49,37,,,3,,9,,,,3,15,8,7,,,6,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,dficbkp6sp4kw7xihaxneozpx,Y. Namli,Forward,21,10,7,3,12,25,2,,52,,7,5,46,25,21,83,30,6,12,,7,7,,,36,18,18,1,6,2,45,2,112,2,,,,25,10,3,26,,13,3,2,,3,3,9,2,5,5,5,5,80,59,26,75,4,5,,1,321,6,,3,8,4,66,113,2,80,9,8,33,195,5,16,6,1,,1,41,8,32,2,,,0,,,,,1,,3,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,duuan2ogcypv8ftmnypoed3sa,R. Ndiaye,Midfielder,14,42,26,16,32,173,12,2,285,2,23,19,258,118,140,416,268,16,32,4,32,31,1,4,216,92,124,1,15,24,173,6,808,1,,,5,149,76,42,136,3,217,28,13,9,29,15,3,5,19,22,33,31,677,430,286,666,35,31,1,7,2483,34,3,18,22,37,276,831,22,697,66,42,134,1280,17,72,48,17,4,17,163,43,117,2,2,2,1,4,2,,3,4,,10,7,,5,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,3w9x0aoa6tu8gfwel7c5mabx1,L. Nego,Defender,7,31,12,19,29,150,3,7,238,6,,13,171,70,101,323,468,6,29,,34,33,1,,140,58,82,,33,14,325,4,958,2,,,5,147,33,12,120,,43,14,10,3,26,5,3,,19,13,,44,740,359,427,723,19,33,1,187,2323,21,,90,18,17,339,986,13,767,52,22,219,1592,,59,59,13,24,91,223,55,128,3,,,0,,1,,,,1,19,8,20,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,5465uzr85yh44gzbxwrtgu8k,N. Obougou,Forward,20,10,5,5,5,3,1,,9,,,1,22,12,10,26,4,2,5,1,,,,1,12,7,5,,1,,,,13,,,,,6,2,,3,,6,,,3,,,5,,,2,,,6,5,1,6,,,,,99,2,,,5,3,21,13,3,6,,5,7,41,,2,2,1,,,7,2,7,,1,0,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,ausceoo438aoxbb6gl8tpes16,T. Pembélé,Defender,32,7,4,3,13,26,,1,49,,,1,40,20,20,55,40,2,13,,5,5,,,33,16,17,,2,2,31,1,131,1,,,1,28,3,1,13,,35,2,2,2,2,3,11,,2,5,,3,109,46,65,106,4,5,,18,328,7,,15,3,3,42,132,4,109,9,9,23,220,,4,4,2,1,5,21,6,18,1,,,0,,,,,,,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,afjbobbjlk2g5tbqstn68cxsk,D. Pizarro,Forward,9,2,2,,2,,,,1,,,,4,3,1,1,2,1,2,,,,,,2,1,1,,,,,1,3,,,,,1,,,3,,1,,,,,,2,,,,,,2,1,1,2,,,,,26,,,,1,1,2,3,,2,,,1,5,,,,,,,1,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,7fv02187o38s5itzba1ezwmqc,K. Quetant,Forward,33,20,12,8,9,24,2,,11,,,2,37,24,13,39,10,2,9,1,2,2,,1,17,12,5,,1,1,14,4,60,,,,,1,8,2,8,1,15,1,4,2,4,4,5,,,2,3,,37,23,17,40,,,,,373,4,,3,6,3,40,63,6,40,,13,23,108,,,,1,,,14,9,23,1,1,0,0,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,5ehfn1jh0jutojspj5flefwus,T. Rousseau,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,Forward,25,88,52,36,26,74,7,,97,,1,12,209,130,79,240,59,12,26,2,21,21,,2,121,78,43,1,4,17,64,8,239,,,,5,42,16,4,31,1,56,18,19,16,16,13,10,,1,12,14,8,167,135,47,173,6,5,1,1,1454,38,2,7,33,20,165,253,35,181,11,73,72,481,1,6,5,14,2,5,66,12,67,4,1,1,0,2,3,1,,1,,1,,,2,,,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,c6zhg955v927x9vo39e8vunoq,A. Sangante,Defender,93,96,42,54,27,92,1,15,471,4,,1,238,103,135,88,530,15,27,1,34,33,1,1,142,61,81,2,37,9,475,,1319,,,,4,274,35,20,78,,295,10,3,5,27,8,,,1,4,,64,1130,447,746,1128,18,21,,34,2244,13,,118,40,39,241,1392,8,1192,39,23,200,1802,,5,5,5,46,96,143,62,104,4,1,0,1,,,,,1,1,1,9,7,,,,,,1,2,,1,,1,,,1,,,,,,,,,,,,,2,2,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,1anl1jfwm7l4p3y0tmyvueiuh,A. Seko,Defender,15,55,20,35,30,128,2,7,292,7,,2,164,65,99,122,359,15,30,,38,38,,,109,45,64,1,37,10,323,1,1107,,,,5,152,36,26,90,,337,10,9,6,29,1,1,,1,2,16,75,933,346,626,896,20,22,1,,2625,4,,116,28,20,202,1147,15,971,42,18,176,1485,,4,4,2,45,83,147,33,93,6,,,0,,,,,,,1,19,,1,,,,,1,2,3,3,,,,,,,,,,,,,,,,,1,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,d1p2ke2ry7g9zfjfh93xmjvxm,I. Soumaré,Forward,45,209,82,127,33,148,9,6,247,6,,25,477,222,255,586,149,20,33,7,43,42,1,6,268,140,128,3,11,24,117,13,608,5,3,1,6,126,41,22,90,3,201,29,39,26,32,1,1,,11,23,31,23,423,292,149,407,16,20,,5,2859,81,6,44,55,72,420,615,65,430,36,132,185,1228,,45,45,38,2,6,201,29,179,3,6,1,2,5,4,3,3,5,,11,2,1,9,1,,2,13,17,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,
France_Ligue_1,2025-2026,Le Havre AC,e4mi8lugy007csuxiunrizf9w,A. Teixeira,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,29bu2pponl9ng2c53y2kqz3f8,A. Thiare,Defender,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,1i2q9bpodks0d1m6yra8eyjf9,A. Touré,Midfielder,94,14,7,7,11,70,5,4,92,3,,1,72,33,39,120,76,8,11,2,8,8,,1,58,26,32,1,9,3,79,,296,,1,,,35,11,7,27,1,72,3,4,4,8,4,3,,1,3,22,21,258,143,117,238,6,6,1,2,741,13,1,16,13,17,84,297,8,259,12,13,38,439,,12,12,6,2,5,41,9,33,2,0,2,1,2,1,1,,,,1,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
France_Ligue_1,2025-2026,Le Havre AC,4of4uikysypmvfv1i7suv3b6y,É. Youté,Defender,6,6,3,3,8,11,,8,43,2,,,17,7,10,4,54,1,8,,8,8,,,11,4,7,,,1,59,,146,,,,,23,2,1,12,,31,1,,,3,1,5,,,,,15,122,34,95,114,3,3,,,326,,,28,3,1,27,155,,129,6,1,26,205,,,,,11,16,17,9,10,2,,,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,5zkzfpiirhsatgr5ktl8xiq6s,S. Zagadou,Defender,29,19,12,7,8,21,,8,69,,,,41,20,21,11,60,2,8,1,5,4,1,1,22,8,14,1,2,2,76,,194,,,,,30,5,2,8,,44,2,,1,6,4,2,,,2,,11,172,65,114,168,6,5,,3,497,2,,20,7,1,29,201,1,179,11,3,22,271,,,,1,3,12,16,6,10,,1,0,0,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,4e4c7adlrs47ivsos121pjpqs,G. Zohouri,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Le Havre AC,87kn93oiqdrpr8ybyi4wxkgoa,Y. Zouaoui,Defender,18,37,19,18,30,229,6,13,312,2,70,15,215,104,111,439,416,5,30,1,37,37,,1,178,85,93,1,26,34,30,1,894,4,1,1,6,193,45,17,116,,279,35,5,5,28,14,2,16,44,20,1,52,688,330,455,689,18,30,,178,2348,48,1,59,22,26,479,954,10,741,48,7,213,1739,54,140,68,30,28,87,298,55,126,7,1,0,0,,,1,1,1,1,23,5,35,5,1,1,,,1,1,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,
France_Ligue_1,2025-2026,Lille OSC,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,Defender,4,29,9,20,9,34,,3,116,2,,1,60,20,40,15,114,2,9,,5,4,1,,31,11,20,,11,,104,,433,,,,,44,4,1,30,,201,,5,2,7,1,2,,,2,,19,388,102,306,389,3,8,,,509,1,,34,9,8,55,453,7,408,11,11,45,547,,,,1,9,17,25,20,28,,,,0,,,,,,,,2,,,,,,,,2,6,6,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,Lille OSC,31sljkjull0n7082fed26stzp,B. André,Midfielder,21,150,66,84,26,214,7,5,304,11,,6,345,148,197,475,415,19,26,2,18,15,3,2,195,82,113,4,33,21,318,2,1313,,,,2,141,62,28,140,,424,23,12,6,25,3,1,,3,12,59,63,1089,715,432,1081,29,35,6,2,2243,37,1,40,34,41,325,1371,18,1144,64,63,227,1792,,17,17,9,6,28,200,44,199,8,1,1,1,1,,,2,2,,3,3,,2,,,,4,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Lille OSC,bfdco9clf3dwltaogfhv5v0et,André Gomes,Midfielder,26,,,,2,2,,,5,,,,7,4,3,4,3,2,2,,,,,,7,4,3,,,,2,,7,,,,,2,,,2,,,,,,,,2,,,3,,1,7,4,3,6,,,,,7,1,,,2,,1,7,,7,,,,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Lille OSC,1b04k9q3n17yyzf6n5kyn9vdg,L. Baret,Midfielder,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
